"","Date.Time","Tank1","Tank2","Tank3","Tank4","Tank5","Tank6","Tank7","Tank8","Tank9","Tank10","Tank11","Tank12"
"27",2020-12-21 22:20:00,6.99,6.99,6.99,6.94,6.94,6.94,6.94,7.015,6.965,7.041,6.94,6.965
"28",2020-12-21 22:30:00,6.99,6.99,6.99,6.94,6.94,6.94,6.94,7.015,6.965,7.041,6.94,6.965
"29",2020-12-21 22:40:00,7.015,6.99,7.015,6.965,6.94,6.94,6.965,7.015,6.965,7.066,6.965,6.965
"30",2020-12-21 22:50:00,7.015,7.015,7.015,6.965,6.94,6.965,6.965,7.015,6.965,7.066,6.965,6.99
"31",2020-12-21 23:00:00,7.041,7.015,7.041,6.99,6.965,6.99,6.99,7.041,6.99,7.091,6.99,7.015
"32",2020-12-21 23:10:00,7.041,7.041,7.041,6.99,6.99,6.99,6.99,7.041,7.015,7.091,6.99,7.015
"33",2020-12-21 23:20:00,7.066,7.041,7.066,7.015,6.99,7.015,6.99,7.066,7.015,7.116,6.99,7.041
"34",2020-12-21 23:30:00,7.066,7.041,7.066,7.015,6.99,7.015,7.015,7.066,7.015,7.116,7.015,7.041
"35",2020-12-21 23:40:00,7.066,7.066,7.066,7.041,7.015,7.015,7.015,7.091,7.041,7.116,7.015,7.041
"36",2020-12-21 23:50:00,7.091,7.066,7.091,7.041,7.015,7.041,7.041,7.091,7.041,7.142,7.041,7.066
"37",2020-12-22 00:00:00,7.091,7.091,7.091,7.066,7.041,7.041,7.041,7.116,7.041,7.142,7.041,7.066
"38",2020-12-22 00:10:00,7.116,7.091,7.116,7.066,7.041,7.066,7.066,7.116,7.066,7.167,7.066,7.091
"39",2020-12-22 00:20:00,7.142,7.116,7.142,7.091,7.066,7.091,7.091,7.142,7.091,7.192,7.091,7.116
"40",2020-12-22 00:30:00,7.142,7.142,7.167,7.116,7.091,7.091,7.091,7.167,7.116,7.217,7.091,7.116
"41",2020-12-22 00:40:00,7.167,7.167,7.167,7.142,7.116,7.116,7.116,7.192,7.142,7.242,7.116,7.142
"42",2020-12-22 00:50:00,7.192,7.192,7.192,7.142,7.116,7.142,7.142,7.192,7.142,7.242,7.142,7.167
"43",2020-12-22 01:00:00,7.192,7.192,7.192,7.142,7.142,7.142,7.142,7.192,7.167,7.242,7.142,7.167
"44",2020-12-22 01:10:00,7.217,7.192,7.217,7.167,7.142,7.167,7.167,7.217,7.167,7.268,7.167,7.192
"45",2020-12-22 01:20:00,7.242,7.242,7.242,7.192,7.192,7.192,7.192,7.242,7.192,7.293,7.192,7.217
"46",2020-12-22 01:30:00,7.293,7.293,7.293,7.242,7.242,7.242,7.242,7.293,7.242,7.343,7.242,7.268
"47",2020-12-22 01:40:00,7.343,7.343,7.343,7.318,7.293,7.318,7.293,7.368,7.318,7.393,7.293,7.318
"48",2020-12-22 01:50:00,7.419,7.393,7.419,7.368,7.343,7.368,7.368,7.419,7.368,7.469,7.368,7.393
"49",2020-12-22 02:00:00,7.469,7.469,7.469,7.419,7.419,7.419,7.419,7.469,7.419,7.519,7.419,7.444
"50",2020-12-22 02:10:00,7.519,7.519,7.519,7.469,7.444,7.469,7.469,7.519,7.469,7.569,7.469,7.494
"51",2020-12-22 02:20:00,7.569,7.569,7.594,7.544,7.519,7.519,7.519,7.594,7.544,7.619,7.519,7.544
"52",2020-12-22 02:30:00,7.645,7.619,7.645,7.594,7.569,7.594,7.594,7.645,7.594,7.695,7.594,7.594
"53",2020-12-22 02:40:00,7.695,7.67,7.695,7.645,7.619,7.645,7.645,7.695,7.645,7.745,7.645,7.645
"54",2020-12-22 02:50:00,7.745,7.72,7.745,7.695,7.67,7.67,7.695,7.745,7.695,7.77,7.67,7.695
"55",2020-12-22 03:00:00,7.77,7.77,7.77,7.72,7.72,7.72,7.72,7.77,7.745,7.82,7.72,7.745
"56",2020-12-22 03:10:00,7.82,7.82,7.82,7.77,7.745,7.77,7.77,7.82,7.77,7.87,7.77,7.795
"57",2020-12-22 03:20:00,7.87,7.87,7.87,7.82,7.795,7.82,7.82,7.87,7.845,7.92,7.82,7.845
"58",2020-12-22 03:30:00,7.945,7.92,7.945,7.87,7.87,7.87,7.87,7.945,7.895,7.97,7.87,7.895
"59",2020-12-22 03:40:00,7.97,7.97,7.995,7.945,7.92,7.945,7.945,7.995,7.945,8.045,7.92,7.945
"60",2020-12-22 03:50:00,8.02,7.995,8.02,7.97,7.945,7.97,7.97,8.02,7.97,8.07,7.97,7.995
"61",2020-12-22 04:00:00,8.045,8.02,8.045,7.97,7.97,7.97,7.97,8.045,7.995,8.07,7.97,7.995
"62",2020-12-22 04:10:00,8.02,7.995,8.02,7.97,7.945,7.945,7.97,8.02,7.97,8.07,7.945,7.995
"63",2020-12-22 04:20:00,7.995,7.97,7.995,7.945,7.92,7.92,7.945,7.995,7.945,8.045,7.945,7.945
"64",2020-12-22 04:30:00,7.97,7.945,7.97,7.92,7.895,7.895,7.92,7.97,7.92,7.995,7.895,7.945
"65",2020-12-22 04:40:00,7.945,7.945,7.945,7.895,7.87,7.895,7.895,7.945,7.895,7.995,7.895,7.92
"66",2020-12-22 04:50:00,7.945,7.92,7.945,7.895,7.87,7.87,7.895,7.945,7.895,7.995,7.895,7.895
"67",2020-12-22 05:00:00,7.945,7.92,7.945,7.895,7.87,7.895,7.895,7.945,7.895,7.995,7.895,7.92
"68",2020-12-22 05:10:00,7.97,7.945,7.97,7.92,7.895,7.92,7.92,7.97,7.92,7.995,7.895,7.945
"69",2020-12-22 05:20:00,7.97,7.97,7.995,7.945,7.92,7.92,7.92,7.995,7.945,8.045,7.92,7.945
"70",2020-12-22 05:30:00,7.97,7.97,7.97,7.92,7.895,7.92,7.92,7.97,7.92,8.02,7.92,7.945
"71",2020-12-22 05:40:00,7.945,7.945,7.945,7.895,7.87,7.895,7.895,7.945,7.895,7.995,7.895,7.92
"72",2020-12-22 05:50:00,7.92,7.895,7.92,7.845,7.845,7.845,7.845,7.92,7.87,7.945,7.845,7.895
"73",2020-12-22 06:00:00,7.87,7.87,7.87,7.82,7.795,7.82,7.82,7.87,7.82,7.92,7.82,7.845
"74",2020-12-22 06:10:00,7.845,7.845,7.845,7.795,7.77,7.795,7.795,7.845,7.795,7.895,7.795,7.82
"75",2020-12-22 06:20:00,7.82,7.795,7.82,7.77,7.745,7.77,7.77,7.82,7.77,7.87,7.77,7.795
"76",2020-12-22 06:30:00,7.795,7.795,7.795,7.745,7.745,7.745,7.745,7.795,7.745,7.845,7.745,7.77
"77",2020-12-22 06:40:00,7.77,7.745,7.77,7.745,7.72,7.72,7.72,7.77,7.72,7.845,7.72,7.745
"78",2020-12-22 06:50:00,7.745,7.72,7.745,7.695,7.67,7.695,7.67,7.745,7.695,7.795,7.67,7.695
"79",2020-12-22 07:00:00,7.695,7.67,7.67,7.645,7.645,7.645,7.619,7.67,7.645,7.745,7.619,7.645
"80",2020-12-22 07:10:00,7.619,7.594,7.619,7.594,7.569,7.569,7.569,7.619,7.569,7.67,7.544,7.594
"81",2020-12-22 07:20:00,7.569,7.544,7.544,7.544,7.494,7.494,7.494,7.544,7.494,7.619,7.494,7.519
"82",2020-12-22 07:30:00,7.494,7.469,7.469,7.469,7.444,7.444,7.419,7.494,7.444,7.544,7.419,7.444
"83",2020-12-22 07:40:00,7.444,7.419,7.419,7.419,7.393,7.393,7.368,7.419,7.368,7.494,7.368,7.393
"84",2020-12-22 07:50:00,7.393,7.368,7.368,7.368,7.343,7.343,7.318,7.368,7.318,7.444,7.318,7.343
"85",2020-12-22 08:00:00,7.343,7.318,7.343,7.343,7.293,7.293,7.268,7.343,7.293,7.419,7.268,7.293
"86",2020-12-22 08:10:00,7.318,7.293,7.293,7.318,7.268,7.268,7.242,7.293,7.242,7.393,7.242,7.268
"87",2020-12-22 08:20:00,7.293,7.268,7.268,7.293,7.242,7.242,7.217,7.268,7.217,7.368,7.217,7.242
"88",2020-12-22 08:30:00,7.293,7.242,7.242,7.293,7.242,7.242,7.192,7.242,7.192,7.343,7.192,7.217
"89",2020-12-22 08:40:00,7.268,7.242,7.242,7.293,7.242,7.217,7.192,7.242,7.192,7.343,7.192,7.217
"90",2020-12-22 08:50:00,7.268,7.242,7.242,7.293,7.242,7.217,7.192,7.242,7.192,7.343,7.192,7.217
"91",2020-12-22 09:00:00,7.268,7.242,7.242,7.293,7.242,7.217,7.192,7.242,7.192,7.343,7.192,7.217
"92",2020-12-22 09:10:00,7.293,7.242,7.242,7.293,7.242,7.242,7.192,7.242,7.192,7.343,7.192,7.217
"93",2020-12-22 09:20:00,7.293,7.242,7.242,7.318,7.242,7.242,7.192,7.242,7.217,7.368,7.192,7.217
"94",2020-12-22 09:30:00,7.293,7.242,7.268,7.343,7.268,7.242,7.217,7.268,7.217,7.368,7.217,7.242
"95",2020-12-22 09:40:00,7.318,7.268,7.268,7.343,7.293,7.268,7.242,7.268,7.242,7.393,7.217,7.242
"96",2020-12-22 09:50:00,7.343,7.293,7.293,7.368,7.293,7.293,7.242,7.293,7.242,7.393,7.242,7.268
"97",2020-12-22 10:00:00,7.343,7.293,7.293,7.393,7.318,7.293,7.242,7.293,7.242,7.419,7.242,7.268
"98",2020-12-22 10:10:00,7.368,7.318,7.318,7.393,7.343,7.318,7.268,7.318,7.268,7.444,7.268,7.293
"99",2020-12-22 10:20:00,7.368,7.318,7.318,7.393,7.343,7.318,7.268,7.318,7.268,7.444,7.268,7.293
"100",2020-12-22 10:30:00,7.393,7.318,7.343,7.419,7.343,7.318,7.293,7.343,7.293,7.444,7.293,7.293
"101",2020-12-22 10:40:00,7.393,7.343,7.343,7.419,7.343,7.343,7.293,7.343,7.293,7.469,7.293,7.318
"102",2020-12-22 10:50:00,7.393,7.343,7.343,7.419,7.368,7.343,7.293,7.343,7.293,7.469,7.293,7.318
"103",2020-12-22 11:00:00,7.393,7.343,7.343,7.444,7.368,7.343,7.293,7.343,7.293,7.469,7.293,7.318
"104",2020-12-22 11:10:00,7.419,7.343,7.368,7.444,7.368,7.343,7.293,7.368,7.318,7.469,7.293,7.343
"105",2020-12-22 11:20:00,7.419,7.368,7.368,7.444,7.393,7.368,7.318,7.368,7.318,7.494,7.318,7.343
"106",2020-12-22 11:30:00,7.419,7.368,7.368,7.444,7.393,7.368,7.318,7.368,7.318,7.494,7.318,7.343
"107",2020-12-22 11:40:00,7.444,7.368,7.393,7.469,7.393,7.368,7.343,7.393,7.343,7.494,7.343,7.343
"108",2020-12-22 11:50:00,7.444,7.393,7.393,7.469,7.419,7.393,7.343,7.393,7.343,7.519,7.343,7.368
"109",2020-12-22 12:00:00,7.469,7.419,7.419,7.494,7.444,7.419,7.368,7.419,7.368,7.544,7.368,7.393
"110",2020-12-22 12:10:00,7.494,7.444,7.444,7.544,7.469,7.444,7.393,7.444,7.393,7.569,7.393,7.419
"111",2020-12-22 12:20:00,7.544,7.469,7.494,7.569,7.494,7.469,7.444,7.494,7.444,7.594,7.444,7.444
"112",2020-12-22 12:30:00,7.569,7.519,7.519,7.594,7.544,7.519,7.469,7.519,7.469,7.645,7.469,7.494
"113",2020-12-22 12:40:00,7.594,7.544,7.544,7.645,7.569,7.544,7.494,7.544,7.494,7.67,7.494,7.519
"114",2020-12-22 12:50:00,7.645,7.569,7.569,7.67,7.594,7.569,7.544,7.569,7.544,7.695,7.519,7.544
"115",2020-12-22 13:00:00,7.645,7.594,7.594,7.695,7.619,7.594,7.544,7.594,7.544,7.72,7.544,7.569
"116",2020-12-22 13:10:00,7.67,7.594,7.619,7.695,7.645,7.594,7.569,7.619,7.569,7.745,7.569,7.594
"117",2020-12-22 13:20:00,7.67,7.619,7.619,7.695,7.645,7.619,7.569,7.619,7.569,7.745,7.569,7.594
"118",2020-12-22 13:30:00,7.67,7.619,7.619,7.695,7.645,7.594,7.569,7.619,7.569,7.745,7.569,7.594
"119",2020-12-22 13:40:00,7.67,7.594,7.619,7.695,7.645,7.594,7.569,7.619,7.569,7.745,7.569,7.594
"120",2020-12-22 13:50:00,7.67,7.619,7.619,7.695,7.645,7.619,7.569,7.619,7.569,7.745,7.569,7.594
"121",2020-12-22 14:00:00,7.67,7.619,7.619,7.695,7.645,7.619,7.569,7.619,7.569,7.745,7.569,7.594
"122",2020-12-22 14:10:00,7.67,7.619,7.645,7.695,7.645,7.619,7.569,7.619,7.569,7.745,7.569,7.594
"123",2020-12-22 14:20:00,7.695,7.645,7.645,7.72,7.645,7.645,7.594,7.645,7.594,7.745,7.594,7.619
"124",2020-12-22 14:30:00,7.72,7.67,7.67,7.745,7.67,7.67,7.619,7.67,7.645,7.795,7.619,7.645
"125",2020-12-22 14:40:00,7.77,7.72,7.72,7.795,7.72,7.72,7.67,7.72,7.67,7.845,7.67,7.695
"126",2020-12-22 14:50:00,7.845,7.795,7.795,7.845,7.795,7.77,7.745,7.795,7.745,7.895,7.745,7.77
"127",2020-12-22 15:00:00,7.895,7.845,7.845,7.895,7.845,7.845,7.795,7.845,7.795,7.945,7.795,7.82
"128",2020-12-22 15:10:00,7.945,7.895,7.92,7.97,7.895,7.895,7.87,7.92,7.87,8.02,7.845,7.87
"129",2020-12-22 15:20:00,8.02,7.97,7.97,8.02,7.97,7.97,7.92,7.97,7.945,8.07,7.92,7.945
"130",2020-12-22 15:30:00,8.095,8.045,8.045,8.095,8.045,8.045,7.995,8.045,8.02,8.145,7.995,8.045
"131",2020-12-22 15:40:00,8.145,8.12,8.12,8.17,8.12,8.095,8.07,8.145,8.07,8.22,8.07,8.095
"132",2020-12-22 15:50:00,8.195,8.17,8.195,8.195,8.17,8.145,8.145,8.195,8.145,8.27,8.12,8.145
"133",2020-12-22 16:00:00,8.245,8.22,8.22,8.245,8.195,8.195,8.17,8.22,8.17,8.319,8.17,8.195
"134",2020-12-22 16:10:00,8.295,8.245,8.27,8.27,8.245,8.22,8.195,8.27,8.22,8.344,8.195,8.22
"135",2020-12-22 16:20:00,8.27,8.245,8.245,8.245,8.22,8.22,8.195,8.245,8.195,8.319,8.195,8.22
"136",2020-12-22 16:30:00,8.22,8.195,8.195,8.195,8.145,8.145,8.145,8.195,8.145,8.27,8.145,8.17
"137",2020-12-22 16:40:00,8.145,8.12,8.12,8.12,8.095,8.07,8.07,8.12,8.07,8.195,8.07,8.095
"138",2020-12-22 16:50:00,8.07,8.045,8.045,8.045,7.995,7.995,7.995,8.045,7.995,8.12,7.995,8.02
"139",2020-12-22 17:00:00,7.995,7.97,7.995,7.97,7.945,7.945,7.945,7.995,7.945,8.045,7.945,7.97
"140",2020-12-22 17:10:00,7.995,7.97,7.97,7.945,7.92,7.945,7.92,7.97,7.945,8.045,7.92,7.945
"141",2020-12-22 17:20:00,8.045,7.995,8.02,7.995,7.97,7.97,7.97,8.02,7.97,8.07,7.97,7.995
"142",2020-12-22 17:30:00,8.095,8.07,8.07,8.045,8.02,8.045,8.045,8.095,8.045,8.145,8.02,8.045
"143",2020-12-22 17:40:00,8.12,8.095,8.12,8.07,8.045,8.07,8.07,8.12,8.07,8.17,8.07,8.095
"144",2020-12-22 17:50:00,8.12,8.095,8.12,8.07,8.045,8.07,8.07,8.12,8.07,8.17,8.07,8.095
"145",2020-12-22 18:00:00,8.07,8.045,8.07,8.02,7.995,8.02,8.02,8.07,8.02,8.12,8.02,8.045
"146",2020-12-22 18:10:00,7.995,7.97,7.995,7.945,7.92,7.945,7.945,7.995,7.945,8.045,7.945,7.97
"147",2020-12-22 18:20:00,7.92,7.895,7.92,7.845,7.845,7.845,7.845,7.92,7.87,7.945,7.845,7.895
"148",2020-12-22 18:30:00,7.82,7.82,7.845,7.77,7.77,7.77,7.77,7.845,7.795,7.87,7.77,7.795
"149",2020-12-22 18:40:00,7.745,7.745,7.745,7.695,7.695,7.695,7.695,7.745,7.695,7.795,7.695,7.72
"150",2020-12-22 18:50:00,7.695,7.67,7.695,7.645,7.619,7.619,7.645,7.695,7.645,7.745,7.645,7.645
"151",2020-12-22 19:00:00,7.645,7.619,7.645,7.569,7.569,7.569,7.569,7.645,7.594,7.67,7.569,7.594
"152",2020-12-22 19:10:00,7.594,7.569,7.594,7.544,7.519,7.519,7.544,7.594,7.544,7.645,7.519,7.544
"153",2020-12-22 19:20:00,7.544,7.544,7.544,7.494,7.494,7.494,7.494,7.544,7.494,7.594,7.494,7.519
"154",2020-12-22 19:30:00,7.519,7.494,7.519,7.469,7.444,7.469,7.469,7.519,7.469,7.569,7.469,7.494
"155",2020-12-22 19:40:00,7.494,7.494,7.494,7.444,7.444,7.444,7.444,7.494,7.444,7.544,7.444,7.469
"156",2020-12-22 19:50:00,7.469,7.469,7.494,7.444,7.419,7.419,7.419,7.494,7.444,7.519,7.444,7.444
"157",2020-12-22 20:00:00,7.469,7.444,7.469,7.419,7.393,7.419,7.419,7.469,7.419,7.519,7.419,7.444
"158",2020-12-22 20:10:00,7.444,7.444,7.444,7.393,7.393,7.393,7.393,7.444,7.393,7.494,7.393,7.419
"159",2020-12-22 20:20:00,7.444,7.419,7.444,7.393,7.368,7.368,7.368,7.444,7.393,7.469,7.368,7.393
"160",2020-12-22 20:30:00,7.419,7.393,7.419,7.368,7.343,7.368,7.368,7.419,7.368,7.469,7.368,7.393
"161",2020-12-22 20:40:00,7.393,7.393,7.393,7.343,7.343,7.343,7.343,7.393,7.343,7.444,7.343,7.368
"162",2020-12-22 20:50:00,7.368,7.368,7.368,7.318,7.318,7.318,7.318,7.393,7.343,7.419,7.318,7.343
"163",2020-12-22 21:00:00,7.343,7.343,7.343,7.293,7.293,7.293,7.293,7.343,7.293,7.393,7.293,7.318
"164",2020-12-22 21:10:00,7.318,7.293,7.318,7.268,7.242,7.268,7.268,7.318,7.268,7.368,7.268,7.293
"165",2020-12-22 21:20:00,7.293,7.268,7.293,7.242,7.242,7.242,7.242,7.293,7.242,7.343,7.242,7.268
"166",2020-12-22 21:30:00,7.268,7.242,7.268,7.217,7.192,7.217,7.217,7.268,7.217,7.318,7.217,7.242
"167",2020-12-22 21:40:00,7.242,7.242,7.242,7.192,7.192,7.192,7.192,7.242,7.217,7.293,7.192,7.217
"168",2020-12-22 21:50:00,7.242,7.242,7.242,7.192,7.167,7.192,7.192,7.242,7.192,7.293,7.192,7.217
"169",2020-12-22 22:00:00,7.242,7.217,7.242,7.192,7.167,7.192,7.192,7.242,7.192,7.268,7.192,7.192
"170",2020-12-22 22:10:00,7.217,7.192,7.217,7.167,7.142,7.167,7.167,7.217,7.167,7.268,7.167,7.192
"171",2020-12-22 22:20:00,7.192,7.167,7.192,7.142,7.142,7.142,7.142,7.192,7.142,7.242,7.142,7.167
"172",2020-12-22 22:30:00,7.167,7.142,7.167,7.091,7.091,7.091,7.091,7.167,7.116,7.192,7.091,7.116
"173",2020-12-22 22:40:00,7.116,7.116,7.116,7.066,7.066,7.066,7.066,7.142,7.091,7.167,7.066,7.091
"174",2020-12-22 22:50:00,7.091,7.091,7.091,7.041,7.041,7.041,7.041,7.091,7.041,7.142,7.041,7.066
"175",2020-12-22 23:00:00,7.066,7.066,7.066,7.015,7.015,7.015,7.015,7.066,7.041,7.116,7.015,7.041
"176",2020-12-22 23:10:00,7.041,7.041,7.041,6.99,6.99,6.99,6.99,7.041,6.99,7.091,6.99,7.015
"177",2020-12-22 23:20:00,7.041,7.015,7.041,6.99,6.965,6.99,6.99,7.041,6.99,7.091,6.99,7.015
"178",2020-12-22 23:30:00,7.015,7.015,7.041,6.965,6.965,6.965,6.965,7.041,6.99,7.066,6.965,6.99
"179",2020-12-22 23:40:00,7.015,7.015,7.041,6.965,6.965,6.965,6.965,7.041,6.99,7.066,6.965,6.99
"180",2020-12-22 23:50:00,7.041,7.015,7.041,6.99,6.965,6.99,6.99,7.041,6.99,7.091,6.99,6.99
"181",2020-12-23 00:00:00,7.041,7.041,7.041,6.99,6.99,6.99,6.99,7.041,6.99,7.091,6.99,7.015
"182",2020-12-23 00:10:00,7.066,7.041,7.066,7.015,6.99,7.015,7.015,7.066,7.015,7.116,7.015,7.041
"183",2020-12-23 00:20:00,7.066,7.066,7.066,7.041,7.015,7.015,7.015,7.091,7.041,7.116,7.041,7.041
"184",2020-12-23 00:30:00,7.091,7.066,7.091,7.041,7.041,7.041,7.041,7.091,7.041,7.142,7.041,7.066
"185",2020-12-23 00:40:00,7.091,7.091,7.091,7.041,7.041,7.041,7.041,7.116,7.066,7.142,7.041,7.066
"186",2020-12-23 00:50:00,7.116,7.091,7.116,7.066,7.041,7.066,7.066,7.116,7.066,7.167,7.041,7.091
"187",2020-12-23 01:00:00,7.116,7.091,7.116,7.066,7.041,7.066,7.066,7.116,7.066,7.167,7.066,7.091
"188",2020-12-23 01:10:00,7.116,7.091,7.116,7.066,7.041,7.066,7.066,7.116,7.066,7.167,7.066,7.091
"189",2020-12-23 01:20:00,7.116,7.091,7.116,7.066,7.041,7.066,7.066,7.116,7.066,7.167,7.066,7.091
"190",2020-12-23 01:30:00,7.116,7.091,7.116,7.066,7.041,7.066,7.066,7.116,7.066,7.167,7.066,7.091
"191",2020-12-23 01:40:00,7.116,7.091,7.116,7.066,7.041,7.066,7.066,7.116,7.066,7.167,7.066,7.091
"192",2020-12-23 01:50:00,7.116,7.116,7.116,7.066,7.066,7.066,7.066,7.142,7.066,7.167,7.066,7.091
"193",2020-12-23 02:00:00,7.116,7.116,7.142,7.066,7.066,7.066,7.066,7.142,7.091,7.167,7.066,7.091
"194",2020-12-23 02:10:00,7.142,7.116,7.142,7.091,7.066,7.091,7.091,7.142,7.091,7.192,7.091,7.116
"195",2020-12-23 02:20:00,7.142,7.142,7.142,7.091,7.091,7.091,7.091,7.142,7.091,7.192,7.091,7.116
"196",2020-12-23 02:30:00,7.167,7.142,7.167,7.116,7.091,7.116,7.116,7.167,7.116,7.217,7.116,7.142
"197",2020-12-23 02:40:00,7.192,7.167,7.192,7.142,7.116,7.142,7.142,7.192,7.142,7.242,7.142,7.142
"198",2020-12-23 02:50:00,7.192,7.192,7.192,7.142,7.142,7.142,7.142,7.192,7.142,7.242,7.142,7.167
"199",2020-12-23 03:00:00,7.217,7.192,7.217,7.167,7.142,7.167,7.167,7.217,7.167,7.268,7.167,7.192
"200",2020-12-23 03:10:00,7.242,7.242,7.242,7.192,7.167,7.192,7.192,7.242,7.192,7.293,7.192,7.217
"201",2020-12-23 03:20:00,7.268,7.268,7.268,7.242,7.217,7.242,7.242,7.293,7.242,7.318,7.217,7.242
"202",2020-12-23 03:30:00,7.343,7.318,7.343,7.293,7.268,7.293,7.293,7.343,7.293,7.393,7.293,7.293
"203",2020-12-23 03:40:00,7.419,7.419,7.419,7.368,7.343,7.368,7.368,7.419,7.368,7.469,7.368,7.393
"204",2020-12-23 03:50:00,7.519,7.519,7.519,7.469,7.444,7.469,7.469,7.519,7.494,7.569,7.469,7.494
"205",2020-12-23 04:00:00,7.645,7.645,7.645,7.594,7.569,7.594,7.594,7.645,7.594,7.695,7.594,7.619
"206",2020-12-23 04:10:00,7.745,7.745,7.745,7.695,7.695,7.695,7.695,7.745,7.72,7.795,7.695,7.72
"207",2020-12-23 04:20:00,7.845,7.845,7.845,7.795,7.77,7.795,7.795,7.845,7.795,7.895,7.795,7.82
"208",2020-12-23 04:30:00,7.895,7.895,7.895,7.845,7.845,7.845,7.845,7.895,7.845,7.945,7.845,7.87
"209",2020-12-23 04:40:00,7.92,7.895,7.92,7.87,7.845,7.87,7.87,7.92,7.87,7.97,7.87,7.895
"210",2020-12-23 04:50:00,7.895,7.895,7.895,7.845,7.845,7.845,7.845,7.895,7.845,7.945,7.845,7.87
"211",2020-12-23 05:00:00,7.87,7.845,7.87,7.82,7.795,7.795,7.82,7.87,7.82,7.92,7.82,7.845
"212",2020-12-23 05:10:00,7.82,7.795,7.82,7.745,7.745,7.745,7.745,7.82,7.77,7.87,7.745,7.77
"213",2020-12-23 05:20:00,7.745,7.72,7.745,7.67,7.67,7.67,7.695,7.745,7.695,7.77,7.695,7.695
"214",2020-12-23 05:30:00,7.645,7.645,7.645,7.594,7.594,7.594,7.594,7.645,7.594,7.695,7.594,7.619
"215",2020-12-23 05:40:00,7.569,7.544,7.569,7.519,7.494,7.519,7.519,7.569,7.544,7.619,7.519,7.544
"216",2020-12-23 05:50:00,7.519,7.519,7.544,7.469,7.469,7.469,7.469,7.544,7.494,7.569,7.469,7.494
"217",2020-12-23 06:00:00,7.494,7.494,7.494,7.444,7.444,7.444,7.444,7.494,7.444,7.544,7.444,7.469
"218",2020-12-23 06:10:00,7.494,7.469,7.494,7.444,7.419,7.419,7.444,7.494,7.444,7.519,7.444,7.444
"219",2020-12-23 06:20:00,7.494,7.469,7.494,7.444,7.419,7.444,7.444,7.494,7.444,7.544,7.444,7.444
"220",2020-12-23 06:30:00,7.519,7.494,7.519,7.469,7.444,7.444,7.444,7.519,7.469,7.544,7.444,7.469
"221",2020-12-23 06:40:00,7.519,7.519,7.519,7.494,7.469,7.469,7.469,7.519,7.469,7.569,7.469,7.494
"222",2020-12-23 06:50:00,7.519,7.494,7.519,7.494,7.469,7.469,7.469,7.519,7.469,7.569,7.469,7.494
