"Plot Title: 20444034"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444034, SEN S/N: 20444034, LBL: Celcius)","Coupler Detached (LGR S/N: 20444034)","Coupler Attached (LGR S/N: 20444034)","End Of File (LGR S/N: 20444034)"
122,02/07/21 12:10:00 PM,8.245,,,
123,02/07/21 12:20:00 PM,8.369,,,
124,02/07/21 12:30:00 PM,8.145,,,
125,02/07/21 12:40:00 PM,8.394,,,
126,02/07/21 12:50:00 PM,8.120,,,
127,02/07/21 01:00:00 PM,8.344,,,
128,02/07/21 01:10:00 PM,8.245,,,
129,02/07/21 01:20:00 PM,8.245,,,
130,02/07/21 01:30:00 PM,8.369,,,
131,02/07/21 01:40:00 PM,8.145,,,
132,02/07/21 01:50:00 PM,8.394,,,
133,02/07/21 02:00:00 PM,8.170,,,
134,02/07/21 02:10:00 PM,8.319,,,
135,02/07/21 02:20:00 PM,8.270,,,
136,02/07/21 02:30:00 PM,8.295,,,
137,02/07/21 02:40:00 PM,8.344,,,
138,02/07/21 02:50:00 PM,8.220,,,
139,02/07/21 03:00:00 PM,8.394,,,
140,02/07/21 03:10:00 PM,8.170,,,
141,02/07/21 03:20:00 PM,8.369,,,
142,02/07/21 03:30:00 PM,8.195,,,
143,02/07/21 03:40:00 PM,8.319,,,
144,02/07/21 03:50:00 PM,8.245,,,
145,02/07/21 04:00:00 PM,8.270,,,
146,02/07/21 04:10:00 PM,8.369,,,
147,02/07/21 04:20:00 PM,8.170,,,
148,02/07/21 04:30:00 PM,8.394,,,
149,02/07/21 04:40:00 PM,8.145,,,
150,02/07/21 04:50:00 PM,8.344,,,
151,02/07/21 05:00:00 PM,8.270,,,
152,02/07/21 05:10:00 PM,8.220,,,
153,02/07/21 05:20:00 PM,8.369,,,
154,02/07/21 05:30:00 PM,8.120,,,
155,02/07/21 05:40:00 PM,8.319,,,
156,02/07/21 05:50:00 PM,8.245,,,
157,02/07/21 06:00:00 PM,8.220,,,
158,02/07/21 06:10:00 PM,8.369,,,
159,02/07/21 06:20:00 PM,8.120,,,
160,02/07/21 06:30:00 PM,8.344,,,
161,02/07/21 06:40:00 PM,8.220,,,
162,02/07/21 06:50:00 PM,8.245,,,
163,02/07/21 07:00:00 PM,8.344,,,
164,02/07/21 07:10:00 PM,8.145,,,
165,02/07/21 07:20:00 PM,8.369,,,
166,02/07/21 07:30:00 PM,8.120,,,
167,02/07/21 07:40:00 PM,8.295,,,
168,02/07/21 07:50:00 PM,8.220,,,
169,02/07/21 08:00:00 PM,8.195,,,
170,02/07/21 08:10:00 PM,8.344,,,
171,02/07/21 08:20:00 PM,8.120,,,
172,02/07/21 08:30:00 PM,8.344,,,
173,02/07/21 08:40:00 PM,8.195,,,
174,02/07/21 08:50:00 PM,8.220,,,
175,02/07/21 09:00:00 PM,8.369,,,
176,02/07/21 09:10:00 PM,8.120,,,
177,02/07/21 09:20:00 PM,8.344,,,
178,02/07/21 09:30:00 PM,8.195,,,
179,02/07/21 09:40:00 PM,8.220,,,
180,02/07/21 09:50:00 PM,8.369,,,
181,02/07/21 10:00:00 PM,8.120,,,
182,02/07/21 10:10:00 PM,8.344,,,
183,02/07/21 10:20:00 PM,8.145,,,
184,02/07/21 10:30:00 PM,8.270,,,
185,02/07/21 10:40:00 PM,8.295,,,
186,02/07/21 10:50:00 PM,8.145,,,
187,02/07/21 11:00:00 PM,8.369,,,
188,02/07/21 11:10:00 PM,8.120,,,
189,02/07/21 11:20:00 PM,8.319,,,
190,02/07/21 11:30:00 PM,8.220,,,
191,02/07/21 11:40:00 PM,8.270,,,
192,02/07/21 11:50:00 PM,8.344,,,
193,02/08/21 12:00:00 AM,8.195,,,
194,02/08/21 12:10:00 AM,8.394,,,
195,02/08/21 12:20:00 AM,8.145,,,
196,02/08/21 12:30:00 AM,8.369,,,
197,02/08/21 12:40:00 AM,8.170,,,
198,02/08/21 12:50:00 AM,8.344,,,
199,02/08/21 01:00:00 AM,8.245,,,
200,02/08/21 01:10:00 AM,8.270,,,
201,02/08/21 01:20:00 AM,8.369,,,
202,02/08/21 01:30:00 AM,8.220,,,
203,02/08/21 01:40:00 AM,8.394,,,
204,02/08/21 01:50:00 AM,8.170,,,
205,02/08/21 02:00:00 AM,8.394,,,
206,02/08/21 02:10:00 AM,8.170,,,
207,02/08/21 02:20:00 AM,8.369,,,
208,02/08/21 02:30:00 AM,8.220,,,
209,02/08/21 02:40:00 AM,8.295,,,
210,02/08/21 02:50:00 AM,8.319,,,
211,02/08/21 03:00:00 AM,8.270,,,
212,02/08/21 03:10:00 AM,8.394,,,
213,02/08/21 03:20:00 AM,8.195,,,
214,02/08/21 03:30:00 AM,8.394,,,
215,02/08/21 03:40:00 AM,8.145,,,
216,02/08/21 03:50:00 AM,8.369,,,
217,02/08/21 04:00:00 AM,8.195,,,
218,02/08/21 04:10:00 AM,8.319,,,
219,02/08/21 04:20:00 AM,8.295,,,
220,02/08/21 04:30:00 AM,8.220,,,
221,02/08/21 04:40:00 AM,8.394,,,
222,02/08/21 04:50:00 AM,8.170,,,
223,02/08/21 05:00:00 AM,8.369,,,
224,02/08/21 05:10:00 AM,8.170,,,
225,02/08/21 05:20:00 AM,8.319,,,
226,02/08/21 05:30:00 AM,8.270,,,
227,02/08/21 05:40:00 AM,8.220,,,
228,02/08/21 05:50:00 AM,8.494,,,
229,02/08/21 06:00:00 AM,9.040,,,
230,02/08/21 06:10:00 AM,8.817,,,
231,02/08/21 06:20:00 AM,8.965,,,
232,02/08/21 06:30:00 AM,8.941,,,
233,02/08/21 06:40:00 AM,8.841,,,
234,02/08/21 06:50:00 AM,9.064,,,
235,02/08/21 07:00:00 AM,8.817,,,
236,02/08/21 07:10:00 AM,8.965,,,
237,02/08/21 07:20:00 AM,8.990,,,
238,02/08/21 07:30:00 AM,8.817,,,
239,02/08/21 07:40:00 AM,9.040,,,
240,02/08/21 07:50:00 AM,8.866,,,
241,02/08/21 08:00:00 AM,8.916,,,
242,02/08/21 08:10:00 AM,9.040,,,
243,02/08/21 08:20:00 AM,8.817,,,
244,02/08/21 08:30:00 AM,9.015,,,
245,02/08/21 08:40:00 AM,8.916,,,
246,02/08/21 08:50:00 AM,8.866,,,
247,02/08/21 09:00:00 AM,9.064,,,
248,02/08/21 09:10:00 AM,8.817,,,
249,02/08/21 09:20:00 AM,8.990,,,
250,02/08/21 09:30:00 AM,8.965,,,
251,02/08/21 09:40:00 AM,8.866,,,
252,02/08/21 09:50:00 AM,9.064,,,
253,02/08/21 10:00:00 AM,8.841,,,
254,02/08/21 10:10:00 AM,8.990,,,
255,02/08/21 10:20:00 AM,8.965,,,
256,02/08/21 10:30:00 AM,8.866,,,
257,02/08/21 10:40:00 AM,9.089,,,
258,02/08/21 10:50:00 AM,8.841,,,
259,02/08/21 11:00:00 AM,9.040,,,
260,02/08/21 11:10:00 AM,8.941,,,
261,02/08/21 11:20:00 AM,8.916,,,
262,02/08/21 11:30:00 AM,9.064,,,
263,02/08/21 11:40:00 AM,8.817,,,
264,02/08/21 11:50:00 AM,9.040,,,
265,02/08/21 12:00:00 PM,8.866,,,
266,02/08/21 12:10:00 PM,8.965,,,
267,02/08/21 12:20:00 PM,9.015,,,
268,02/08/21 12:30:00 PM,8.841,,,
269,02/08/21 12:40:00 PM,9.064,,,
270,02/08/21 12:50:00 PM,8.866,,,
271,02/08/21 01:00:00 PM,8.990,,,
272,02/08/21 01:10:00 PM,9.015,,,
273,02/08/21 01:20:00 PM,8.841,,,
274,02/08/21 01:30:00 PM,9.064,,,
275,02/08/21 01:40:00 PM,8.866,,,
276,02/08/21 01:50:00 PM,8.965,,,
277,02/08/21 02:00:00 PM,9.040,,,
278,02/08/21 02:10:00 PM,8.866,,,
279,02/08/21 02:20:00 PM,9.064,,,
280,02/08/21 02:30:00 PM,8.841,,,
281,02/08/21 02:40:00 PM,9.015,,,
282,02/08/21 02:50:00 PM,8.965,,,
283,02/08/21 03:00:00 PM,8.916,,,
284,02/08/21 03:10:00 PM,9.064,,,
285,02/08/21 03:20:00 PM,8.817,,,
286,02/08/21 03:30:00 PM,9.040,,,
287,02/08/21 03:40:00 PM,8.916,,,
288,02/08/21 03:50:00 PM,8.941,,,
289,02/08/21 04:00:00 PM,9.064,,,
290,02/08/21 04:10:00 PM,8.817,,,
291,02/08/21 04:20:00 PM,9.040,,,
292,02/08/21 04:30:00 PM,8.866,,,
293,02/08/21 04:40:00 PM,8.916,,,
294,02/08/21 04:50:00 PM,9.040,,,
295,02/08/21 05:00:00 PM,8.817,,,
296,02/08/21 05:10:00 PM,9.040,,,
297,02/08/21 05:20:00 PM,8.891,,,
298,02/08/21 05:30:00 PM,8.941,,,
299,02/08/21 05:40:00 PM,9.040,,,
300,02/08/21 05:50:00 PM,8.792,,,
301,02/08/21 06:00:00 PM,9.040,,,
302,02/08/21 06:10:00 PM,8.841,,,
303,02/08/21 06:20:00 PM,8.916,,,
304,02/08/21 06:30:00 PM,9.015,,,
305,02/08/21 06:40:00 PM,8.792,,,
306,02/08/21 06:50:00 PM,9.015,,,
307,02/08/21 07:00:00 PM,8.866,,,
308,02/08/21 07:10:00 PM,8.891,,,
309,02/08/21 07:20:00 PM,9.015,,,
310,02/08/21 07:30:00 PM,8.792,,,
311,02/08/21 07:40:00 PM,9.015,,,
312,02/08/21 07:50:00 PM,8.866,,,
313,02/08/21 08:00:00 PM,8.866,,,
314,02/08/21 08:10:00 PM,9.015,,,
315,02/08/21 08:20:00 PM,8.792,,,
316,02/08/21 08:30:00 PM,8.965,,,
317,02/08/21 08:40:00 PM,8.916,,,
318,02/08/21 08:50:00 PM,8.817,,,
319,02/08/21 09:00:00 PM,9.040,,,
320,02/08/21 09:10:00 PM,8.817,,,
321,02/08/21 09:20:00 PM,8.941,,,
322,02/08/21 09:30:00 PM,8.990,,,
323,02/08/21 09:40:00 PM,8.767,,,
324,02/08/21 09:50:00 PM,8.990,,,
325,02/08/21 10:00:00 PM,8.866,,,
326,02/08/21 10:10:00 PM,8.866,,,
327,02/08/21 10:20:00 PM,9.015,,,
328,02/08/21 10:30:00 PM,8.792,,,
329,02/08/21 10:40:00 PM,8.990,,,
330,02/08/21 10:50:00 PM,8.916,,,
331,02/08/21 11:00:00 PM,8.841,,,
332,02/08/21 11:10:00 PM,9.040,,,
333,02/08/21 11:20:00 PM,8.841,,,
334,02/08/21 11:30:00 PM,8.916,,,
335,02/08/21 11:40:00 PM,8.990,,,
336,02/08/21 11:50:00 PM,8.792,,,
337,02/09/21 12:00:00 AM,9.040,,,
338,02/09/21 12:10:00 AM,8.841,,,
339,02/09/21 12:20:00 AM,8.916,,,
340,02/09/21 12:30:00 AM,9.015,,,
341,02/09/21 12:40:00 AM,8.792,,,
342,02/09/21 12:50:00 AM,9.015,,,
343,02/09/21 01:00:00 AM,8.891,,,
344,02/09/21 01:10:00 AM,8.891,,,
345,02/09/21 01:20:00 AM,9.040,,,
346,02/09/21 01:30:00 AM,8.817,,,
347,02/09/21 01:40:00 AM,8.990,,,
348,02/09/21 01:50:00 AM,8.916,,,
349,02/09/21 02:00:00 AM,8.866,,,
350,02/09/21 02:10:00 AM,9.064,,,
351,02/09/21 02:20:00 AM,8.841,,,
352,02/09/21 02:30:00 AM,8.990,,,
353,02/09/21 02:40:00 AM,8.990,,,
354,02/09/21 02:50:00 AM,8.891,,,
355,02/09/21 03:00:00 AM,9.064,,,
356,02/09/21 03:10:00 AM,8.841,,,
357,02/09/21 03:20:00 AM,9.015,,,
358,02/09/21 03:30:00 AM,8.990,,,
359,02/09/21 03:40:00 AM,8.891,,,
360,02/09/21 03:50:00 AM,9.064,,,
361,02/09/21 04:00:00 AM,8.817,,,
362,02/09/21 04:10:00 AM,9.040,,,
363,02/09/21 04:20:00 AM,8.941,,,
364,02/09/21 04:30:00 AM,8.916,,,
365,02/09/21 04:40:00 AM,9.089,,,
366,02/09/21 04:50:00 AM,8.817,,,
367,02/09/21 05:00:00 AM,9.040,,,
368,02/09/21 05:10:00 AM,8.841,,,
369,02/09/21 05:20:00 AM,8.965,,,
370,02/09/21 05:30:00 AM,9.015,,,
371,02/09/21 05:40:00 AM,8.817,,,
372,02/09/21 05:50:00 AM,9.064,,,
373,02/09/21 06:00:00 AM,8.841,,,
374,02/09/21 06:10:00 AM,8.990,,,
375,02/09/21 06:20:00 AM,8.965,,,
376,02/09/21 06:30:00 AM,8.841,,,
377,02/09/21 06:40:00 AM,9.064,,,
378,02/09/21 06:50:00 AM,8.817,,,
379,02/09/21 07:00:00 AM,8.965,,,
380,02/09/21 07:10:00 AM,8.965,,,
381,02/09/21 07:20:00 AM,8.841,,,
382,02/09/21 07:30:00 AM,9.064,,,
383,02/09/21 07:40:00 AM,8.817,,,
384,02/09/21 07:50:00 AM,8.941,,,
385,02/09/21 08:00:00 AM,8.990,,,
386,02/09/21 08:10:00 AM,8.792,,,
387,02/09/21 08:20:00 AM,9.040,,,
388,02/09/21 08:30:00 AM,8.866,,,
389,02/09/21 08:40:00 AM,8.916,,,
390,02/09/21 08:50:00 AM,9.040,,,
391,02/09/21 09:00:00 AM,8.817,,,
392,02/09/21 09:10:00 AM,9.040,,,
393,02/09/21 09:20:00 AM,8.866,,,
394,02/09/21 09:30:00 AM,8.891,,,
395,02/09/21 09:40:00 AM,9.015,,,
396,02/09/21 09:50:00 AM,8.792,,,
397,02/09/21 10:00:00 AM,8.990,,,
398,02/09/21 10:10:00 AM,8.916,,,
399,02/09/21 10:20:00 AM,8.866,,,
400,02/09/21 10:30:00 AM,9.040,,,
401,02/09/21 10:40:00 AM,8.792,,,
402,02/09/21 10:50:00 AM,8.990,,,
403,02/09/21 11:00:00 AM,8.916,,,
404,02/09/21 11:10:00 AM,8.817,,,
405,02/09/21 11:20:00 AM,9.040,,,
406,02/09/21 11:30:00 AM,8.841,,,
407,02/09/21 11:40:00 AM,8.941,,,
408,02/09/21 11:50:00 AM,8.965,,,
409,02/09/21 12:00:00 PM,8.792,,,
410,02/09/21 12:10:00 PM,9.040,,,
411,02/09/21 12:20:00 PM,8.792,,,
412,02/09/21 12:30:00 PM,8.941,,,
413,02/09/21 12:40:00 PM,8.990,,,
414,02/09/21 12:50:00 PM,8.792,,,
415,02/09/21 01:00:00 PM,9.015,,,
416,02/09/21 01:10:00 PM,8.916,,,
417,02/09/21 01:20:00 PM,8.841,,,
418,02/09/21 01:30:00 PM,9.040,,,
419,02/09/21 01:40:00 PM,8.792,,,
420,02/09/21 01:50:00 PM,8.965,,,
421,02/09/21 02:00:00 PM,8.941,,,
422,02/09/21 02:10:00 PM,8.817,,,
423,02/09/21 02:20:00 PM,9.040,,,
424,02/09/21 02:30:00 PM,8.841,,,
425,02/09/21 02:40:00 PM,8.941,,,
426,02/09/21 02:50:00 PM,8.965,,,
427,02/09/21 03:00:00 PM,8.817,,,
428,02/09/21 03:10:00 PM,9.064,,,
429,02/09/21 03:20:00 PM,8.817,,,
430,02/09/21 03:30:00 PM,8.965,,,
431,02/09/21 03:40:00 PM,8.965,,,
432,02/09/21 03:50:00 PM,8.841,,,
433,02/09/21 04:00:00 PM,9.040,,,
434,02/09/21 04:10:00 PM,8.841,,,
435,02/09/21 04:20:00 PM,8.916,,,
436,02/09/21 04:30:00 PM,9.015,,,
437,02/09/21 04:40:00 PM,8.792,,,
438,02/09/21 04:50:00 PM,9.015,,,
439,02/09/21 05:00:00 PM,8.866,,,
440,02/09/21 05:10:00 PM,8.916,,,
441,02/09/21 05:20:00 PM,9.015,,,
442,02/09/21 05:30:00 PM,8.792,,,
443,02/09/21 05:40:00 PM,9.015,,,
444,02/09/21 05:50:00 PM,8.866,,,
445,02/09/21 06:00:00 PM,8.866,,,
446,02/09/21 06:10:00 PM,9.040,,,
447,02/09/21 06:20:00 PM,8.767,,,
448,02/09/21 06:30:00 PM,8.990,,,
449,02/09/21 06:40:00 PM,8.916,,,
450,02/09/21 06:50:00 PM,8.817,,,
451,02/09/21 07:00:00 PM,9.040,,,
452,02/09/21 07:10:00 PM,8.792,,,
453,02/09/21 07:20:00 PM,8.941,,,
454,02/09/21 07:30:00 PM,8.941,,,
455,02/09/21 07:40:00 PM,8.792,,,
456,02/09/21 07:50:00 PM,9.040,,,
457,02/09/21 08:00:00 PM,8.841,,,
458,02/09/21 08:10:00 PM,8.916,,,
459,02/09/21 08:20:00 PM,8.965,,,
460,02/09/21 08:30:00 PM,8.767,,,
461,02/09/21 08:40:00 PM,9.015,,,
462,02/09/21 08:50:00 PM,8.866,,,
463,02/09/21 09:00:00 PM,8.841,,,
464,02/09/21 09:10:00 PM,8.990,,,
465,02/09/21 09:20:00 PM,8.792,,,
466,02/09/21 09:30:00 PM,8.965,,,
467,02/09/21 09:40:00 PM,8.891,,,
468,02/09/21 09:50:00 PM,8.841,,,
469,02/09/21 10:00:00 PM,9.015,,,
470,02/09/21 10:10:00 PM,8.767,,,
471,02/09/21 10:20:00 PM,8.990,,,
472,02/09/21 10:30:00 PM,8.866,,,
473,02/09/21 10:40:00 PM,8.817,,,
474,02/09/21 10:50:00 PM,9.015,,,
475,02/09/21 11:00:00 PM,8.792,,,
476,02/09/21 11:10:00 PM,8.916,,,
477,02/09/21 11:20:00 PM,8.916,,,
478,02/09/21 11:30:00 PM,8.792,,,
479,02/09/21 11:40:00 PM,9.015,,,
480,02/09/21 11:50:00 PM,8.817,,,
481,02/10/21 12:00:00 AM,8.891,,,
482,02/10/21 12:10:00 AM,8.965,,,
483,02/10/21 12:20:00 AM,8.742,,,
484,02/10/21 12:30:00 AM,8.990,,,
485,02/10/21 12:40:00 AM,8.841,,,
486,02/10/21 12:50:00 AM,8.841,,,
487,02/10/21 01:00:00 AM,9.015,,,
488,02/10/21 01:10:00 AM,8.792,,,
489,02/10/21 01:20:00 AM,8.965,,,
490,02/10/21 01:30:00 AM,8.891,,,
491,02/10/21 01:40:00 AM,8.792,,,
492,02/10/21 01:50:00 AM,9.015,,,
493,02/10/21 02:00:00 AM,8.792,,,
494,02/10/21 02:10:00 AM,8.916,,,
495,02/10/21 02:20:00 AM,8.965,,,
496,02/10/21 02:30:00 AM,8.792,,,
497,02/10/21 02:40:00 AM,9.015,,,
498,02/10/21 02:50:00 AM,8.866,,,
499,02/10/21 03:00:00 AM,8.891,,,
500,02/10/21 03:10:00 AM,9.040,,,
501,02/10/21 03:20:00 AM,8.792,,,
502,02/10/21 03:30:00 AM,9.015,,,
503,02/10/21 03:40:00 AM,8.916,,,
504,02/10/21 03:50:00 AM,8.866,,,
505,02/10/21 04:00:00 AM,9.064,,,
506,02/10/21 04:10:00 AM,8.817,,,
507,02/10/21 04:20:00 AM,9.015,,,
508,02/10/21 04:30:00 AM,8.916,,,
509,02/10/21 04:40:00 AM,8.916,,,
510,02/10/21 04:50:00 AM,9.040,,,
511,02/10/21 05:00:00 AM,8.841,,,
512,02/10/21 05:10:00 AM,9.064,,,
513,02/10/21 05:20:00 AM,8.841,,,
514,02/10/21 05:30:00 AM,8.965,,,
515,02/10/21 05:40:00 AM,8.990,,,
516,02/10/21 05:50:00 AM,8.817,,,
517,02/10/21 06:00:00 AM,9.064,,,
518,02/10/21 06:10:00 AM,8.841,,,
519,02/10/21 06:20:00 AM,8.965,,,
520,02/10/21 06:30:00 AM,8.990,,,
521,02/10/21 06:40:00 AM,8.817,,,
522,02/10/21 06:50:00 AM,9.040,,,
523,02/10/21 07:00:00 AM,8.891,,,
524,02/10/21 07:10:00 AM,8.891,,,
525,02/10/21 07:20:00 AM,9.040,,,
526,02/10/21 07:30:00 AM,8.792,,,
527,02/10/21 07:40:00 AM,9.015,,,
528,02/10/21 07:50:00 AM,8.891,,,
529,02/10/21 08:00:00 AM,8.866,,,
530,02/10/21 08:10:00 AM,9.040,,,
531,02/10/21 08:20:00 AM,8.792,,,
532,02/10/21 08:30:00 AM,9.040,,,
533,02/10/21 08:40:00 AM,8.866,,,
534,02/10/21 08:50:00 AM,8.891,,,
535,02/10/21 09:00:00 AM,9.015,,,
536,02/10/21 09:10:00 AM,8.792,,,
537,02/10/21 09:20:00 AM,9.040,,,
538,02/10/21 09:30:00 AM,8.866,,,
539,02/10/21 09:40:00 AM,8.891,,,
540,02/10/21 09:50:00 AM,9.040,,,
541,02/10/21 10:00:00 AM,8.792,,,
542,02/10/21 10:10:00 AM,9.040,,,
543,02/10/21 10:20:00 AM,8.866,,,
544,02/10/21 10:30:00 AM,8.916,,,
545,02/10/21 10:40:00 AM,9.015,,,
546,02/10/21 10:50:00 AM,8.792,,,
547,02/10/21 11:00:00 AM,9.040,,,
548,02/10/21 11:10:00 AM,8.866,,,
549,02/10/21 11:20:00 AM,8.990,,,
550,02/10/21 11:30:00 AM,8.941,,,
551,02/10/21 11:40:00 AM,8.866,,,
552,02/10/21 11:50:00 AM,9.089,,,
553,02/10/21 12:00:00 PM,8.841,,,
554,02/10/21 12:10:00 PM,9.040,,,
555,02/10/21 12:20:00 PM,8.941,,,
556,02/10/21 12:30:00 PM,8.941,,,
557,02/10/21 12:40:00 PM,9.064,,,
558,02/10/21 12:50:00 PM,8.817,,,
559,02/10/21 01:00:00 PM,9.064,,,
560,02/10/21 01:10:00 PM,8.891,,,
561,02/10/21 01:20:00 PM,8.965,,,
562,02/10/21 01:30:00 PM,9.015,,,
563,02/10/21 01:40:00 PM,8.866,,,
564,02/10/21 01:50:00 PM,9.089,,,
565,02/10/21 02:00:00 PM,8.817,,,
566,02/10/21 02:10:00 PM,9.040,,,
567,02/10/21 02:20:00 PM,8.916,,,
568,02/10/21 02:30:00 PM,8.941,,,
569,02/10/21 02:40:00 PM,9.064,,,
570,02/10/21 02:50:00 PM,8.866,,,
571,02/10/21 03:00:00 PM,9.089,,,
572,02/10/21 03:10:00 PM,8.841,,,
