"Plot Title: 20987160"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20987160, SEN S/N: 20987160)","Coupler Detached (LGR S/N: 20987160)","Coupler Attached (LGR S/N: 20987160)","Stopped (LGR S/N: 20987160)","End Of File (LGR S/N: 20987160)"
91,01/17/21 01:00:00 AM,8.792,,,,
92,01/17/21 01:10:00 AM,8.792,,,,
93,01/17/21 01:20:00 AM,8.767,,,,
94,01/17/21 01:30:00 AM,8.742,,,,
95,01/17/21 01:40:00 AM,8.742,,,,
96,01/17/21 01:50:00 AM,8.717,,,,
97,01/17/21 02:00:00 AM,8.693,,,,
98,01/17/21 02:10:00 AM,8.693,,,,
99,01/17/21 02:20:00 AM,8.668,,,,
100,01/17/21 02:30:00 AM,8.668,,,,
101,01/17/21 02:40:00 AM,8.668,,,,
102,01/17/21 02:50:00 AM,8.643,,,,
103,01/17/21 03:00:00 AM,8.643,,,,
104,01/17/21 03:10:00 AM,8.643,,,,
105,01/17/21 03:20:00 AM,8.643,,,,
106,01/17/21 03:30:00 AM,8.643,,,,
107,01/17/21 03:40:00 AM,8.643,,,,
108,01/17/21 03:50:00 AM,8.643,,,,
109,01/17/21 04:00:00 AM,8.643,,,,
110,01/17/21 04:10:00 AM,8.643,,,,
111,01/17/21 04:20:00 AM,8.668,,,,
112,01/17/21 04:30:00 AM,8.693,,,,
113,01/17/21 04:40:00 AM,8.717,,,,
114,01/17/21 04:50:00 AM,8.742,,,,
115,01/17/21 05:00:00 AM,8.767,,,,
116,01/17/21 05:10:00 AM,8.817,,,,
117,01/17/21 05:20:00 AM,8.841,,,,
118,01/17/21 05:30:00 AM,8.891,,,,
119,01/17/21 05:40:00 AM,8.916,,,,
120,01/17/21 05:50:00 AM,8.965,,,,
121,01/17/21 06:00:00 AM,8.990,,,,
122,01/17/21 06:10:00 AM,9.040,,,,
123,01/17/21 06:20:00 AM,9.064,,,,
124,01/17/21 06:30:00 AM,9.089,,,,
125,01/17/21 06:40:00 AM,9.139,,,,
126,01/17/21 06:50:00 AM,9.163,,,,
127,01/17/21 07:00:00 AM,9.188,,,,
128,01/17/21 07:10:00 AM,9.213,,,,
129,01/17/21 07:20:00 AM,9.238,,,,
130,01/17/21 07:30:00 AM,9.287,,,,
131,01/17/21 07:40:00 AM,9.287,,,,
132,01/17/21 07:50:00 AM,9.238,,,,
133,01/17/21 08:00:00 AM,9.188,,,,
134,01/17/21 08:10:00 AM,9.163,,,,
135,01/17/21 08:20:00 AM,9.139,,,,
136,01/17/21 08:30:00 AM,9.089,,,,
137,01/17/21 08:40:00 AM,9.089,,,,
138,01/17/21 08:50:00 AM,9.064,,,,
139,01/17/21 09:00:00 AM,9.040,,,,
140,01/17/21 09:10:00 AM,9.015,,,,
141,01/17/21 09:20:00 AM,8.990,,,,
142,01/17/21 09:30:00 AM,8.990,,,,
143,01/17/21 09:40:00 AM,8.941,,,,
144,01/17/21 09:50:00 AM,8.941,,,,
145,01/17/21 10:00:00 AM,8.941,,,,
146,01/17/21 10:10:00 AM,8.965,,,,
147,01/17/21 10:20:00 AM,9.015,,,,
148,01/17/21 10:30:00 AM,9.040,,,,
149,01/17/21 10:40:00 AM,9.064,,,,
150,01/17/21 10:50:00 AM,9.089,,,,
151,01/17/21 11:00:00 AM,9.089,,,,
152,01/17/21 11:10:00 AM,9.114,,,,
153,01/17/21 11:20:00 AM,9.114,,,,
154,01/17/21 11:30:00 AM,9.139,,,,
155,01/17/21 11:40:00 AM,9.139,,,,
156,01/17/21 11:50:00 AM,9.139,,,,
157,01/17/21 12:00:00 PM,9.139,,,,
158,01/17/21 12:10:00 PM,9.139,,,,
159,01/17/21 12:20:00 PM,9.139,,,,
160,01/17/21 12:30:00 PM,9.139,,,,
161,01/17/21 12:40:00 PM,9.114,,,,
162,01/17/21 12:50:00 PM,9.114,,,,
163,01/17/21 01:00:00 PM,9.089,,,,
164,01/17/21 01:10:00 PM,9.064,,,,
165,01/17/21 01:20:00 PM,9.064,,,,
166,01/17/21 01:30:00 PM,9.064,,,,
167,01/17/21 01:40:00 PM,9.040,,,,
168,01/17/21 01:50:00 PM,9.040,,,,
169,01/17/21 02:00:00 PM,9.040,,,,
170,01/17/21 02:10:00 PM,9.015,,,,
171,01/17/21 02:20:00 PM,9.015,,,,
172,01/17/21 02:30:00 PM,8.990,,,,
173,01/17/21 02:40:00 PM,8.990,,,,
174,01/17/21 02:50:00 PM,8.990,,,,
175,01/17/21 03:00:00 PM,8.965,,,,
176,01/17/21 03:10:00 PM,8.965,,,,
177,01/17/21 03:20:00 PM,8.965,,,,
178,01/17/21 03:30:00 PM,8.965,,,,
179,01/17/21 03:40:00 PM,8.941,,,,
180,01/17/21 03:50:00 PM,8.941,,,,
181,01/17/21 04:00:00 PM,8.941,,,,
182,01/17/21 04:10:00 PM,8.941,,,,
183,01/17/21 04:20:00 PM,8.941,,,,
184,01/17/21 04:30:00 PM,8.941,,,,
185,01/17/21 04:40:00 PM,8.916,,,,
186,01/17/21 04:50:00 PM,8.916,,,,
187,01/17/21 05:00:00 PM,8.916,,,,
188,01/17/21 05:10:00 PM,8.891,,,,
189,01/17/21 05:20:00 PM,8.891,,,,
190,01/17/21 05:30:00 PM,8.891,,,,
191,01/17/21 05:40:00 PM,8.891,,,,
192,01/17/21 05:50:00 PM,8.916,,,,
193,01/17/21 06:00:00 PM,8.916,,,,
194,01/17/21 06:10:00 PM,8.941,,,,
195,01/17/21 06:20:00 PM,8.941,,,,
196,01/17/21 06:30:00 PM,8.965,,,,
197,01/17/21 06:40:00 PM,8.965,,,,
198,01/17/21 06:50:00 PM,8.990,,,,
199,01/17/21 07:00:00 PM,8.990,,,,
200,01/17/21 07:10:00 PM,9.015,,,,
201,01/17/21 07:20:00 PM,9.040,,,,
202,01/17/21 07:30:00 PM,9.040,,,,
203,01/17/21 07:40:00 PM,9.064,,,,
204,01/17/21 07:50:00 PM,9.064,,,,
205,01/17/21 08:00:00 PM,9.064,,,,
206,01/17/21 08:10:00 PM,9.089,,,,
207,01/17/21 08:20:00 PM,9.089,,,,
208,01/17/21 08:30:00 PM,9.114,,,,
209,01/17/21 08:40:00 PM,9.114,,,,
210,01/17/21 08:50:00 PM,9.114,,,,
211,01/17/21 09:00:00 PM,9.139,,,,
212,01/17/21 09:10:00 PM,9.139,,,,
213,01/17/21 09:20:00 PM,9.139,,,,
214,01/17/21 09:30:00 PM,9.163,,,,
215,01/17/21 09:40:00 PM,9.163,,,,
216,01/17/21 09:50:00 PM,9.163,,,,
217,01/17/21 10:00:00 PM,9.188,,,,
218,01/17/21 10:10:00 PM,9.188,,,,
219,01/17/21 10:20:00 PM,9.163,,,,
220,01/17/21 10:30:00 PM,9.163,,,,
221,01/17/21 10:40:00 PM,9.139,,,,
222,01/17/21 10:50:00 PM,9.139,,,,
223,01/17/21 11:00:00 PM,9.114,,,,
224,01/17/21 11:10:00 PM,9.089,,,,
225,01/17/21 11:20:00 PM,9.064,,,,
226,01/17/21 11:30:00 PM,9.040,,,,
227,01/17/21 11:40:00 PM,9.015,,,,
228,01/17/21 11:50:00 PM,8.965,,,,
229,01/18/21 12:00:00 AM,8.941,,,,
230,01/18/21 12:10:00 AM,8.941,,,,
231,01/18/21 12:20:00 AM,8.916,,,,
232,01/18/21 12:30:00 AM,8.891,,,,
233,01/18/21 12:40:00 AM,8.866,,,,
234,01/18/21 12:50:00 AM,8.841,,,,
235,01/18/21 01:00:00 AM,8.841,,,,
236,01/18/21 01:10:00 AM,8.817,,,,
237,01/18/21 01:20:00 AM,8.792,,,,
238,01/18/21 01:30:00 AM,8.792,,,,
239,01/18/21 01:40:00 AM,8.767,,,,
240,01/18/21 01:50:00 AM,8.767,,,,
241,01/18/21 02:00:00 AM,8.742,,,,
242,01/18/21 02:10:00 AM,8.742,,,,
243,01/18/21 02:20:00 AM,8.742,,,,
244,01/18/21 02:30:00 AM,8.717,,,,
245,01/18/21 02:40:00 AM,8.717,,,,
246,01/18/21 02:50:00 AM,8.693,,,,
247,01/18/21 03:00:00 AM,8.693,,,,
248,01/18/21 03:10:00 AM,8.693,,,,
249,01/18/21 03:20:00 AM,8.693,,,,
250,01/18/21 03:30:00 AM,8.693,,,,
251,01/18/21 03:40:00 AM,8.693,,,,
252,01/18/21 03:50:00 AM,8.693,,,,
253,01/18/21 04:00:00 AM,8.693,,,,
254,01/18/21 04:10:00 AM,8.693,,,,
255,01/18/21 04:20:00 AM,8.693,,,,
256,01/18/21 04:30:00 AM,8.693,,,,
257,01/18/21 04:40:00 AM,8.693,,,,
258,01/18/21 04:50:00 AM,8.693,,,,
259,01/18/21 05:00:00 AM,8.693,,,,
260,01/18/21 05:10:00 AM,8.717,,,,
261,01/18/21 05:20:00 AM,8.717,,,,
262,01/18/21 05:30:00 AM,8.742,,,,
263,01/18/21 05:40:00 AM,8.767,,,,
264,01/18/21 05:50:00 AM,8.792,,,,
265,01/18/21 06:00:00 AM,8.792,,,,
266,01/18/21 06:10:00 AM,8.841,,,,
267,01/18/21 06:20:00 AM,8.841,,,,
268,01/18/21 06:30:00 AM,8.866,,,,
269,01/18/21 06:40:00 AM,8.891,,,,
270,01/18/21 06:50:00 AM,8.891,,,,
271,01/18/21 07:00:00 AM,8.841,,,,
272,01/18/21 07:10:00 AM,8.792,,,,
273,01/18/21 07:20:00 AM,8.767,,,,
274,01/18/21 07:30:00 AM,8.742,,,,
275,01/18/21 07:40:00 AM,8.717,,,,
276,01/18/21 07:50:00 AM,8.717,,,,
277,01/18/21 08:00:00 AM,8.717,,,,
278,01/18/21 08:10:00 AM,8.742,,,,
279,01/18/21 08:20:00 AM,8.742,,,,
280,01/18/21 08:30:00 AM,8.717,,,,
281,01/18/21 08:40:00 AM,8.717,,,,
282,01/18/21 08:50:00 AM,8.717,,,,
283,01/18/21 09:00:00 AM,8.717,,,,
284,01/18/21 09:10:00 AM,8.742,,,,
285,01/18/21 09:20:00 AM,8.717,,,,
286,01/18/21 09:30:00 AM,8.717,,,,
287,01/18/21 09:40:00 AM,8.742,,,,
288,01/18/21 09:50:00 AM,8.742,,,,
289,01/18/21 10:00:00 AM,8.742,,,,
290,01/18/21 10:10:00 AM,8.742,,,,
291,01/18/21 10:20:00 AM,8.767,,,,
292,01/18/21 10:30:00 AM,8.767,,,,
293,01/18/21 10:40:00 AM,8.792,,,,
294,01/18/21 10:50:00 AM,8.792,,,,
295,01/18/21 11:00:00 AM,8.792,,,,
296,01/18/21 11:10:00 AM,8.792,,,,
297,01/18/21 11:20:00 AM,8.767,,,,
298,01/18/21 11:30:00 AM,8.767,,,,
299,01/18/21 11:40:00 AM,8.742,,,,
300,01/18/21 11:50:00 AM,8.742,,,,
301,01/18/21 12:00:00 PM,8.717,,,,
302,01/18/21 12:10:00 PM,8.693,,,,
303,01/18/21 12:20:00 PM,8.693,,,,
304,01/18/21 12:30:00 PM,8.668,,,,
305,01/18/21 12:40:00 PM,8.643,,,,
306,01/18/21 12:50:00 PM,8.643,,,,
307,01/18/21 01:00:00 PM,8.618,,,,
308,01/18/21 01:10:00 PM,8.593,,,,
309,01/18/21 01:20:00 PM,8.568,,,,
310,01/18/21 01:30:00 PM,8.543,,,,
311,01/18/21 01:40:00 PM,8.543,,,,
312,01/18/21 01:50:00 PM,8.543,,,,
313,01/18/21 02:00:00 PM,8.519,,,,
314,01/18/21 02:10:00 PM,8.519,,,,
315,01/18/21 02:20:00 PM,8.519,,,,
316,01/18/21 02:30:00 PM,8.494,,,,
317,01/18/21 02:40:00 PM,8.494,,,,
318,01/18/21 02:50:00 PM,8.469,,,,
319,01/18/21 03:00:00 PM,8.444,,,,
320,01/18/21 03:10:00 PM,8.444,,,,
321,01/18/21 03:20:00 PM,8.419,,,,
322,01/18/21 03:30:00 PM,8.394,,,,
323,01/18/21 03:40:00 PM,8.394,,,,
324,01/18/21 03:50:00 PM,8.369,,,,
325,01/18/21 04:00:00 PM,8.344,,,,
326,01/18/21 04:10:00 PM,8.344,,,,
327,01/18/21 04:20:00 PM,8.319,,,,
328,01/18/21 04:30:00 PM,8.295,,,,
329,01/18/21 04:40:00 PM,8.270,,,,
330,01/18/21 04:50:00 PM,8.270,,,,
331,01/18/21 05:00:00 PM,8.245,,,,
332,01/18/21 05:10:00 PM,8.245,,,,
333,01/18/21 05:20:00 PM,8.245,,,,
334,01/18/21 05:30:00 PM,8.245,,,,
335,01/18/21 05:40:00 PM,8.245,,,,
336,01/18/21 05:50:00 PM,8.245,,,,
337,01/18/21 06:00:00 PM,8.245,,,,
338,01/18/21 06:10:00 PM,8.245,,,,
339,01/18/21 06:20:00 PM,8.245,,,,
340,01/18/21 06:30:00 PM,8.245,,,,
341,01/18/21 06:40:00 PM,8.245,,,,
342,01/18/21 06:50:00 PM,8.245,,,,
343,01/18/21 07:00:00 PM,8.270,,,,
344,01/18/21 07:10:00 PM,8.270,,,,
345,01/18/21 07:20:00 PM,8.270,,,,
346,01/18/21 07:30:00 PM,8.270,,,,
347,01/18/21 07:40:00 PM,8.270,,,,
348,01/18/21 07:50:00 PM,8.295,,,,
349,01/18/21 08:00:00 PM,8.295,,,,
350,01/18/21 08:10:00 PM,8.295,,,,
351,01/18/21 08:20:00 PM,8.295,,,,
352,01/18/21 08:30:00 PM,8.295,,,,
353,01/18/21 08:40:00 PM,8.295,,,,
354,01/18/21 08:50:00 PM,8.295,,,,
355,01/18/21 09:00:00 PM,8.295,,,,
356,01/18/21 09:10:00 PM,8.319,,,,
357,01/18/21 09:20:00 PM,8.319,,,,
358,01/18/21 09:30:00 PM,8.344,,,,
359,01/18/21 09:40:00 PM,8.344,,,,
360,01/18/21 09:50:00 PM,8.369,,,,
361,01/18/21 10:00:00 PM,8.369,,,,
362,01/18/21 10:10:00 PM,8.394,,,,
363,01/18/21 10:20:00 PM,8.394,,,,
364,01/18/21 10:30:00 PM,8.394,,,,
365,01/18/21 10:40:00 PM,8.394,,,,
366,01/18/21 10:50:00 PM,8.394,,,,
367,01/18/21 11:00:00 PM,8.369,,,,
368,01/18/21 11:10:00 PM,8.369,,,,
369,01/18/21 11:20:00 PM,8.344,,,,
370,01/18/21 11:30:00 PM,8.344,,,,
371,01/18/21 11:40:00 PM,8.319,,,,
372,01/18/21 11:50:00 PM,8.295,,,,
373,01/19/21 12:00:00 AM,8.270,,,,
374,01/19/21 12:10:00 AM,8.245,,,,
375,01/19/21 12:20:00 AM,8.220,,,,
376,01/19/21 12:30:00 AM,8.170,,,,
377,01/19/21 12:40:00 AM,8.145,,,,
378,01/19/21 12:50:00 AM,8.419,,,,
379,01/19/21 01:00:00 AM,8.394,,,,
380,01/19/21 01:10:00 AM,8.319,,,,
381,01/19/21 01:20:00 AM,8.245,,,,
382,01/19/21 01:30:00 AM,8.170,,,,
383,01/19/21 01:40:00 AM,8.344,,,,
384,01/19/21 01:50:00 AM,8.419,,,,
385,01/19/21 02:00:00 AM,8.319,,,,
386,01/19/21 02:10:00 AM,8.245,,,,
387,01/19/21 02:20:00 AM,8.145,,,,
388,01/19/21 02:30:00 AM,8.394,,,,
389,01/19/21 02:40:00 AM,8.394,,,,
390,01/19/21 02:50:00 AM,8.295,,,,
391,01/19/21 03:00:00 AM,8.220,,,,
392,01/19/21 03:10:00 AM,8.145,,,,
393,01/19/21 03:20:00 AM,8.419,,,,
394,01/19/21 03:30:00 AM,8.369,,,,
395,01/19/21 03:40:00 AM,8.295,,,,
396,01/19/21 03:50:00 AM,8.195,,,,
397,01/19/21 04:00:00 AM,8.145,,,,
398,01/19/21 04:10:00 AM,8.394,,,,
399,01/19/21 04:20:00 AM,8.394,,,,
400,01/19/21 04:30:00 AM,8.344,,,,
401,01/19/21 04:40:00 AM,8.245,,,,
402,01/19/21 04:50:00 AM,8.195,,,,
403,01/19/21 05:00:00 AM,8.145,,,,
404,01/19/21 05:10:00 AM,8.419,,,,
405,01/19/21 05:20:00 AM,8.394,,,,
406,01/19/21 05:30:00 AM,8.319,,,,
407,01/19/21 05:40:00 AM,8.245,,,,
408,01/19/21 05:50:00 AM,8.245,,,,
409,01/19/21 06:00:00 AM,8.245,,,,
410,01/19/21 06:10:00 AM,8.245,,,,
411,01/19/21 06:20:00 AM,8.270,,,,
412,01/19/21 06:30:00 AM,8.295,,,,
413,01/19/21 06:40:00 AM,8.344,,,,
414,01/19/21 06:50:00 AM,8.344,,,,
415,01/19/21 07:00:00 AM,8.344,,,,
416,01/19/21 07:10:00 AM,8.344,,,,
417,01/19/21 07:20:00 AM,8.344,,,,
418,01/19/21 07:30:00 AM,8.344,,,,
419,01/19/21 07:40:00 AM,8.319,,,,
420,01/19/21 07:50:00 AM,8.319,,,,
421,01/19/21 08:00:00 AM,8.319,,,,
422,01/19/21 08:10:00 AM,8.319,,,,
423,01/19/21 08:20:00 AM,8.319,,,,
424,01/19/21 08:30:00 AM,8.344,,,,
425,01/19/21 08:40:00 AM,8.344,,,,
426,01/19/21 08:50:00 AM,8.319,,,,
427,01/19/21 09:00:00 AM,8.319,,,,
428,01/19/21 09:10:00 AM,8.319,,,,
429,01/19/21 09:20:00 AM,8.319,,,,
430,01/19/21 09:30:00 AM,8.319,,,,
431,01/19/21 09:40:00 AM,8.319,,,,
432,01/19/21 09:50:00 AM,8.344,,,,
433,01/19/21 10:00:00 AM,8.344,,,,
434,01/19/21 10:10:00 AM,8.369,,,,
435,01/19/21 10:20:00 AM,8.394,,,,
436,01/19/21 10:30:00 AM,8.394,,,,
437,01/19/21 10:40:00 AM,8.419,,,,
438,01/19/21 10:50:00 AM,8.444,,,,
439,01/19/21 11:00:00 AM,8.469,,,,
440,01/19/21 11:10:00 AM,8.494,,,,
441,01/19/21 11:20:00 AM,8.519,,,,
442,01/19/21 11:30:00 AM,8.519,,,,
443,01/19/21 11:40:00 AM,8.519,,,,
444,01/19/21 11:50:00 AM,8.519,,,,
445,01/19/21 12:00:00 PM,8.494,,,,
446,01/19/21 12:10:00 PM,8.494,,,,
447,01/19/21 12:20:00 PM,8.469,,,,
448,01/19/21 12:30:00 PM,8.444,,,,
449,01/19/21 12:40:00 PM,8.444,,,,
450,01/19/21 12:50:00 PM,8.419,,,,
451,01/19/21 01:00:00 PM,8.394,,,,
452,01/19/21 01:10:00 PM,8.369,,,,
453,01/19/21 01:20:00 PM,8.344,,,,
454,01/19/21 01:30:00 PM,8.344,,,,
455,01/19/21 01:40:00 PM,8.319,,,,
456,01/19/21 01:50:00 PM,8.295,,,,
457,01/19/21 02:00:00 PM,8.270,,,,
458,01/19/21 02:10:00 PM,8.245,,,,
459,01/19/21 02:20:00 PM,8.245,,,,
460,01/19/21 02:30:00 PM,8.220,,,,
461,01/19/21 02:40:00 PM,8.195,,,,
462,01/19/21 02:50:00 PM,8.170,,,,
463,01/19/21 03:00:00 PM,8.145,,,,
464,01/19/21 03:10:00 PM,8.444,,,,
465,01/19/21 03:20:00 PM,8.444,,,,
466,01/19/21 03:30:00 PM,8.369,,,,
467,01/19/21 03:40:00 PM,8.295,,,,
468,01/19/21 03:50:00 PM,8.220,,,,
469,01/19/21 04:00:00 PM,8.170,,,,
470,01/19/21 04:10:00 PM,8.220,,,,
471,01/19/21 04:20:00 PM,8.494,,,,
472,01/19/21 04:30:00 PM,8.419,,,,
473,01/19/21 04:40:00 PM,8.319,,,,
474,01/19/21 04:50:00 PM,8.245,,,,
475,01/19/21 05:00:00 PM,8.220,,,,
476,01/19/21 05:10:00 PM,8.170,,,,
477,01/19/21 05:20:00 PM,8.145,,,,
478,01/19/21 05:30:00 PM,8.245,,,,
479,01/19/21 05:40:00 PM,8.494,,,,
480,01/19/21 05:50:00 PM,8.419,,,,
481,01/19/21 06:00:00 PM,8.344,,,,
482,01/19/21 06:10:00 PM,8.245,,,,
483,01/19/21 06:20:00 PM,8.195,,,,
484,01/19/21 06:30:00 PM,8.170,,,,
485,01/19/21 06:40:00 PM,8.220,,,,
486,01/19/21 06:50:00 PM,8.394,,,,
487,01/19/21 07:00:00 PM,8.369,,,,
488,01/19/21 07:10:00 PM,8.295,,,,
489,01/19/21 07:20:00 PM,8.245,,,,
490,01/19/21 07:30:00 PM,8.195,,,,
491,01/19/21 07:40:00 PM,8.170,,,,
492,01/19/21 07:50:00 PM,8.170,,,,
493,01/19/21 08:00:00 PM,8.145,,,,
494,01/19/21 08:10:00 PM,8.145,,,,
495,01/19/21 08:20:00 PM,8.295,,,,
496,01/19/21 08:30:00 PM,8.319,,,,
497,01/19/21 08:40:00 PM,8.295,,,,
498,01/19/21 08:50:00 PM,8.270,,,,
499,01/19/21 09:00:00 PM,8.270,,,,
500,01/19/21 09:10:00 PM,8.245,,,,
501,01/19/21 09:20:00 PM,8.245,,,,
502,01/19/21 09:30:00 PM,8.220,,,,
503,01/19/21 09:40:00 PM,8.220,,,,
504,01/19/21 09:50:00 PM,8.195,,,,
505,01/19/21 10:00:00 PM,8.195,,,,
506,01/19/21 10:10:00 PM,8.170,,,,
507,01/19/21 10:20:00 PM,8.170,,,,
508,01/19/21 10:30:00 PM,8.170,,,,
509,01/19/21 10:40:00 PM,8.170,,,,
510,01/19/21 10:50:00 PM,8.170,,,,
511,01/19/21 11:00:00 PM,8.195,,,,
512,01/19/21 11:10:00 PM,8.195,,,,
513,01/19/21 11:20:00 PM,8.195,,,,
514,01/19/21 11:30:00 PM,8.195,,,,
515,01/19/21 11:40:00 PM,8.170,,,,
516,01/19/21 11:50:00 PM,8.170,,,,
517,01/20/21 12:00:00 AM,8.145,,,,
518,01/20/21 12:10:00 AM,8.394,,,,
519,01/20/21 12:20:00 AM,8.394,,,,
520,01/20/21 12:30:00 AM,8.295,,,,
521,01/20/21 12:40:00 AM,8.220,,,,
522,01/20/21 12:50:00 AM,8.145,,,,
523,01/20/21 01:00:00 AM,8.419,,,,
524,01/20/21 01:10:00 AM,8.444,,,,
525,01/20/21 01:20:00 AM,8.344,,,,
526,01/20/21 01:30:00 AM,8.245,,,,
527,01/20/21 01:40:00 AM,8.145,,,,
528,01/20/21 01:50:00 AM,8.419,,,,
529,01/20/21 02:00:00 AM,8.469,,,,
530,01/20/21 02:10:00 AM,8.344,,,,
531,01/20/21 02:20:00 AM,8.245,,,,
532,01/20/21 02:30:00 AM,8.145,,,,
533,01/20/21 02:40:00 AM,8.419,,,,
534,01/20/21 02:50:00 AM,8.419,,,,
535,01/20/21 03:00:00 AM,8.295,,,,
536,01/20/21 03:10:00 AM,8.195,,,,
537,01/20/21 03:20:00 AM,8.145,,,,
538,01/20/21 03:30:00 AM,8.469,,,,
539,01/20/21 03:40:00 AM,8.369,,,,
540,01/20/21 03:50:00 AM,8.270,,,,
541,01/20/21 04:00:00 AM,8.170,,,,
542,01/20/21 04:10:00 AM,8.195,,,,
543,01/20/21 04:20:00 AM,8.444,,,,
544,01/20/21 04:30:00 AM,8.369,,,,
545,01/20/21 04:40:00 AM,8.270,,,,
546,01/20/21 04:50:00 AM,8.195,,,,
547,01/20/21 05:00:00 AM,8.145,,,,
548,01/20/21 05:10:00 AM,8.469,,,,
