"","pair_id","miRNA","mRNA","TP0","TP5","TP7","cluster.x","cluster.y","raw_cluster","cluster"
"4699","Cluster_492_evm.TU.chromosome_5.1201","Cluster_492","evm.TU.chromosome_5.1201",-0.4,0,1,"5","5","5","2"
"4700","Cluster_492_evm.TU.chromosome_5.1342","Cluster_492","evm.TU.chromosome_5.1342",0.6,0.8,0.5,"3","3","3","5"
"4701","Cluster_492_evm.TU.chromosome_5.1449","Cluster_492","evm.TU.chromosome_5.1449",-1,-0.4,0.5,"5","5","5","2"
"4702","Cluster_492_evm.TU.chromosome_5.1513","Cluster_492","evm.TU.chromosome_5.1513",-0.4,0.4,0.5,"5","5","5","2"
"4703","Cluster_492_evm.TU.chromosome_5.1524","Cluster_492","evm.TU.chromosome_5.1524",0.8,0.6,0.5,"3","3","3","5"
"4704","Cluster_492_evm.TU.chromosome_5.172","Cluster_492","evm.TU.chromosome_5.172",-0.2,0.4,0.5,"5","5","5","2"
"4705","Cluster_492_evm.TU.chromosome_5.1855","Cluster_492","evm.TU.chromosome_5.1855",0.632455532033676,0.258198889747161,-1,"2","2","2","3"
"4706","Cluster_492_evm.TU.chromosome_5.1885","Cluster_492","evm.TU.chromosome_5.1885",0,0.2,1,"5","5","5","2"
"4707","Cluster_492_evm.TU.chromosome_5.1900","Cluster_492","evm.TU.chromosome_5.1900",0.210818510677892,0.2,1,"1","1","1","4"
"4708","Cluster_492_evm.TU.chromosome_5.1965","Cluster_492","evm.TU.chromosome_5.1965",0.4,0.4,0.5,"3","3","3","5"
"4709","Cluster_492_evm.TU.chromosome_5.1972","Cluster_492","evm.TU.chromosome_5.1972",-0.4,-0.8,1,"1","1","1","4"
"4710","Cluster_492_evm.TU.chromosome_5.2256","Cluster_492","evm.TU.chromosome_5.2256",-0.8,0.4,1,"5","5","5","2"
"4711","Cluster_492_evm.TU.chromosome_5.2277","Cluster_492","evm.TU.chromosome_5.2277",-0.8,-0.4,0.5,"5","5","5","2"
"4712","Cluster_492_evm.TU.chromosome_5.2279","Cluster_492","evm.TU.chromosome_5.2279",-0.8,-0.2,0.5,"5","5","5","2"
"4713","Cluster_492_evm.TU.chromosome_5.2331","Cluster_492","evm.TU.chromosome_5.2331",0,-0.8,-0.5,"2","2","2","3"
"4714","Cluster_492_evm.TU.chromosome_5.2510","Cluster_492","evm.TU.chromosome_5.2510",0.8,0.8,1,"3","3","3","5"
"4715","Cluster_492_evm.TU.chromosome_5.2621","Cluster_492","evm.TU.chromosome_5.2621",-0.632455532033676,0.6,0.5,"5","5","5","2"
"4716","Cluster_492_evm.TU.chromosome_5.2644","Cluster_492","evm.TU.chromosome_5.2644",0.4,0.2,1,"1","1","1","4"
"4717","Cluster_492_evm.TU.chromosome_5.2668","Cluster_492","evm.TU.chromosome_5.2668",-0.258198889747161,-0.316227766016838,0.5,"1","1","1","4"
"4718","Cluster_492_evm.TU.chromosome_5.2735","Cluster_492","evm.TU.chromosome_5.2735",0.2,0.8,1,"5","5","5","2"
"4719","Cluster_492_evm.TU.chromosome_5.279","Cluster_492","evm.TU.chromosome_5.279",0.8,-0.316227766016838,0.5,"1","1","1","4"
"4720","Cluster_492_evm.TU.chromosome_5.37","Cluster_492","evm.TU.chromosome_5.37",0.2,0.8,0.5,"3","3","3","5"
"4721","Cluster_492_evm.TU.chromosome_5.372","Cluster_492","evm.TU.chromosome_5.372",-0.4,0.4,0.5,"5","5","5","2"
"4722","Cluster_492_evm.TU.chromosome_5.456","Cluster_492","evm.TU.chromosome_5.456",0,0.8,-0.5,"4","4","4","1"
"4723","Cluster_492_evm.TU.chromosome_5.466","Cluster_492","evm.TU.chromosome_5.466",0.8,-0.2,-0.5,"2","2","2","3"
"4724","Cluster_492_evm.TU.chromosome_5.851","Cluster_492","evm.TU.chromosome_5.851",0.4,0.6,1,"3","3","3","5"
"4725","Cluster_492_evm.TU.chromosome_6.1010","Cluster_492","evm.TU.chromosome_6.1010",0.4,-0.4,-1,"2","2","2","3"
"4726","Cluster_492_evm.TU.chromosome_6.1317","Cluster_492","evm.TU.chromosome_6.1317",0.8,0.4,1,"1","1","1","4"
"4727","Cluster_492_evm.TU.chromosome_6.1324","Cluster_492","evm.TU.chromosome_6.1324",0.2,1,1,"5","5","5","2"
"4728","Cluster_492_evm.TU.chromosome_6.1813","Cluster_492","evm.TU.chromosome_6.1813",-0.8,0,-0.5,"3","3","3","5"
"4729","Cluster_492_evm.TU.chromosome_6.1883","Cluster_492","evm.TU.chromosome_6.1883",-0.8,0.948683298050514,1,"5","5","5","2"
"4730","Cluster_492_evm.TU.chromosome_6.2031","Cluster_492","evm.TU.chromosome_6.2031",-0.4,0,0,"3","3","3","5"
"4731","Cluster_492_evm.TU.chromosome_6.2105","Cluster_492","evm.TU.chromosome_6.2105",-0.2,1,1,"5","5","5","2"
"4732","Cluster_492_evm.TU.chromosome_6.2166","Cluster_492","evm.TU.chromosome_6.2166",-0.4,1,1,"5","5","5","2"
"4733","Cluster_492_evm.TU.chromosome_6.2205","Cluster_492","evm.TU.chromosome_6.2205",0.4,0.4,0.5,"3","3","3","5"
"4734","Cluster_492_evm.TU.chromosome_6.2250","Cluster_492","evm.TU.chromosome_6.2250",-0.8,-0.6,0.5,"5","5","5","2"
"4735","Cluster_492_evm.TU.chromosome_6.2518","Cluster_492","evm.TU.chromosome_6.2518",0.6,0.8,1,"3","3","3","5"
"4736","Cluster_492_evm.TU.chromosome_6.2523","Cluster_492","evm.TU.chromosome_6.2523",0.8,-0.2,-0.5,"2","2","2","3"
"4737","Cluster_492_evm.TU.chromosome_6.2530","Cluster_492","evm.TU.chromosome_6.2530",0,0.6,-1,"4","4","4","1"
"4738","Cluster_492_evm.TU.chromosome_6.2541","Cluster_492","evm.TU.chromosome_6.2541",-0.4,0.6,1,"5","5","5","2"
"4739","Cluster_492_evm.TU.chromosome_6.2594","Cluster_492","evm.TU.chromosome_6.2594",-0.6,0.8,1,"5","5","5","2"
"4740","Cluster_492_evm.TU.chromosome_6.2629","Cluster_492","evm.TU.chromosome_6.2629",0.6,0.8,1,"3","3","3","5"
"4741","Cluster_492_evm.TU.chromosome_6.2668","Cluster_492","evm.TU.chromosome_6.2668",0.8,0.6,1,"3","3","3","5"
"4742","Cluster_492_evm.TU.chromosome_6.2728","Cluster_492","evm.TU.chromosome_6.2728",-0.4,-0.2,1,"5","5","5","2"
"4743","Cluster_492_evm.TU.chromosome_6.2803","Cluster_492","evm.TU.chromosome_6.2803",-0.4,1,1,"5","5","5","2"
"4744","Cluster_492_evm.TU.chromosome_6.2923","Cluster_492","evm.TU.chromosome_6.2923",0,-0.2,1,"1","1","1","4"
"4745","Cluster_492_evm.TU.chromosome_6.389","Cluster_492","evm.TU.chromosome_6.389",0,0.774596669241483,1,"5","5","5","2"
"4746","Cluster_492_evm.TU.chromosome_6.499","Cluster_492","evm.TU.chromosome_6.499",-0.4,-0.6,-0.5,"3","3","3","5"
"4747","Cluster_492_evm.TU.chromosome_6.527","Cluster_492","evm.TU.chromosome_6.527",0.8,1,1,"3","3","3","5"
"4748","Cluster_492_evm.TU.chromosome_6.574","Cluster_492","evm.TU.chromosome_6.574",0.2,0.2,1,"1","1","1","4"
"4749","Cluster_492_evm.TU.chromosome_6.621","Cluster_492","evm.TU.chromosome_6.621",-0.8,0.2,1,"5","5","5","2"
"4750","Cluster_492_evm.TU.chromosome_6.635","Cluster_492","evm.TU.chromosome_6.635",0.2,0.8,1,"5","5","5","2"
"4751","Cluster_492_evm.TU.chromosome_6.709","Cluster_492","evm.TU.chromosome_6.709",0.2,1,1,"5","5","5","2"
"4752","Cluster_492_evm.TU.chromosome_6.776","Cluster_492","evm.TU.chromosome_6.776",0,-0.4,0.5,"1","1","1","4"
"4753","Cluster_492_evm.TU.chromosome_6.792","Cluster_492","evm.TU.chromosome_6.792",-0.4,0.4,0.5,"5","5","5","2"
"4754","Cluster_492_evm.TU.chromosome_6.931","Cluster_492","evm.TU.chromosome_6.931",0,-0.6,-1,"2","2","2","3"
"4755","Cluster_492_evm.TU.chromosome_6.94","Cluster_492","evm.TU.chromosome_6.94",0.2,0.6,0.5,"3","3","3","5"
"4756","Cluster_492_evm.TU.chromosome_6.944","Cluster_492","evm.TU.chromosome_6.944",0,0.316227766016838,0.5,"3","3","3","5"
"4757","Cluster_492_evm.TU.chromosome_7.1023","Cluster_492","evm.TU.chromosome_7.1023",-0.4,0.8,0.5,"5","5","5","2"
"4758","Cluster_492_evm.TU.chromosome_7.1164","Cluster_492","evm.TU.chromosome_7.1164",-0.6,0.8,0.5,"5","5","5","2"
"4759","Cluster_492_evm.TU.chromosome_7.1273","Cluster_492","evm.TU.chromosome_7.1273",0.4,0.4,1,"3","3","3","5"
"4760","Cluster_492_evm.TU.chromosome_7.1446","Cluster_492","evm.TU.chromosome_7.1446",-0.2,0.4,0,"3","3","3","5"
"4761","Cluster_492_evm.TU.chromosome_7.1688","Cluster_492","evm.TU.chromosome_7.1688",0.4,0.4,1,"3","3","3","5"
"4762","Cluster_492_evm.TU.chromosome_7.173","Cluster_492","evm.TU.chromosome_7.173",-0.4,1,0.5,"5","5","5","2"
"4763","Cluster_492_evm.TU.chromosome_7.1774","Cluster_492","evm.TU.chromosome_7.1774",0.6,-0.2,0,"2","2","2","3"
"4764","Cluster_492_evm.TU.chromosome_7.1844","Cluster_492","evm.TU.chromosome_7.1844",0.4,0.2,1,"1","1","1","4"
"4765","Cluster_492_evm.TU.chromosome_7.1955","Cluster_492","evm.TU.chromosome_7.1955",-0.2,0.8,1,"5","5","5","2"
"4766","Cluster_492_evm.TU.chromosome_7.2061","Cluster_492","evm.TU.chromosome_7.2061",0.258198889747161,0.316227766016838,0.866025403784439,"3","3","3","5"
"4767","Cluster_492_evm.TU.chromosome_7.2106","Cluster_492","evm.TU.chromosome_7.2106",0.8,0.8,0.5,"3","3","3","5"
"4768","Cluster_492_evm.TU.chromosome_7.2137","Cluster_492","evm.TU.chromosome_7.2137",-0.2,0.8,1,"5","5","5","2"
"4769","Cluster_492_evm.TU.chromosome_7.2341","Cluster_492","evm.TU.chromosome_7.2341",0.4,-0.8,-1,"2","2","2","3"
"4770","Cluster_492_evm.TU.chromosome_7.236","Cluster_492","evm.TU.chromosome_7.236",0.2,-0.6,-1,"2","2","2","3"
"4771","Cluster_492_evm.TU.chromosome_7.2364","Cluster_492","evm.TU.chromosome_7.2364",0.8,0.258198889747161,0.5,"3","3","3","5"
"4772","Cluster_492_evm.TU.chromosome_7.2575","Cluster_492","evm.TU.chromosome_7.2575",-0.8,-0.6,0.5,"5","5","5","2"
"4773","Cluster_492_evm.TU.chromosome_7.2582","Cluster_492","evm.TU.chromosome_7.2582",1,0.6,1,"3","3","3","5"
"4774","Cluster_492_evm.TU.chromosome_7.2689","Cluster_492","evm.TU.chromosome_7.2689",0.2,0.4,-1,"4","4","4","1"
"4775","Cluster_492_evm.TU.chromosome_7.415","Cluster_492","evm.TU.chromosome_7.415",0.8,0.948683298050514,1,"3","3","3","5"
"4776","Cluster_492_evm.TU.chromosome_7.419","Cluster_492","evm.TU.chromosome_7.419",-1,-0.6,0.5,"5","5","5","2"
"4777","Cluster_492_evm.TU.chromosome_7.447","Cluster_492","evm.TU.chromosome_7.447",0.2,0.8,1,"5","5","5","2"
"4778","Cluster_492_evm.TU.chromosome_7.450","Cluster_492","evm.TU.chromosome_7.450",-0.6,0.4,-1,"4","4","4","1"
"4779","Cluster_492_evm.TU.chromosome_7.484","Cluster_492","evm.TU.chromosome_7.484",0.4,0.8,0.5,"3","3","3","5"
"4780","Cluster_492_evm.TU.chromosome_7.500","Cluster_492","evm.TU.chromosome_7.500",0.2,0,-0.5,"2","2","2","3"
"4781","Cluster_492_evm.TU.chromosome_7.564","Cluster_492","evm.TU.chromosome_7.564",0.2,-0.8,0.5,"1","1","1","4"
"4782","Cluster_492_evm.TU.chromosome_7.568","Cluster_492","evm.TU.chromosome_7.568",-0.8,0.2,0.5,"5","5","5","2"
"4783","Cluster_492_evm.TU.chromosome_7.619","Cluster_492","evm.TU.chromosome_7.619",-0.4,-0.4,-0.5,"3","3","3","5"
"4784","Cluster_492_evm.TU.chromosome_7.649","Cluster_492","evm.TU.chromosome_7.649",0,-0.6,-1,"2","2","2","3"
"4785","Cluster_492_evm.TU.chromosome_7.736","Cluster_492","evm.TU.chromosome_7.736",-1,0.737864787372622,1,"5","5","5","2"
"4786","Cluster_492_evm.TU.chromosome_7.788","Cluster_492","evm.TU.chromosome_7.788",0.2,1,1,"5","5","5","2"
"4787","Cluster_492_evm.TU.chromosome_8.1016","Cluster_492","evm.TU.chromosome_8.1016",0.6,-1,-0.5,"2","2","2","3"
"4788","Cluster_492_evm.TU.chromosome_8.1073","Cluster_492","evm.TU.chromosome_8.1073",0.6,0.8,0.5,"3","3","3","5"
"4789","Cluster_492_evm.TU.chromosome_8.122","Cluster_492","evm.TU.chromosome_8.122",-0.8,-0.6,0.5,"5","5","5","2"
"4790","Cluster_492_evm.TU.chromosome_8.1243","Cluster_492","evm.TU.chromosome_8.1243",0.2,0.6,1,"5","5","5","2"
"4791","Cluster_492_evm.TU.chromosome_8.1532","Cluster_492","evm.TU.chromosome_8.1532",-0.4,0.8,1,"5","5","5","2"
"4792","Cluster_492_evm.TU.chromosome_8.1539","Cluster_492","evm.TU.chromosome_8.1539",-0.8,0.774596669241483,0.5,"5","5","5","2"
"4793","Cluster_492_evm.TU.chromosome_8.1638","Cluster_492","evm.TU.chromosome_8.1638",-0.8,0.8,0.5,"5","5","5","2"
"4794","Cluster_492_evm.TU.chromosome_8.1979","Cluster_492","evm.TU.chromosome_8.1979",0.8,-0.4,0.5,"1","1","1","4"
"4795","Cluster_492_evm.TU.chromosome_8.2108","Cluster_492","evm.TU.chromosome_8.2108",0.4,-0.4,1,"1","1","1","4"
"4796","Cluster_492_evm.TU.chromosome_8.2128","Cluster_492","evm.TU.chromosome_8.2128",-0.632455532033676,-0.632455532033676,0.5,"1","1","1","4"
"4797","Cluster_492_evm.TU.chromosome_8.2157","Cluster_492","evm.TU.chromosome_8.2157",-0.8,1,1,"5","5","5","2"
"4798","Cluster_492_evm.TU.chromosome_8.2193","Cluster_492","evm.TU.chromosome_8.2193",-1,0.8,0.5,"5","5","5","2"
"4799","Cluster_492_evm.TU.chromosome_8.2616","Cluster_492","evm.TU.chromosome_8.2616",0.2,0,-0.5,"2","2","2","3"
"4800","Cluster_492_evm.TU.chromosome_8.2651","Cluster_492","evm.TU.chromosome_8.2651",-0.6,0.8,0.5,"5","5","5","2"
"4801","Cluster_492_evm.TU.chromosome_8.2677","Cluster_492","evm.TU.chromosome_8.2677",0.8,1,1,"3","3","3","5"
"4802","Cluster_492_evm.TU.chromosome_8.305","Cluster_492","evm.TU.chromosome_8.305",0.4,0.2,1,"1","1","1","4"
"4803","Cluster_492_evm.TU.chromosome_8.384","Cluster_492","evm.TU.chromosome_8.384",-0.8,0,-0.5,"3","3","3","5"
"4804","Cluster_492_evm.TU.chromosome_8.502","Cluster_492","evm.TU.chromosome_8.502",-0.8,0.6,1,"5","5","5","2"
"4805","Cluster_492_evm.TU.chromosome_9.1045","Cluster_492","evm.TU.chromosome_9.1045",0.2,0.4,-0.5,"4","4","4","1"
"4806","Cluster_492_evm.TU.chromosome_9.1222","Cluster_492","evm.TU.chromosome_9.1222",1,0,0.5,"2","2","2","3"
"4807","Cluster_492_evm.TU.chromosome_9.1269","Cluster_492","evm.TU.chromosome_9.1269",-0.4,0.8,1,"5","5","5","2"
"4808","Cluster_492_evm.TU.chromosome_9.1309","Cluster_492","evm.TU.chromosome_9.1309",0.4,0,-1,"2","2","2","3"
"4809","Cluster_492_evm.TU.chromosome_9.154","Cluster_492","evm.TU.chromosome_9.154",0.258198889747161,-0.316227766016838,0.5,"1","1","1","4"
"4810","Cluster_492_evm.TU.chromosome_9.1563","Cluster_492","evm.TU.chromosome_9.1563",-0.2,1,0.5,"5","5","5","2"
"4811","Cluster_492_evm.TU.chromosome_9.1653","Cluster_492","evm.TU.chromosome_9.1653",-0.8,-0.4,0.5,"5","5","5","2"
"4812","Cluster_492_evm.TU.chromosome_9.1771","Cluster_492","evm.TU.chromosome_9.1771",0,1,1,"5","5","5","2"
"4813","Cluster_492_evm.TU.chromosome_9.2232","Cluster_492","evm.TU.chromosome_9.2232",-0.4,0.4,-1,"4","4","4","1"
"4814","Cluster_492_evm.TU.chromosome_9.2233","Cluster_492","evm.TU.chromosome_9.2233",-0.4,-0.4,0.5,"1","1","1","4"
"4815","Cluster_492_evm.TU.chromosome_9.2333","Cluster_492","evm.TU.chromosome_9.2333",0.8,0,1,"1","1","1","4"
"4816","Cluster_492_evm.TU.chromosome_9.2337","Cluster_492","evm.TU.chromosome_9.2337",0.2,-0.8,-0.5,"2","2","2","3"
"4817","Cluster_492_evm.TU.chromosome_9.2623","Cluster_492","evm.TU.chromosome_9.2623",0.4,0.8,1,"3","3","3","5"
"4818","Cluster_492_evm.TU.chromosome_9.2637","Cluster_492","evm.TU.chromosome_9.2637",-1,0.8,-0.5,"4","4","4","1"
"4819","Cluster_492_evm.TU.chromosome_9.2686","Cluster_492","evm.TU.chromosome_9.2686",-0.4,-0.4,-0.5,"3","3","3","5"
"4820","Cluster_492_evm.TU.chromosome_9.2711","Cluster_492","evm.TU.chromosome_9.2711",0,0.8,-0.5,"4","4","4","1"
"4821","Cluster_492_evm.TU.chromosome_9.279","Cluster_492","evm.TU.chromosome_9.279",0.6,0.8,1,"3","3","3","5"
"4822","Cluster_492_evm.TU.chromosome_9.2917","Cluster_492","evm.TU.chromosome_9.2917",0.4,1,1,"3","3","3","5"
"4823","Cluster_492_evm.TU.chromosome_9.459","Cluster_492","evm.TU.chromosome_9.459",-0.4,0.8,1,"5","5","5","2"
"4824","Cluster_492_evm.TU.chromosome_9.461","Cluster_492","evm.TU.chromosome_9.461",0,0.4,0.5,"3","3","3","5"
"4825","Cluster_492_evm.TU.chromosome_9.51","Cluster_492","evm.TU.chromosome_9.51",-0.6,0,0.5,"5","5","5","2"
"4826","Cluster_492_evm.TU.chromosome_9.708","Cluster_492","evm.TU.chromosome_9.708",-0.6,-0.4,-0.5,"3","3","3","5"
"4827","Cluster_492_evm.TU.chromosome_9.782","Cluster_492","evm.TU.chromosome_9.782",-0.2,-0.316227766016838,0.5,"1","1","1","4"
"4828","Cluster_492_evm.TU.chromosome_9.943","Cluster_492","evm.TU.chromosome_9.943",-0.4,0.4,1,"5","5","5","2"
"4829","Cluster_5061_evm.TU.chromosome_1.330","Cluster_5061","evm.TU.chromosome_1.330",0.8,-0.774596669241483,0,"2","2","2","3"
"4830","Cluster_5061_evm.TU.chromosome_1.367","Cluster_5061","evm.TU.chromosome_1.367",0.632455532033676,-0.948683298050514,0,"1","1","1","4"
"4831","Cluster_5061_evm.TU.chromosome_10.1001","Cluster_5061","evm.TU.chromosome_10.1001",0,-0.4,1,"1","1","1","4"
"4832","Cluster_5061_evm.TU.chromosome_10.1253","Cluster_5061","evm.TU.chromosome_10.1253",0.4,0.2,1,"1","1","1","4"
"4833","Cluster_5061_evm.TU.chromosome_10.2203","Cluster_5061","evm.TU.chromosome_10.2203",0,-0.210818510677892,0.866025403784439,"1","1","1","4"
"4834","Cluster_5061_evm.TU.chromosome_10.2296","Cluster_5061","evm.TU.chromosome_10.2296",-0.316227766016838,-0.258198889747161,0.866025403784439,"1","1","1","4"
"4835","Cluster_5061_evm.TU.chromosome_10.2414","Cluster_5061","evm.TU.chromosome_10.2414",-0.8,0.105409255338946,0,"5","5","5","2"
"4836","Cluster_5061_evm.TU.chromosome_11.1899","Cluster_5061","evm.TU.chromosome_11.1899",-0.4,0.4,0,"3","3","3","5"
"4837","Cluster_5061_evm.TU.chromosome_11.2032","Cluster_5061","evm.TU.chromosome_11.2032",0.4,-0.774596669241483,1,"1","1","1","4"
"4838","Cluster_5061_evm.TU.chromosome_11.591","Cluster_5061","evm.TU.chromosome_11.591",0.2,-0.948683298050514,0,"1","1","1","4"
"4839","Cluster_5061_evm.TU.chromosome_12.2966","Cluster_5061","evm.TU.chromosome_12.2966",0.8,-0.316227766016838,1,"1","1","1","4"
"4840","Cluster_5061_evm.TU.chromosome_12.2984","Cluster_5061","evm.TU.chromosome_12.2984",0.737864787372622,-0.774596669241483,1,"1","1","1","4"
"4841","Cluster_5061_evm.TU.chromosome_12.3262","Cluster_5061","evm.TU.chromosome_12.3262",0.774596669241483,-0.258198889747161,0,"2","2","2","3"
"4842","Cluster_5061_evm.TU.chromosome_12.3672","Cluster_5061","evm.TU.chromosome_12.3672",0,-0.316227766016838,0.866025403784439,"1","1","1","4"
"4843","Cluster_5061_evm.TU.chromosome_13.1645","Cluster_5061","evm.TU.chromosome_13.1645",-0.4,-0.737864787372622,0,"1","1","1","4"
"4844","Cluster_5061_evm.TU.chromosome_13.1943","Cluster_5061","evm.TU.chromosome_13.1943",0.2,0.2,1,"1","1","1","4"
"4845","Cluster_5061_evm.TU.chromosome_13.2373","Cluster_5061","evm.TU.chromosome_13.2373",0.2,-0.632455532033676,0.5,"1","1","1","4"
"4846","Cluster_5061_evm.TU.chromosome_13.2383","Cluster_5061","evm.TU.chromosome_13.2383",-0.2,0.2,0.5,"5","5","5","2"
"4847","Cluster_5061_evm.TU.chromosome_13.2428","Cluster_5061","evm.TU.chromosome_13.2428",-0.4,-0.4,-0.5,"3","3","3","5"
"4848","Cluster_5061_evm.TU.chromosome_13.2718","Cluster_5061","evm.TU.chromosome_13.2718",0.4,0.632455532033676,0.866025403784439,"3","3","3","5"
"4849","Cluster_5061_evm.TU.chromosome_13.3556","Cluster_5061","evm.TU.chromosome_13.3556",0.774596669241483,-0.6,0.5,"1","1","1","4"
"4850","Cluster_5061_evm.TU.chromosome_13.90","Cluster_5061","evm.TU.chromosome_13.90",0,0.4,0.5,"3","3","3","5"
"4851","Cluster_5061_evm.TU.chromosome_13.96","Cluster_5061","evm.TU.chromosome_13.96",-0.8,0.2,0,"5","5","5","2"
"4852","Cluster_5061_evm.TU.chromosome_14.3565","Cluster_5061","evm.TU.chromosome_14.3565",0.948683298050514,-0.774596669241483,1,"1","1","1","4"
"4853","Cluster_5061_evm.TU.chromosome_14.5239","Cluster_5061","evm.TU.chromosome_14.5239",0,-0.774596669241483,0.866025403784439,"1","1","1","4"
"4854","Cluster_5061_evm.TU.chromosome_14.6094","Cluster_5061","evm.TU.chromosome_14.6094",-0.737864787372622,-0.774596669241483,0,"1","1","1","4"
"4855","Cluster_5061_evm.TU.chromosome_14.6416","Cluster_5061","evm.TU.chromosome_14.6416",0.948683298050514,-0.316227766016838,0.866025403784439,"1","1","1","4"
"4856","Cluster_5061_evm.TU.chromosome_14.7332","Cluster_5061","evm.TU.chromosome_14.7332",1,-0.316227766016838,1,"1","1","1","4"
"4857","Cluster_5061_evm.TU.chromosome_2.1151","Cluster_5061","evm.TU.chromosome_2.1151",-0.2,-0.4,0,"3","3","3","5"
"4858","Cluster_5061_evm.TU.chromosome_2.1698","Cluster_5061","evm.TU.chromosome_2.1698",-0.8,0.4,0.5,"5","5","5","2"
"4859","Cluster_5061_evm.TU.chromosome_3.1098","Cluster_5061","evm.TU.chromosome_3.1098",-0.4,-0.774596669241483,0.5,"1","1","1","4"
"4860","Cluster_5061_evm.TU.chromosome_3.1493","Cluster_5061","evm.TU.chromosome_3.1493",0.4,-0.258198889747161,0.866025403784439,"1","1","1","4"
"4861","Cluster_5061_evm.TU.chromosome_3.152","Cluster_5061","evm.TU.chromosome_3.152",0.2,0.6,1,"5","5","5","2"
"4862","Cluster_5061_evm.TU.chromosome_3.1805","Cluster_5061","evm.TU.chromosome_3.1805",-0.4,-0.316227766016838,0,"3","3","3","5"
"4863","Cluster_5061_evm.TU.chromosome_3.2056","Cluster_5061","evm.TU.chromosome_3.2056",-0.8,-0.316227766016838,0.866025403784439,"5","5","5","2"
"4864","Cluster_5061_evm.TU.chromosome_3.534","Cluster_5061","evm.TU.chromosome_3.534",0.737864787372622,-0.774596669241483,0,"2","2","2","3"
"4865","Cluster_5061_evm.TU.chromosome_4.1272","Cluster_5061","evm.TU.chromosome_4.1272",0,0.8,1,"5","5","5","2"
"4866","Cluster_5061_evm.TU.chromosome_4.2132","Cluster_5061","evm.TU.chromosome_4.2132",-0.4,0.2,1,"5","5","5","2"
"4867","Cluster_5061_evm.TU.chromosome_4.958","Cluster_5061","evm.TU.chromosome_4.958",0.8,0.6,1,"3","3","3","5"
"4868","Cluster_5061_evm.TU.chromosome_5.220","Cluster_5061","evm.TU.chromosome_5.220",0.8,0.632455532033676,0,"2","2","2","3"
"4869","Cluster_5061_evm.TU.chromosome_6.2626","Cluster_5061","evm.TU.chromosome_6.2626",0.8,0.2,0,"2","2","2","3"
"4870","Cluster_5061_evm.TU.chromosome_7.129","Cluster_5061","evm.TU.chromosome_7.129",1,-0.4,0.5,"1","1","1","4"
"4871","Cluster_5061_evm.TU.chromosome_7.1395","Cluster_5061","evm.TU.chromosome_7.1395",0.258198889747161,-0.210818510677892,0.866025403784439,"1","1","1","4"
"4872","Cluster_5061_evm.TU.chromosome_7.1403","Cluster_5061","evm.TU.chromosome_7.1403",0.8,-0.774596669241483,1,"1","1","1","4"
"4873","Cluster_5061_evm.TU.chromosome_7.1516","Cluster_5061","evm.TU.chromosome_7.1516",-0.774596669241483,-0.948683298050514,0.866025403784439,"1","1","1","4"
"4874","Cluster_5061_evm.TU.chromosome_7.2283","Cluster_5061","evm.TU.chromosome_7.2283",0.8,-0.737864787372622,0,"2","2","2","3"
"4875","Cluster_5061_evm.TU.chromosome_7.911","Cluster_5061","evm.TU.chromosome_7.911",-0.2,0,1,"5","5","5","2"
"4876","Cluster_5061_evm.TU.chromosome_7.958","Cluster_5061","evm.TU.chromosome_7.958",0.737864787372622,0.8,0,"4","4","4","1"
"4877","Cluster_5061_evm.TU.chromosome_8.1121","Cluster_5061","evm.TU.chromosome_8.1121",-0.8,-0.4,1,"5","5","5","2"
"4878","Cluster_5061_evm.TU.chromosome_8.1313","Cluster_5061","evm.TU.chromosome_8.1313",0.4,0.4,-1,"4","4","4","1"
"4879","Cluster_5061_evm.TU.chromosome_8.1352","Cluster_5061","evm.TU.chromosome_8.1352",-1,-0.4,1,"5","5","5","2"
"4880","Cluster_5061_evm.TU.chromosome_8.1386","Cluster_5061","evm.TU.chromosome_8.1386",0.4,0.4,0.5,"3","3","3","5"
"4881","Cluster_5061_evm.TU.chromosome_8.1387","Cluster_5061","evm.TU.chromosome_8.1387",0.737864787372622,0.2,0,"2","2","2","3"
"4882","Cluster_5061_evm.TU.chromosome_8.1989","Cluster_5061","evm.TU.chromosome_8.1989",-0.6,0.8,0.866025403784439,"5","5","5","2"
"4883","Cluster_5061_evm.TU.chromosome_8.285","Cluster_5061","evm.TU.chromosome_8.285",0.4,-0.6,0.5,"1","1","1","4"
"4884","Cluster_5061_evm.TU.chromosome_8.434","Cluster_5061","evm.TU.chromosome_8.434",0.774596669241483,-0.316227766016838,-0.5,"2","2","2","3"
"4885","Cluster_5061_evm.TU.chromosome_9.1241","Cluster_5061","evm.TU.chromosome_9.1241",-0.2,-0.210818510677892,0.866025403784439,"1","1","1","4"
"4886","Cluster_508_evm.TU.chromosome_1.1002","Cluster_508","evm.TU.chromosome_1.1002",-0.948683298050514,-0.258198889747161,-0.5,"3","3","3","5"
"4887","Cluster_508_evm.TU.chromosome_1.1004","Cluster_508","evm.TU.chromosome_1.1004",0,0,0.5,"3","3","3","5"
"4888","Cluster_508_evm.TU.chromosome_1.1098","Cluster_508","evm.TU.chromosome_1.1098",0.4,-0.8,-0.5,"2","2","2","3"
