#,Date-Time (EST),Ch: 1 - Temperature  °C (°C),Ch: 2 - Light  lux (lux),Host Connected,Button Down,Button Up,End of File
77,01/27/2021 06:30:00,3.82,0,,,,
78,01/27/2021 06:40:00,3.82,1,,,,
79,01/27/2021 06:50:00,3.86,7,,,,
80,01/27/2021 07:00:00,3.90,29,,,,
81,01/27/2021 07:10:00,3.86,62,,,,
82,01/27/2021 07:20:00,3.94,120,,,,
83,01/27/2021 07:30:00,3.90,212,,,,
84,01/27/2021 07:40:00,3.94,273,,,,
85,01/27/2021 07:50:00,4.03,327,,,,
86,01/27/2021 08:00:00,4.03,360,,,,
87,01/27/2021 08:10:00,4.03,450,,,,
88,01/27/2021 08:20:00,4.07,619,,,,
89,01/27/2021 08:30:00,4.07,803,,,,
90,01/27/2021 08:40:00,4.12,1026,,,,
91,01/27/2021 08:50:00,4.16,1644,,,,
92,01/27/2021 09:00:00,4.24,1910,,,,
93,01/27/2021 09:10:00,4.29,1429,,,,
94,01/27/2021 09:20:00,4.33,1546,,,,
95,01/27/2021 09:30:00,4.33,2328,,,,
96,01/27/2021 09:40:00,4.33,2456,,,,
97,01/27/2021 09:50:00,4.33,2583,,,,
98,01/27/2021 10:00:00,4.42,3208,,,,
99,01/27/2021 10:10:00,4.42,4081,,,,
100,01/27/2021 10:20:00,4.42,3340,,,,
101,01/27/2021 10:30:00,4.46,3492,,,,
102,01/27/2021 10:40:00,4.46,3437,,,,
103,01/27/2021 10:50:00,4.50,3060,,,,
104,01/27/2021 11:00:00,4.50,3648,,,,
105,01/27/2021 11:10:00,4.59,4186,,,,
106,01/27/2021 11:20:00,4.63,4881,,,,
107,01/27/2021 11:30:00,4.54,39,,,,
108,01/27/2021 11:40:00,4.46,42,,,,
109,01/27/2021 11:50:00,4.37,37,,,,
110,01/27/2021 12:00:00,4.42,41,,,,
111,01/27/2021 12:10:00,4.37,58,,,,
112,01/27/2021 12:20:00,4.37,65,,,,
113,01/27/2021 12:30:00,4.37,67,,,,
114,01/27/2021 12:40:00,4.29,75,,,,
115,01/27/2021 12:50:00,4.29,75,,,,
116,01/27/2021 13:00:00,4.29,64,,,,
117,01/27/2021 13:10:00,4.33,65,,,,
118,01/27/2021 13:20:00,4.37,60,,,,
119,01/27/2021 13:30:00,4.29,58,,,,
120,01/27/2021 13:40:00,4.24,54,,,,
121,01/27/2021 13:50:00,4.24,55,,,,
122,01/27/2021 14:00:00,4.24,47,,,,
123,01/27/2021 14:10:00,4.20,36,,,,
124,01/27/2021 14:20:00,4.24,38,,,,
125,01/27/2021 14:30:00,4.20,21,,,,
126,01/27/2021 14:40:00,4.16,21,,,,
127,01/27/2021 14:50:00,4.20,16,,,,
128,01/27/2021 15:00:00,4.12,16,,,,
129,01/27/2021 15:10:00,4.16,13,,,,
130,01/27/2021 15:20:00,4.16,10,,,,
131,01/27/2021 15:30:00,4.16,9,,,,
132,01/27/2021 15:40:00,4.07,8,,,,
133,01/27/2021 15:50:00,4.12,9,,,,
134,01/27/2021 16:00:00,4.07,4,,,,
135,01/27/2021 16:10:00,4.07,4,,,,
136,01/27/2021 16:20:00,4.07,4,,,,
137,01/27/2021 16:30:00,4.03,2,,,,
138,01/27/2021 16:40:00,4.03,1,,,,
139,01/27/2021 16:50:00,4.03,0,,,,
140,01/27/2021 17:00:00,4.03,0,,,,
141,01/27/2021 17:10:00,4.03,0,,,,
142,01/27/2021 17:20:00,4.03,0,,,,
143,01/27/2021 17:30:00,4.03,0,,,,
144,01/27/2021 17:40:00,3.99,0,,,,
145,01/27/2021 17:50:00,4.03,0,,,,
146,01/27/2021 18:00:00,3.94,0,,,,
147,01/27/2021 18:10:00,3.99,0,,,,
148,01/27/2021 18:20:00,3.99,0,,,,
149,01/27/2021 18:30:00,3.99,0,,,,
150,01/27/2021 18:40:00,3.99,0,,,,
151,01/27/2021 18:50:00,4.03,0,,,,
152,01/27/2021 19:00:00,4.07,0,,,,
153,01/27/2021 19:10:00,4.03,0,,,,
154,01/27/2021 19:20:00,4.03,0,,,,
155,01/27/2021 19:30:00,4.07,0,,,,
156,01/27/2021 19:40:00,4.12,0,,,,
157,01/27/2021 19:50:00,4.03,0,,,,
158,01/27/2021 20:00:00,4.12,0,,,,
159,01/27/2021 20:10:00,4.12,0,,,,
160,01/27/2021 20:20:00,4.16,0,,,,
161,01/27/2021 20:30:00,4.12,0,,,,
162,01/27/2021 20:40:00,4.16,0,,,,
163,01/27/2021 20:50:00,4.16,0,,,,
164,01/27/2021 21:00:00,4.16,0,,,,
165,01/27/2021 21:10:00,4.24,0,,,,
166,01/27/2021 21:20:00,4.24,0,,,,
167,01/27/2021 21:30:00,4.20,0,,,,
168,01/27/2021 21:40:00,4.24,0,,,,
169,01/27/2021 21:50:00,4.24,0,,,,
170,01/27/2021 22:00:00,4.33,0,,,,
171,01/27/2021 22:10:00,4.29,0,,,,
172,01/27/2021 22:20:00,4.24,0,,,,
173,01/27/2021 22:30:00,4.24,0,,,,
174,01/27/2021 22:40:00,4.16,0,,,,
175,01/27/2021 22:50:00,4.12,0,,,,
176,01/27/2021 23:00:00,4.12,0,,,,
177,01/27/2021 23:10:00,4.07,0,,,,
178,01/27/2021 23:20:00,4.12,0,,,,
179,01/27/2021 23:30:00,4.07,0,,,,
180,01/27/2021 23:40:00,4.03,0,,,,
181,01/27/2021 23:50:00,4.03,0,,,,
182,01/28/2021 00:00:00,3.99,0,,,,
183,01/28/2021 00:10:00,4.03,0,,,,
184,01/28/2021 00:20:00,3.94,0,,,,
185,01/28/2021 00:30:00,3.90,0,,,,
186,01/28/2021 00:40:00,3.86,0,,,,
187,01/28/2021 00:50:00,3.82,0,,,,
188,01/28/2021 01:00:00,3.82,0,,,,
189,01/28/2021 01:10:00,3.82,0,,,,
190,01/28/2021 01:20:00,3.73,0,,,,
191,01/28/2021 01:30:00,3.69,0,,,,
192,01/28/2021 01:40:00,3.64,0,,,,
193,01/28/2021 01:50:00,3.64,0,,,,
194,01/28/2021 02:00:00,3.69,0,,,,
195,01/28/2021 02:10:00,3.60,0,,,,
196,01/28/2021 02:20:00,3.60,0,,,,
197,01/28/2021 02:30:00,3.60,0,,,,
198,01/28/2021 02:40:00,3.60,0,,,,
199,01/28/2021 02:50:00,3.56,0,,,,
200,01/28/2021 03:00:00,3.56,0,,,,
201,01/28/2021 03:10:00,3.52,0,,,,
202,01/28/2021 03:20:00,3.52,0,,,,
203,01/28/2021 03:30:00,3.52,0,,,,
204,01/28/2021 03:40:00,3.47,0,,,,
205,01/28/2021 03:50:00,3.52,0,,,,
206,01/28/2021 04:00:00,3.47,0,,,,
207,01/28/2021 04:10:00,3.52,0,,,,
208,01/28/2021 04:20:00,3.47,0,,,,
209,01/28/2021 04:30:00,3.47,0,,,,
210,01/28/2021 04:40:00,3.56,0,,,,
211,01/28/2021 04:50:00,3.43,0,,,,
212,01/28/2021 05:00:00,3.56,0,,,,
213,01/28/2021 05:10:00,3.56,0,,,,
214,01/28/2021 05:20:00,3.56,0,,,,
215,01/28/2021 05:30:00,3.56,0,,,,
216,01/28/2021 05:40:00,3.56,0,,,,
217,01/28/2021 05:50:00,3.56,0,,,,
218,01/28/2021 06:00:00,3.56,0,,,,
219,01/28/2021 06:10:00,3.60,0,,,,
220,01/28/2021 06:20:00,3.56,0,,,,
221,01/28/2021 06:30:00,3.56,0,,,,
222,01/28/2021 06:40:00,3.60,0,,,,
223,01/28/2021 06:50:00,3.73,0,,,,
224,01/28/2021 07:00:00,3.73,0,,,,
225,01/28/2021 07:10:00,3.77,1,,,,
226,01/28/2021 07:20:00,3.90,2,,,,
227,01/28/2021 07:30:00,3.86,3,,,,
228,01/28/2021 07:40:00,3.86,4,,,,
229,01/28/2021 07:50:00,3.90,4,,,,
230,01/28/2021 08:00:00,3.86,5,,,,
231,01/28/2021 08:10:00,3.82,6,,,,
232,01/28/2021 08:20:00,3.90,11,,,,
233,01/28/2021 08:30:00,3.90,12,,,,
234,01/28/2021 08:40:00,3.86,12,,,,
235,01/28/2021 08:50:00,3.86,14,,,,
236,01/28/2021 09:00:00,3.90,17,,,,
237,01/28/2021 09:10:00,3.90,17,,,,
238,01/28/2021 09:20:00,3.99,18,,,,
239,01/28/2021 09:30:00,4.03,17,,,,
240,01/28/2021 09:40:00,4.16,18,,,,
241,01/28/2021 09:50:00,4.24,18,,,,
242,01/28/2021 10:00:00,4.29,19,,,,
243,01/28/2021 10:10:00,4.24,21,,,,
244,01/28/2021 10:20:00,4.20,23,,,,
245,01/28/2021 10:30:00,4.24,27,,,,
246,01/28/2021 10:40:00,4.20,31,,,,
247,01/28/2021 10:50:00,4.24,34,,,,
248,01/28/2021 11:00:00,4.29,31,,,,
249,01/28/2021 11:10:00,4.24,31,,,,
250,01/28/2021 11:20:00,4.24,29,,,,
251,01/28/2021 11:30:00,4.29,32,,,,
252,01/28/2021 11:40:00,4.29,32,,,,
253,01/28/2021 11:50:00,4.24,28,,,,
254,01/28/2021 12:00:00,4.24,28,,,,
255,01/28/2021 12:10:00,4.20,31,,,,
256,01/28/2021 12:20:00,4.24,30,,,,
257,01/28/2021 12:30:00,4.24,28,,,,
258,01/28/2021 12:40:00,4.24,29,,,,
259,01/28/2021 12:50:00,4.20,32,,,,
260,01/28/2021 13:00:00,4.20,37,,,,
261,01/28/2021 13:10:00,4.12,35,,,,
262,01/28/2021 13:20:00,4.16,43,,,,
263,01/28/2021 13:30:00,4.16,38,,,,
264,01/28/2021 13:40:00,4.07,41,,,,
265,01/28/2021 13:50:00,4.07,39,,,,
266,01/28/2021 14:00:00,4.12,37,,,,
267,01/28/2021 14:10:00,4.07,32,,,,
268,01/28/2021 14:20:00,4.03,30,,,,
269,01/28/2021 14:30:00,4.07,30,,,,
270,01/28/2021 14:40:00,3.99,24,,,,
271,01/28/2021 14:50:00,3.99,24,,,,
272,01/28/2021 15:00:00,3.90,27,,,,
273,01/28/2021 15:10:00,3.86,23,,,,
274,01/28/2021 15:20:00,3.90,20,,,,
275,01/28/2021 15:30:00,3.90,16,,,,
276,01/28/2021 15:40:00,3.90,15,,,,
277,01/28/2021 15:50:00,3.90,14,,,,
278,01/28/2021 16:00:00,3.86,10,,,,
279,01/28/2021 16:10:00,3.90,9,,,,
280,01/28/2021 16:20:00,3.82,6,,,,
281,01/28/2021 16:30:00,3.82,4,,,,
282,01/28/2021 16:40:00,3.82,3,,,,
283,01/28/2021 16:50:00,3.73,1,,,,
284,01/28/2021 17:00:00,3.77,0,,,,
285,01/28/2021 17:10:00,3.77,0,,,,
286,01/28/2021 17:20:00,3.73,0,,,,
287,01/28/2021 17:30:00,3.73,0,,,,
288,01/28/2021 17:40:00,3.73,0,,,,
289,01/28/2021 17:50:00,3.69,0,,,,
290,01/28/2021 18:00:00,3.69,0,,,,
291,01/28/2021 18:10:00,3.64,0,,,,
292,01/28/2021 18:20:00,3.69,0,,,,
293,01/28/2021 18:30:00,3.60,0,,,,
294,01/28/2021 18:40:00,3.60,0,,,,
295,01/28/2021 18:50:00,3.56,0,,,,
296,01/28/2021 19:00:00,3.60,0,,,,
297,01/28/2021 19:10:00,3.56,0,,,,
298,01/28/2021 19:20:00,3.56,0,,,,
299,01/28/2021 19:30:00,3.52,0,,,,
300,01/28/2021 19:40:00,3.56,0,,,,
301,01/28/2021 19:50:00,3.56,0,,,,
302,01/28/2021 20:00:00,3.60,0,,,,
303,01/28/2021 20:10:00,3.56,0,,,,
304,01/28/2021 20:20:00,3.56,0,,,,
305,01/28/2021 20:30:00,3.60,0,,,,
306,01/28/2021 20:40:00,3.56,0,,,,
307,01/28/2021 20:50:00,3.64,0,,,,
308,01/28/2021 21:00:00,3.73,0,,,,
309,01/28/2021 21:10:00,3.86,0,,,,
310,01/28/2021 21:20:00,3.94,0,,,,
311,01/28/2021 21:30:00,3.99,0,,,,
312,01/28/2021 21:40:00,4.03,0,,,,
313,01/28/2021 21:50:00,4.12,0,,,,
314,01/28/2021 22:00:00,4.12,0,,,,
315,01/28/2021 22:10:00,4.12,0,,,,
316,01/28/2021 22:20:00,4.12,0,,,,
317,01/28/2021 22:30:00,3.99,0,,,,
318,01/28/2021 22:40:00,3.94,0,,,,
319,01/28/2021 22:50:00,3.94,0,,,,
320,01/28/2021 23:00:00,3.82,0,,,,
321,01/28/2021 23:10:00,3.69,0,,,,
322,01/28/2021 23:20:00,3.69,0,,,,
323,01/28/2021 23:30:00,3.69,0,,,,
324,01/28/2021 23:40:00,3.60,0,,,,
325,01/28/2021 23:50:00,3.60,0,,,,
326,01/29/2021 00:00:00,3.52,0,,,,
327,01/29/2021 00:10:00,3.47,0,,,,
328,01/29/2021 00:20:00,3.43,0,,,,
329,01/29/2021 00:30:00,3.39,0,,,,
330,01/29/2021 00:40:00,3.30,0,,,,
331,01/29/2021 00:50:00,3.30,0,,,,
332,01/29/2021 01:00:00,3.17,0,,,,
333,01/29/2021 01:10:00,3.17,0,,,,
334,01/29/2021 01:20:00,3.09,0,,,,
335,01/29/2021 01:30:00,3.00,0,,,,
336,01/29/2021 01:40:00,2.96,0,,,,
337,01/29/2021 01:50:00,2.91,0,,,,
338,01/29/2021 02:00:00,2.87,0,,,,
339,01/29/2021 02:10:00,2.74,0,,,,
340,01/29/2021 02:20:00,2.74,0,,,,
341,01/29/2021 02:30:00,2.74,0,,,,
342,01/29/2021 02:40:00,2.70,0,,,,
343,01/29/2021 02:50:00,2.66,0,,,,
344,01/29/2021 03:00:00,2.66,0,,,,
345,01/29/2021 03:10:00,2.66,0,,,,
346,01/29/2021 03:20:00,2.66,0,,,,
347,01/29/2021 03:30:00,2.61,0,,,,
348,01/29/2021 03:40:00,2.57,0,,,,
349,01/29/2021 03:50:00,2.61,0,,,,
350,01/29/2021 04:00:00,2.53,0,,,,
351,01/29/2021 04:10:00,2.53,0,,,,
352,01/29/2021 04:20:00,2.49,0,,,,
353,01/29/2021 04:30:00,2.44,0,,,,
354,01/29/2021 04:40:00,2.44,0,,,,
355,01/29/2021 04:50:00,2.44,0,,,,
356,01/29/2021 05:00:00,2.49,0,,,,
357,01/29/2021 05:10:00,2.49,0,,,,
358,01/29/2021 05:20:00,2.49,0,,,,
359,01/29/2021 05:30:00,2.49,0,,,,
360,01/29/2021 05:40:00,2.53,0,,,,
361,01/29/2021 05:50:00,2.44,0,,,,
362,01/29/2021 06:00:00,2.49,0,,,,
363,01/29/2021 06:10:00,2.49,0,,,,
364,01/29/2021 06:20:00,2.44,0,,,,
365,01/29/2021 06:30:00,2.49,0,,,,
366,01/29/2021 06:40:00,2.57,0,,,,
367,01/29/2021 06:50:00,2.61,0,,,,
368,01/29/2021 07:00:00,2.57,0,,,,
369,01/29/2021 07:10:00,2.66,1,,,,
370,01/29/2021 07:20:00,2.74,3,,,,
371,01/29/2021 07:30:00,2.87,4,,,,
372,01/29/2021 07:40:00,2.96,5,,,,
373,01/29/2021 07:50:00,3.04,7,,,,
374,01/29/2021 08:00:00,3.17,7,,,,
375,01/29/2021 08:10:00,3.34,9,,,,
376,01/29/2021 08:20:00,3.47,9,,,,
377,01/29/2021 08:30:00,3.56,10,,,,
378,01/29/2021 08:40:00,3.69,12,,,,
379,01/29/2021 08:50:00,3.77,19,,,,
380,01/29/2021 09:00:00,3.77,32,,,,
381,01/29/2021 09:10:00,8.32,72,,,,
382,01/29/2021 09:20:00,11.11,72,,,,
383,01/29/2021 09:30:00,12.65,72,,,,
384,01/29/2021 09:40:00,13.43,72,,,,
385,01/29/2021 09:50:00,13.81,29,,,,
386,01/29/2021 10:00:00,13.60,31,,,,
387,01/29/2021 10:08:32,,,,Logged,Logged,
388,01/29/2021 10:08:34,,,Logged,,,Logged
