,kallisto.trimmed.AST-1065_R1_001.fastq.gz,kallisto.trimmed.AST-1105_R1_001.fastq.gz,kallisto.trimmed.AST-1147_R1_001.fastq.gz,kallisto.trimmed.AST-1412_R1_001.fastq.gz,kallisto.trimmed.AST-1560_R1_001.fastq.gz,kallisto.trimmed.AST-1567_R1_001.fastq.gz,kallisto.trimmed.AST-1617_R1_001.fastq.gz,kallisto.trimmed.AST-1722_R1_001.fastq.gz,kallisto.trimmed.AST-2000_R1_001.fastq.gz,kallisto.trimmed.AST-2007_R1_001.fastq.gz,kallisto.trimmed.AST-2302_R1_001.fastq.gz,kallisto.trimmed.AST-2360_R1_001.fastq.gz,kallisto.trimmed.AST-2398_R1_001.fastq.gz,kallisto.trimmed.AST-2404_R1_001.fastq.gz,kallisto.trimmed.AST-2412_R1_001.fastq.gz,kallisto.trimmed.AST-2512_R1_001.fastq.gz,kallisto.trimmed.AST-2523_R1_001.fastq.gz,kallisto.trimmed.AST-2563_R1_001.fastq.gz,kallisto.trimmed.AST-2729_R1_001.fastq.gz,kallisto.trimmed.AST-2755_R1_001.fastq.gz
::chromosome_8:2764594-2772111,29.5704,0,18.7038,19.4462,18.8389,3.24915,12.4524,26.1498,30.9478,44.9224,20.7653,16.5197,23.1885,44.0574,24.5978,3.53938,21.9082,29.9191,12.2836,3.26161
::chromosome_5:8288513-8294763,52.954,0,33.0654,40.6728,36.2321,11.4298,56.7411,72.0628,30.1004,164.194,45.1939,20.0815,61.3231,165.116,226.451,74.2143,49.2421,148.686,26.9194,2
::chromosome_14:26966853-26968977,0,0,9,2,0,0,7,6,0,0,4,0,0,9,4,0,0,4,0,0
::chromosome_2:15601469-15632423,1224.26,0,721.219,167.199,33.79,473.576,773.315,1325.62,274.727,481.254,1818.52,359.691,1498.82,137.432,426.46,60.5364,189.663,556.044,90.0314,44.4103
::chromosome_10:6572904-6585977,66.0721,0,160.572,86.7522,90.3383,68.4696,217.333,100.079,200.673,102.899,131.933,58.389,65.7529,343.682,89.2926,12.1489,24.7321,71.0692,21.58,5.46362
::chromosome_3:9268224-9271864,14.8047,0,33.4432,4.89009,2,5.05903,23.2975,6.47037,14.0183,21.9008,23.6593,6.53564,6.01516,17.9035,7.16153,4.41317,10.565,13.3496,5.01013,1.0278
::chromosome_12:40969806-40970181,1.02086,0,8.95511,0,0,0.960146,6.64434,0,0,9.59646,0,0,1.05572,3.47633,1.76565,0,1.16228,3.13977,0,0
::chromosome_8:10340303-10341161,42,0,43,44,0,21,45,39,1,44,66,42,57,60,24,8,6,46,5,1
::chromosome_14:39803430-39808836,83.9704,0,140.296,61.3199,7,14.0687,71,166.897,23.618,83.117,166.073,25.3878,93.1114,123.063,46.1494,15.7349,74.3996,62,12,10
::chromosome_12:21707868-21721915,12.2457,0,41.9842,9.49943,23.2834,24.8207,22.716,18.1858,13.0797,7.07822,17.1517,30.6495,34.25,70.8499,54.033,157.066,10.8903,21.1157,15.616,11.3356
::chromosome_14:7610573-7611770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_11:18152635-18154553,16,0,28,4,0,7,17.1215,21,3,24,24,11,24,18.27,14,4,10,27,0,1
::chromosome_6:3747854-3762351,1238.44,0,1604.27,1013.54,124.718,529.295,1327.29,983.476,186.223,984.346,1927.56,990.609,1295.29,2195.24,1160.73,270.055,1650.05,1275.03,236.073,107.218
::chromosome_12:30886227-30894602,2790.35,0,2927,1587.54,165.075,733.836,2947.21,2526.17,1347.24,2613.65,3138.23,1701.81,2238.09,2706.97,2620.41,672.948,2602.49,2299.73,420.196,279.684
::chromosome_3:19350958-19368470,177.189,0,234.891,154.178,17.0029,117.41,143.04,248.135,24.7122,277.99,490.701,151.811,357.84,137.453,272.228,170.096,260.614,130.837,26.3175,27.1412
::chromosome_2:2125144-2129265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_14:2195987-2203426,61.9872,0,193.397,37.6976,2.01029,23.2173,128.424,37.2991,16.3241,108.041,40.8514,33.5409,33.6083,78.1779,75.2397,24.5573,53.7435,99.3113,21.7554,10.1839
::chromosome_5:20118809-20127694,387.721,0,1686.25,295.434,23.5272,125.034,568.191,645.937,35.9651,516.216,177.589,184.06,644.08,351.908,404.949,81.6352,210.594,230.856,27.1795,26.259
::chromosome_12:4367996-4370652,3,0,3,0,0,1,2,1,0,2,0,2,1,0,1,0,1,7,0,0
::chromosome_10:160762-164494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5867,0
::chromosome_6:14139963-14141013,23,0,14,0,0,31,10,18,22,19,17,44,0,33.1424,54,1.5,40,14.2857,0,0
::chromosome_8:29026194-29030399,107.474,0,984.553,34.4618,4,40,87.2132,105.596,18.0496,142.324,127.931,44,90.3269,489,93,20.4033,87.7863,113.321,26.0222,32.7389
::chromosome_3:17665354-17675689,542.639,0,1091.76,100.27,16.6167,202.099,734.09,832.516,61.5319,602.131,590.197,277.719,842.177,432.892,425.185,123.874,608.596,349.2,39.8054,53.2434
::chromosome_6:27191028-27192484,25.0969,0,15.4591,18.2262,0,7.11738,147.61,36.949,44.2874,45.4133,135.809,37.9088,47.3687,81.6802,83.2526,9.17724,31.2707,28.5283,0,10.9597
::chromosome_14:26322869-26325586,11.6689,0,9.01305,3.535,0,6.38877,8.26582,3.5949,14.1003,44.9325,5.07094,28.5158,2.14242,9.21898,64.3283,0,4.66662,2.2708,1.77507,0
::chromosome_11:11755307-11760837,252.922,0,500.509,237,21,142,269.248,390.976,65.3104,246.278,372.752,146,425,158.002,246.291,40,200,174.291,55,32
::chromosome_12:7868873-7870671,38,0,50,13,0,27,43,89,2,95,64,85,83,25,33,10,27,58,1,4
::chromosome_6:23944784-23946292,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0
::chromosome_14:20264881-20267957,1.0147,0,20.8128,0,0,4.56677,3.10627,15.0906,6.32624,1.08167,0,0,1.35574,9.17261,0,1.01834,2.00809,0,0,2
::chromosome_12:14127102-14128162,0,0,1,1,0,1.14228,0,0,0,0,5,0,0,0,0,0,0,0,0,0
::chromosome_7:21534534-21538792,20.2325,0,28.9956,50.5754,4,4,61.7933,58.2595,8,30.0491,19.2539,16.523,20.7808,23.1076,14.0193,5.49755,17.3274,29.0696,2.24981,1
::chromosome_9:8291878-8293541,7,0,1694.09,2.01533,18,441,14,589,38,6,3206,50.0065,117,16,12.0022,20.008,9,301,12,13
::chromosome_1:7380449-7428271,464.655,0,1679.16,105.175,28.4128,415.611,881.223,919.48,95.3314,575.244,514.462,470.751,1040.29,508.54,534.908,92.4897,704.718,632.761,45.5285,63.4551
::chromosome_13:39330158-39337158,673.157,0,1056.65,415.411,52.3722,248.47,783.805,561.33,200.297,776.57,620.779,295.9,301.822,546.711,702.706,94.8009,593.834,529.623,127.878,63.5267
::chromosome_7:16949111-16951605,1,0,0,9,7,1,2,2,11,2,8,26,15,0,0,0,1,7,0,0
::chromosome_13:6089314-6093166,290.182,0,332.781,65,2.01643,66.0715,122.889,198.989,51.7926,94.1339,235.972,88.3045,168.121,113.045,137.614,29.0097,124.867,90.7901,7.80609,15
::chromosome_1:17558792-17564342,12340.9,0,14166.3,11514.7,560.992,2924.01,13548.3,10531.7,7488.6,13987.5,16515.3,8660.28,11586.9,13534.3,13595.2,3324.26,12577.3,13713.2,2703.95,2022.87
::chromosome_14:5496498-5497368,91,0,98,11,0,3,32,35,0,51,62,44,54,106,52,26,85,82,6,7
::chromosome_11:31422365-31425767,172.079,0,78.3116,113.94,2.04038,29.0876,132.707,63.5557,20.1699,69.7431,123.199,20.5239,93.9254,138.047,167.969,33.4036,70.2431,68.5563,7.69969,19
::chromosome_8:22194194-22202849,210.084,0,479.127,60.9484,1.00944,60.8484,178.291,209.514,21.0907,162.214,241.333,112.27,287.922,231.195,148.046,33.1361,230.82,159.613,11.1167,26.3678
::chromosome_8:8784297-8787294,18.7159,0,32.6605,99.0833,21,65.8308,165.353,57.789,45.3511,81.1526,32.5605,20.6052,21.2881,48.3975,43.1166,2.0142,23.277,17.7997,19,3.12313
::chromosome_11:1401001-1412968,220.795,0,174.397,317.852,4.08534,31.1533,159.056,94.0019,157.733,193.9,249.037,101.208,139.017,323.183,353.627,48.6188,100.97,219.98,41.8746,32
::chromosome_4:19482929-19484729,9.00381,0,9,1,0,43,17,12.0173,0,1,7,5.01879,29,69,1,5,52,25,4,6
::chromosome_14:46559619-46565575,18,0,52.4858,22,0,5,32,30,23.2734,25,31.0496,29,39,58,42,6,33.1233,49,4,9
::chromosome_2:11055791-11056049,0,0,0,0,0,0,5,2,0,0,2,0,2,3,3,0,2,0,0,0
::chromosome_6:13986876-13987458,7,0,7,5,4,1,4,3,2,6,5,7,1,11,3,0,1,1,1,4
::chromosome_3:5438494-5440456,74.47,0,123.047,11.8028,0,0,33.0766,11.5323,29.2492,34.6217,66.1934,10.2603,80.608,156.012,33.5601,4.74023,40.0499,45.0499,2.41002,1.65214
::chromosome_14:1292579-1293350,0,0,5.8015,17.5588,0,8.24112,3.19721,4.98666,0,3.80631,12.7228,2.24406,15.4003,7.32705,0,0,4.2494,6.51841,0,0
::chromosome_1:6477477-6481004,16.0354,0,3.00797,0,0,6.00599,1.00476,1.00658,0,13.1039,4.00332,3.00083,4.03125,0,2.20033,0,1.00663,5,0,0
::chromosome_14:48781681-48783379,41,0,42,13,0,6,40,35,0,19,32,3,32,16,18,0,27,27,0,2
::chromosome_14:4870058-4872644,86,0,123.183,3,1,31,71,38,12,85,86.8225,31,41.491,66.3873,44.7382,10,47,48.9424,0,5
::chromosome_6:15305342-15306096,0,0,0,0,0,5,4,0,0,2,0,0,6,0,0,0,0,2,0,0
::chromosome_1:8807806-8820653,222.833,0,197.789,57.1968,24.6839,51.4628,157.958,119.29,34.3065,164.63,135.739,74.9992,77.2786,266.31,122.415,36.6786,161.424,161.867,20.9716,8.39437
::chromosome_5:8954811-8961389,99.267,0,248.944,12.3871,1.00841,32.1214,121.346,115.219,23.7286,102.799,80.8114,77.6114,176.981,93.0635,107.639,32.2858,77.092,63.6216,2.02914,8.00724
::chromosome_6:15016240-15016849,0,0,0,0,0,4,1,1,0,0,0,0,0,22,0,0,0,0,0,0
::chromosome_14:32938610-32947596,7851.21,0,11460.1,3158.07,280.802,2579.21,7365.57,8473.19,1112.74,6679.06,10167.4,4500.64,6929.92,8642.1,9246.38,1537.81,9414.39,8156.57,518.9,806.341
::chromosome_14:58343451-58347525,24.0014,0,62.1646,65.0442,0.5,12.7688,52.5556,78.6761,8.4,128.585,46.8084,35.7273,24.8245,201.258,37.3289,11.6667,1.8103,34.7939,0,5.18328
::chromosome_14:20332568-20336483,9,0,11,3,0,5,4.16275,8,7,12,7.19129,3,8,11,4,0,7,3,5,3
::chromosome_6:15299005-15299314,2,0,0,0,0,1,0,0,0,3,2,0,0,0,2,0,0,1.66445,0,0
::chromosome_12:24595315-24606169,4.00192,0,11,4,0,2,7.10225,9.30177,10,4,4.00454,17,14.5877,8.01739,9,5.76335,3,5,0,0
::chromosome_11:25677031-25677631,18.6251,0,19.6457,0,0,7.60974,57.3843,24.487,4.61412,5.79,1.76118,0.892913,0,6.12756,31.0749,6.96953,3.27549,0.714808,0,3.6915
::chromosome_3:21381857-21388876,58.7905,0,178.782,47.793,6.78526,29.1288,102.424,100.587,43.8965,104.942,111.506,35.379,54.8985,71.3919,79.2161,24.0192,62.8059,27.1382,7.60003,3.44567
::chromosome_13:40219407-40220942,8,0,1,0,0,1,0,5,0,1,3,0,0,12,0,1,0,1,0,0
::chromosome_11:25658387-25670429,471.056,0,741.719,74.6713,23.5865,80.1272,448.425,402.78,32.2811,390.186,407.315,179.608,304.028,461.507,382.137,42.8032,480.709,369.3,10.0838,36.748
::chromosome_4:21902356-21911785,7.03527,0,18.1848,4.14292,0,12.2536,9.10641,12.1391,7.23042,1.01864,8.07987,4.11907,32.3665,1.00847,7.05641,7.04505,2.01584,2.0449,0,0
::chromosome_14:2004552-2007417,0,0,0,2,0,1,0,0,0,0,40,30,118,52,49,0,0,1,1,0
::chromosome_13:20885689-20886349,1.26639,0,0,1,0,0,0,0,0,9.20335,13.6336,0,0,1.04095,0,0,0,0,0,0
::chromosome_5:747286-766709,1286.42,0,2052.36,742.607,78,540.944,1716.68,1698.3,499.203,2068.52,1722.59,1235.83,2108.4,1526.22,1534.61,317.864,1550.7,1389.47,217,163
::chromosome_14:28948912-28949794,23.1301,0,7.46902,7.64199,1,1.14922,0,11.043,0,6,1,2,0,8.45065,27.9758,1,5,12.5136,0,1
::chromosome_8:25862021-25874057,226.912,0,387.794,52.9757,18.1554,73.8336,220.113,173.185,87.5921,282.208,136.345,103.641,184.588,164.277,261.826,25.6743,184.192,120.344,26.6608,12.1968
::chromosome_13:23426671-23426884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
::chromosome_1:19088753-19093226,21.81,0,17.5297,5.55135,0,5.13627,19.5156,21.9885,12.4666,10.8792,6.46029,0,3.19792,63.2196,3.3526,0,13.7683,1.09132,0,0
::chromosome_2:19183582-19183819,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
::chromosome_14:4055518-4059728,22.8039,0,78.289,13.4484,0,16.5802,27.7424,3.03151,2,9.19275,9.12308,24.183,20.3276,10.2106,15.2101,9.37928,22.6234,29.3944,2,0
::chromosome_10:14525623-14526430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_6:10275409-10279734,12.2672,0,2.00862,30.6615,2,22.1922,2.07265,8.00704,8.33711,36.4569,90.5375,114.309,105.07,114.272,40.0267,31,57.7002,7.01901,2.01083,5
::chromosome_5:19564520-19567205,1.00017,0,0,0,0,0,0,0,0,0,1.02186,7.3576,1.01812,0,7,0,0,21,0,0
::chromosome_3:22311302-22315448,19.0202,0,110.545,6,0,16.0554,70,76.5506,7.47797,38.0937,107.606,12,22,27,7,1.00649,10,3,6,3
::chromosome_3:16949278-16955934,0,0,5.06862,4.0382,0,2.32847,96.3083,1.04759,1.18233,68.2101,49.6707,8.25668,0,38.3143,2.11678,3.16038,33.6574,6.21309,0,2.02118
::chromosome_4:27228548-27234752,147,0,113,10,10,17,79,49,10,63,99,29,51,82,63,6,49,68,0,5
::chromosome_11:21314168-21319475,65.9939,0,30.5899,8.50219,0,27.6383,110.107,21.7964,31.0288,36.307,40.7073,3.40622,43.3237,40.8777,7.42147,3.20644,10.2801,37.0687,9.1535,0
::chromosome_8:14043786-14055258,49.7658,0,772.929,35.34,12.3129,26.7749,40.8181,87.018,32.5673,40.9996,165.405,8.85658,30.6369,58.4649,64.6907,26.8304,16.498,63.8481,4.30529,9.10535
::chromosome_2:12732274-12735187,0,0,31,13,7,26,7,36.9442,39,86,11,10,19.2789,28,17,5,2,4,1,0
::chromosome_14:20941881-20943029,0,0,12,2,0,0,4,1,0,0,0,7,0,38,34,1,25,0,0,0
::chromosome_6:2121612-2122698,18,0,3,17,0,0,13,11,0,27,18,12,23,14,14,8,10,23,4,0
::chromosome_6:28588623-28591540,28.4171,0,9.61022,15.8954,1.46898,3.14992,9.605,69.9993,1.18677,27.9995,36.4641,4.44062,21.9621,17.1012,11.9876,1.14844,7.0535,5.77522,4.17584,0
::chromosome_9:23975891-23979081,9.8895,0,16.2852,15.3182,5,5.55253,27.412,12.1483,13.6023,13.0213,8.1277,10.2206,3.86579,16.5276,16.6432,12.2072,11.1442,21.37,0,0
::chromosome_9:16277274-16295227,2652.85,0,4196.99,2488.61,272.05,1107.89,2725.89,4076.42,1361.36,3718.41,4518.07,2538.77,4466.42,2202.74,2801.86,496.881,2973.61,2339.55,726.888,459.355
::chromosome_7:15940433-15942495,0,0,0,0,0,0,0,0,0,1.51728,0,0,2.92107,0,8.08959,0,0,0,0,0
::chromosome_10:1148338-1148997,762,0,372,511,24,80,279,302,91,823,975,222,134,307,635,38,454,613,158,15
::chromosome_2:20918125-20919863,5,0,10,0,0,0,3.1772,0,1,12,3,5,0,3,1.08521,1,0,3,0,1
::chromosome_4:23209254-23210919,20.4566,0,13.1846,7.08797,0.114388,0,3.18158,5.33214,2,13,37.0442,6.17737,2.09854,18.5914,2.13731,12.7054,8.14794,18.8276,0,0
::chromosome_1:1100571-1105218,18.0958,0,9.55872,11.6872,0,5.95754,41.0591,39.2307,325.149,37.6373,3.28954,46.0373,26.5437,59.4802,31.2522,2.18668,4.56054,21.3921,0,0
::chromosome_3:13454462-13455821,0.0553726,0,0,0,0,3.77827,0,0,0,0,0,0,0,0,1,0,0,0,0,0
::chromosome_14:29729094-29737197,18.0353,0,44.0674,21.0299,3,27.0351,13.1072,11.0181,6.05299,18.0225,22.1034,26.0715,6.12596,26.0274,40.0773,1.00383,9.00903,25.0194,3,2
::chromosome_9:14524878-14530760,17.2559,0,44.5997,15,10,8.27237,4.28382,39.4498,76.9376,28.6841,22.9295,10.6113,9.35147,6.10226,11.4277,4.10199,24.5637,50.1321,25.0786,1.05309
::chromosome_7:1828756-1831485,82,0,47,19,3,7,57,45,30,109,94,47,35,94,65,16,50,59,9,5
::chromosome_9:5140095-5149003,4.75352,0,97.8065,17.1075,0,4.24841,9.67492,5.34183,8.46071,4.14923,3.30471,5.41617,49.61,6.58286,10.4423,0,3.59166,5.80552,2.31658,12.6339
::chromosome_12:32141772-32144232,5,0,2,0,0,0,0,0,0,1,0,0,0,7,2,0,0,0,0,0
::chromosome_7:11230001-11230514,0,0,1,0,0,0,7,3,0,0,0,16,0,9,19,0,0,0,0,1
::chromosome_7:2327943-2330304,45,0,50,2,0,27,31,41,14,17,43,14,29,29,9,2,12,21,0,4
::chromosome_5:9856627-9857649,0,0,0,0,0,0,0,0,2.04425,1.59518,0,0,11.7628,0,1.23072,7.62788,0,0,0,0
::chromosome_7:5505891-5516231,51.6046,0,63.9521,29.5824,3.38878,26.6865,63.4413,44.8439,37.2262,56.259,31.0111,14.0091,39.5507,42.452,21.3085,13.7005,32.2101,19.3285,15.4618,2.24129
::chromosome_4:2535893-2540153,1419.7,0,2023.76,948.301,79.2999,283.453,1499.87,1421.17,741.947,1405.17,1936.96,845.634,1421.1,1225.67,1405.48,336.74,1433.81,1225.96,277.331,151.736
::chromosome_2:8999816-9001033,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40918,0,0,0,0,0,0
::chromosome_10:1668361-1674903,17.8073,0,28.9313,17.4884,18.6167,22.1666,47.1703,3.26218,17.8975,11.7997,5.29062,6.37424,58.6526,31.2705,8.36111,12.6772,21.8989,8.88137,0,3.20962
::chromosome_6:25450005-25453972,80.1564,0,87,7.00378,2,30,54,61.1419,3,71,38,36,63.0387,57.0976,34,8,36,37,0,4
::chromosome_14:23793155-23793464,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
::chromosome_11:6971214-6971565,0,0,3.12847,0,0,0,2.53785,0,0,0,0,0,0,0,2.93529,0,1.04939,0,1,0
::chromosome_1:8907607-8908114,0,0,0,5.67464,0,0,0,0,0,33.2064,13.1726,0,2.79622,0.597954,0,0.81352,0.346668,17.0618,0,0
::chromosome_4:17590704-17592277,0,0,0,0,0,2,0,0,0,0,7,0,0,1,0,0,0,0,0,0
::chromosome_12:18264466-18267763,79,0,64,36,6,5,28,32,41,62,84,24,34,44,55,3,55,52,8,6
::chromosome_7:22354388-22355327,3,0,13,4,0,2,6,1,0,9,5,6,1,4,7,1,5,1,0,0
::chromosome_1:19972177-19988834,442.007,0,721.033,98.9766,44.8966,235.345,380.732,615.239,108.25,424.41,382.17,217.743,353.92,362.398,384.818,73.8393,333.373,388.585,40.9481,32.0207
::chromosome_10:17631690-17635544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_8:21855633-21857828,14,0,14,3,0,7,2,9.92555,3,25,29,1,11.7682,20,7,0,1,2,1,0
::chromosome_14:48765987-48775504,124.594,0,211.13,47.2589,15,48.1351,134.871,120.696,17.1759,71.4658,113.681,56.9268,166.015,128.853,101.002,19.665,100.224,181.3,17.0104,16.328
::chromosome_14:8980939-8987939,301.923,0,367.521,650.342,21,245.903,340.294,311.153,212.505,987.846,447.379,23.1225,96.5063,734.211,98.8503,16.634,281.876,72.2945,64.1707,4.05238
::chromosome_10:1109604-1111379,170.977,0,28.0147,106,0,5.07515,20,4.01567,4.00928,101.467,82.1155,34,34,38.2731,102.096,4,48.1557,100,11,9
::chromosome_13:24111414-24115620,426.86,0,3270.12,155.434,112,762.359,322.77,1276.52,40.0674,257.327,1254.01,226.069,983.036,820.269,200.631,46.0184,892.163,182.452,207.357,69.1
::chromosome_14:34147141-34147766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
::chromosome_14:56614627-56619156,207.434,0,555.569,68.0424,5,100.3,248.626,107.42,8.92174,145.505,189.714,122.103,128.605,223.785,207.006,25.5193,64.901,156.186,9.36455,9.69222
::chromosome_8:6412423-6412992,1,0,6,0,0,0,1,2,0,1,3,0,0,0,0,0,1,0,0,0
::chromosome_13:27287206-27288746,8.13236,0,4,6,3,0,2.07994,0,3,10.1198,6,4,0,4.15235,1,0,6.61564,7,1,1
::chromosome_11:3873491-3873836,2.69079,0,1.53139,0,6,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
::chromosome_9:18562898-18565690,0,0,2,5,0,11,0,0,11,0,58,0,9,0,0,2,0,16,0,0
::chromosome_11:27472775-27478016,9.00083,0,13.3162,3.1072,0,0,9.46108,9.16426,21.3065,0,0,6.96804,1.02147,9.63638,1.00266,1.00216,5.02269,0,0,0
::chromosome_3:4892962-4894009,33.3673,0,4,1,0,3,1,0,0,12,13,3,2,8,8,4,1,14.7157,0,0
::chromosome_11:20910909-20911944,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_9:6370042-6383165,95.3672,0,82.3067,77.705,0,12.938,107.366,40.223,31.3083,273.678,344.276,48.7971,36.0404,81.2527,142.949,13.2801,63.5538,292.004,18.6528,6.1389
::chromosome_14:31502521-31504651,3,0,9,0,0,1.02544,0,11,0,15.5228,0,2,2,1.48519,3,0,1,1.11235,0,0
::chromosome_10:1760106-1761633,149,0,225,121,24,36,138,102,7,106,150,67,306,97,87,12,160,102,6,16
::chromosome_14:25156729-25159410,1.01012,0,1.00048,0,0,0,1.00087,11.1202,0,2.00022,2,0,0,67.2968,1.00144,0,0,1.00231,0,1
::chromosome_12:4767623-4770286,8,0,37.2353,31.8813,0,62.9653,37.1183,15.0495,77,9.92508,15.3499,1.72675,57.6814,22.7397,21.6479,11,29.4114,57.6652,14,3
::chromosome_11:7415387-7423966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_9:25945159-25945447,1053,0,263,245,13,40,608,274,115,1020,965,506,299,882,801,188,633,682,85,94
::chromosome_12:6423628-6435800,0,0,0,0,5.33734,0,0,0,0,0,31.354,0,0,0,0,0,17.4273,0,0,0
::chromosome_9:15877764-15883254,287,0,77,137,4,29,206,180,15,189,238,119,36,102,196,15,154,259,20,8
::chromosome_13:34824867-34846952,273.055,0,289.907,182.791,0.000779154,132.036,315.144,348.889,137.733,236.675,271.13,161.647,308.983,370.538,249.324,51.2883,232.4,287.264,92.698,16.566
::chromosome_7:18209666-18222226,91.8901,0,18.8322,89.9945,12.2033,6.29632,85.5316,27.4643,47.1251,103.41,22.185,101.439,8.83851,50.6588,20.0324,46.6764,29.6891,114.928,13.8946,6.39798
::chromosome_6:26320856-26321489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_5:6265355-6281116,204.945,0,399.536,140.32,23.2332,89.5728,262.557,278.496,52.9907,256.153,214.381,171.004,267.296,1240.7,186.094,55.6938,169.473,180.447,30.7164,12.2353
::chromosome_13:6458364-6460679,8,0,0,3,0,1,4,3,6,1,1,3,7,6,2,2,5,6,0,0
::chromosome_14:31238103-31240049,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_6:7123048-7123507,2.15316,0,0,14.0225,0,0,0,1,0,0,1,0,4,0,0,0,0,9,0,0
::chromosome_1:2367133-2368045,6,0,3.04937,0,0,0,0,3,0,7.53353,2,0,1,0,0,0,0,2,0,0
::chromosome_4:16801541-16818553,105.296,0,362.834,37.6582,19,168.649,139.47,114.906,27.7103,117.53,95.9432,44.8277,185.65,64.1066,78.418,14.9364,114.071,108.413,15.0681,6.01895
::chromosome_4:12175819-12177706,55.4161,0,88.3302,83.2349,1,22,82.5514,78.3729,33,25.195,89.8756,72.3977,46.2869,237.769,66.4254,11.0215,46.2638,49.4134,4,7
::chromosome_6:14205896-14225000,351.824,0,542.076,54.2573,10.3613,98.7879,350.72,388.896,71.0615,344.225,319.794,242.29,462.307,333.129,255.51,69.3468,284.989,270.804,18.165,19.2787
::chromosome_2:2813082-2818342,16.8947,0,18.4829,0,0,5.21153,1.1024,24.5488,8.59303,4.09982,6.21481,4.05885,30.944,5.12637,4.98216,1.32371,3.06092,2.25854,0,1.04658
::chromosome_14:46629041-46629251,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
::chromosome_5:28734184-28736770,47,0,148,11,0,18,67,112,4,39,54,32,100,33,39,15,118,24,1,2
::chromosome_8:24155116-24156055,82,0,129,53,1,26,90,192,7,81,136,58,107,89,100,21,61,93,1,5
::chromosome_9:23369258-23374102,449,0,193,1162,74,113,968,691,119,599,751,324,167,478,597,181,718,785,125,60
::chromosome_8:7994426-7994966,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
::chromosome_10:15247340-15302957,777.948,0,1114.37,346.24,40.947,485.954,713.138,602.561,360.14,1015.41,842.18,350.352,682.69,644.801,536.283,98.9811,593.789,625.036,86.777,64.5622
::chromosome_10:26608577-26608937,0,0,0,0,0,0,0,0,11.0941,0,0,0,0,0,0,0,3.21977,1.01312,0,0
::chromosome_14:14984551-14985181,0,0,0,0,0,0,0,2.48787,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_14:27410485-27410806,1,0,2,0,0,0,0,0,0,0,2,0,1,1.5,0,0,0,1,4,0
::chromosome_14:45948457-45949996,70,0,16,2,0,12,8,113,9,75,2,28.5,6.5,10.5,3.5,0,14,9,0,3
::chromosome_14:25509246-25510664,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
::chromosome_7:26499666-26502849,519,0,442.646,300,18,123,313.231,367.33,70.0069,411,465,175,354.5,322.161,377.361,86,436.119,352,63,40
::chromosome_7:25678209-25679275,19,0,2,3,2,0,2,0,3,6,5,5,4,1,273,8,5,117,5,2
::chromosome_6:25271428-25272406,3.53526,0,4.00709,1,0,2,2.26123,3,0,4.51157,1.40395,1.28791,0.604477,5.41892,2,0,2.50397,1.25058,7,2
::chromosome_7:23893421-23895604,196.978,0,226.643,100,2,52.9687,250.079,174.283,49,260.023,232.838,106,83,142.779,294.625,75,96.4022,129,22,38
::chromosome_1:1363215-1366429,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,5,0,0,0
::chromosome_4:10925510-10931581,68.7639,0,169.621,23.0401,12.9612,26.3733,108.021,142.318,7.29522,60.5394,36.9932,42.4775,57.7652,117.473,92.3691,23.9411,65.4271,66.9589,10,0
::chromosome_7:1072097-1077726,249.443,0,545.705,31.5824,5.03913,118.525,170.67,216.074,4.0379,236.411,235.533,156.117,243.162,168.238,148.561,34.4377,188.814,159.286,0,11.0851
::chromosome_9:8094880-8095741,16,0,5,0,0,0,2,0,0,4,1,8,0,16,2,0,4,3,0,0
