"","id","read_count_1065","read_count_1147","read_count_1412","read_count_1560","read_count_1567","read_count_1617","read_count_1722","read_count_2000","read_count_2007","read_count_2302","read_count_2360","read_count_2398","read_count_2404","read_count_2412","read_count_2512","read_count_2523","read_count_2563","read_count_2729"
"1","chromosome_10_365643",2,34,4,1,1,6,10,1,2,0,0,3,1,0,0,0,2,1
"2","chromosome_10_365701",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3","chromosome_10_366823",1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,4,0
"4","chromosome_10_366897",229,0,37,0,0,284,592,1,108,26,19,0,14,1,10,39,261,9
"5","chromosome_10_367039",2,29,2,0,4,3,0,2,6,4,0,0,3,0,0,0,13,0
"6","chromosome_10_367612",0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7","chromosome_10_367894",56,241,27,8,28,182,54,37,64,60,3,64,159,13,15,30,96,4
"8","chromosome_10_368110",0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0
"9","chromosome_10_368443",0,68,6,0,8,1,24,21,1,12,4,31,4,2,0,5,0,1
"10","chromosome_10_370371",11,1101,13,2,21,12,151,40,12,34,1,16,42,3,5,6,27,3
"11","chromosome_10_370480",0,0,0,4,0,0,0,0,0,0,0,0,0,1,2,0,0,1
"12","chromosome_10_370856",2,9,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0
"13","chromosome_10_371859",1,20,6,30,231,2,19,4,1,9,0,13,2,0,10,6,8,11
"14","chromosome_10_371901",0,153,0,0,0,0,49,0,0,23,0,20,20,0,1,13,0,0
"15","chromosome_10_372459",2,15,2,0,1,7,3,5,0,3,0,5,8,0,0,0,4,0
"16","chromosome_10_372462",0,44,2,0,4,2,3,5,1,2,0,4,5,0,0,2,0,0
"17","chromosome_10_372497",2,15,2,0,1,7,3,5,0,3,0,5,8,0,0,0,4,0
"18","chromosome_10_372626",5,26,1,0,3,9,3,1,11,3,0,0,11,0,0,0,3,3
"19","chromosome_10_372934",0,159,0,0,13,7,101,11,2,9,0,48,7,1,0,1,3,2
"20","chromosome_10_373634",2,0,0,0,2,0,0,0,5,0,0,0,0,2,0,0,0,0
"21","chromosome_10_374053",18,5168,216,2,674,286,1635,434,292,1023,87,1197,311,54,14,108,80,51
"22","chromosome_10_374068",1318,12488,1416,63,3572,3029,13376,2989,2680,10955,320,10425,6879,760,183,2665,2139,647
"23","chromosome_10_374070",9,347,40,1,58,44,119,87,19,88,0,62,30,5,5,31,13,7
"24","chromosome_10_375874",1,32,5,0,0,0,2,0,1,1,0,0,1,0,1,0,0,0
"25","chromosome_10_376397",2,188,0,0,13,1,12,2,1,2,1,3,8,0,0,0,1,6
"26","chromosome_10_376487",0,72,0,0,0,2,0,4,0,0,1,3,1,1,0,0,0,0
"27","chromosome_10_377004",6,198,4,0,11,17,49,14,13,3,5,28,28,0,1,11,19,0
"28","chromosome_10_377464",0,21,0,0,0,1,1,0,0,4,0,1,0,0,0,2,0,0
"29","chromosome_10_377632",0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,2,2
"30","chromosome_10_377733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"31","chromosome_10_378089",0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"32","chromosome_10_378757",0,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"33","chromosome_10_379130",0,44,2,0,4,2,3,5,1,2,0,4,5,0,0,2,0,0
"34","chromosome_10_379725",0,44,2,0,4,2,3,5,1,2,0,4,5,0,0,2,0,0
"35","chromosome_10_380188",0,61,0,0,0,0,1,0,1,0,5,43,0,3,0,0,0,0
"36","chromosome_10_380390",1,9,0,0,0,0,0,3,0,3,0,6,0,2,0,0,1,0
"37","chromosome_10_380526",7,38,3,0,5,9,0,5,12,8,0,3,62,0,0,5,2,3
"38","chromosome_10_381466",1,25,0,0,0,3,1,1,0,1,6,1,5,0,0,0,1,0
"39","chromosome_10_382189",0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,5
"40","chromosome_10_382364",5,1161,89,6,23,93,48,136,26,528,11,292,1,28,1,63,6,13
"41","chromosome_10_382464",6,7,1,0,0,4,5,2,0,0,0,3,6,0,0,0,4,0
"42","chromosome_10_382924",0,4,0,0,20,2,1,0,0,0,0,1,5,2,1,0,5,1
"43","chromosome_10_383295",10,52,6,1,9,3,8,7,1,5,0,3,13,3,1,2,1,0
"44","chromosome_10_383771",1,24,2,0,0,2,5,0,4,0,1,1,0,0,0,1,3,0
"45","chromosome_10_384396",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"46","chromosome_10_384807",0,44,2,0,4,2,3,5,1,2,0,4,5,0,0,2,0,0
"47","chromosome_10_386393",0,116,60,0,22,0,3,0,24,112,3,19,33,1,0,0,0,0
"48","chromosome_10_386625",33,954,2,1,22,29,41,21,21,56,4,29,190,0,1,6,16,8
"49","chromosome_10_386939",97,1237,225,9,134,385,446,240,485,291,29,233,314,11,18,134,96,13
"50","chromosome_10_387079",0,65,1,0,2,2,5,3,1,8,0,15,3,0,0,3,1,0
"51","chromosome_10_387335",6,7,1,0,0,4,5,2,0,0,0,3,6,0,0,0,3,0
"52","chromosome_10_387449",0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"53","chromosome_10_388650",2,0,0,2,0,0,0,0,3,0,0,0,0,0,0,4,0,0
"54","chromosome_10_388660",0,25,5,0,0,0,4,1,0,5,0,3,8,1,0,2,3,0
"55","chromosome_10_389402",80,2,1218,41,1,451,6,27,0,6,185,32,0,5,2472,4,73,63
"56","chromosome_10_389646",57,12861,141,5,771,555,2746,489,170,936,52,2113,498,78,39,328,337,86
"57","chromosome_10_389652",1328,87765,3721,179,3660,9713,25363,7068,4134,16114,1545,18493,5268,1200,608,6008,5527,1467
"58","chromosome_10_389679",0,0,0,0,0,6,0,0,0,1,0,0,2,0,0,0,0,0
"59","chromosome_10_389860",57,12861,141,5,771,555,2746,489,170,936,52,2113,498,78,39,328,337,86
"60","chromosome_10_389864",1328,87765,3721,179,3660,9713,25363,7068,4134,16114,1545,18493,5268,1200,608,6008,5527,1467
"61","chromosome_10_389884",57,12861,141,5,771,555,2746,489,170,936,52,2113,498,78,39,328,337,86
"62","chromosome_10_389890",1328,87765,3721,179,3660,9713,25363,7068,4134,16114,1545,18493,5268,1200,608,6008,5527,1467
"63","chromosome_10_390163",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"64","chromosome_10_390165",10,49,6,0,14,6,21,7,19,3,1,9,11,1,1,10,0,0
"65","chromosome_10_390433",0,14,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"66","chromosome_10_390434",0,14,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"67","chromosome_10_390519",0,44,2,0,4,2,3,5,1,2,0,4,5,0,0,2,0,0
"68","chromosome_10_390725",2,153,3,1,3,1,50,10,5,6,0,2,26,0,0,0,0,0
"69","chromosome_10_390728",26,15,6,0,6,26,3,1,9,19,1,4,14,0,2,9,9,2
"70","chromosome_10_391205",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"71","chromosome_10_391371",0,17,0,0,0,7,2,8,1,7,1,6,7,0,0,0,0,0
"72","chromosome_10_391545",0,2,0,0,0,0,9,1,0,0,0,0,11,1,0,10,0,0
"73","chromosome_10_392162",0,7,4,33,3,1,3,3,1,2,3,11,0,0,4,3,4,28
"74","chromosome_10_392315",6,20,1,0,4,7,16,4,1,5,0,3,8,1,0,4,1,4
"75","chromosome_10_392818",0,6,3,0,0,29,2,0,1,49,2,22,0,2,0,0,0,2
"76","chromosome_10_393091",0,19,0,0,3,0,2,35,7,0,0,0,3,0,0,0,0,0
"77","chromosome_10_393301",0,101,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"78","chromosome_10_393303",0,1,0,0,5,22,10,0,3,4,1,9,11,3,0,0,0,1
"79","chromosome_10_394021",2,9,9,2,21,1,5,2,0,4,0,2,0,0,1,0,5,2
"80","chromosome_10_394071",21,14,16,20,61,6,1,39,13,16,41,14,15,17,24,32,54,19
"81","chromosome_10_394365",56,241,27,8,28,182,54,37,64,60,3,64,159,13,15,30,96,4
"82","chromosome_10_394648",11,174,6,0,0,8,20,11,6,85,0,104,5,4,5,42,5,1
"83","chromosome_10_395442",0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"84","chromosome_10_395495",20,304,16,0,52,69,17,42,12,105,7,114,51,5,9,40,18,4
"85","chromosome_10_395813",0,7,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0
"86","chromosome_10_396173",1,0,0,0,0,5,0,0,9,0,1,0,0,0,0,0,0,1
"87","chromosome_10_396210",0,0,0,0,0,3,0,0,0,4,0,0,1,0,0,3,0,0
"88","chromosome_10_396624",10,647,13,0,23,33,251,22,11,25,2,20,88,2,2,4,10,8
"89","chromosome_10_397430",0,11,0,0,0,2,5,0,0,0,0,5,4,0,0,0,0,0
"90","chromosome_10_397926",1,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0
"91","chromosome_10_397941",0,11,1,0,1,4,7,0,0,3,0,1,0,0,0,0,0,0
"92","chromosome_10_398562",0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0
"93","chromosome_10_399065",2,3,2,0,0,29,2,198,8,5,2,12,8,1,1,2,3,0
"94","chromosome_10_399354",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","chromosome_10_399378",0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,39
"96","chromosome_10_400081",2,0,0,0,2,0,0,0,5,0,0,0,0,2,0,0,0,0
"97","chromosome_10_400118",3316,17732,3407,85,2822,7548,4057,4065,7518,9009,1022,5759,12906,2462,474,4419,3315,1103
"98","chromosome_10_400397",0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"99","chromosome_10_400398",0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"100","chromosome_10_400515",2,10,3,1,3,2,0,3,6,1,2,0,0,3,0,1,2,1
"101","chromosome_10_400553",0,2,0,0,0,0,0,2,0,1,0,8,1,0,0,0,0,0
"102","chromosome_10_400851",0,4,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0
"103","chromosome_10_401878",0,1,0,0,0,1,0,0,1,2,0,3,1,0,2,0,1,2
"104","chromosome_10_401880",0,68,6,0,8,1,24,21,1,12,4,31,4,2,0,5,0,1
"105","chromosome_10_401882",0,59,1,0,0,1,0,1,0,1,0,7,0,0,0,0,0,0
"106","chromosome_10_402109",1,4,4,0,0,0,1,0,1,5,0,3,3,0,0,0,0,1
"107","chromosome_10_402571",31,324,16,7,3,60,82,6,33,80,1,42,3,8,0,3,4,13
"108","chromosome_10_403052",2,22,79,0,0,1,6,2,1,8,0,3,9,7,0,0,0,0
"109","chromosome_10_403517",2,19,1,0,0,0,3,1,0,5,0,0,2,0,0,1,6,0
"110","chromosome_10_403576",0,41,3,0,2,1,2,2,0,1,0,6,0,0,0,1,0,0
"111","chromosome_10_403973",1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0
"112","chromosome_10_404510",0,95,6,0,5,4,24,9,7,10,0,31,14,3,1,2,4,4
"113","chromosome_10_404707",0,17,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0
"114","chromosome_10_404976",0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0
"115","chromosome_10_404976",0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0
"116","chromosome_10_404976",0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
"117","chromosome_10_404976",0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
"118","chromosome_10_404976",0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0
"119","chromosome_10_404976",0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0
"120","chromosome_10_405300",0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,1,0
"121","chromosome_10_406031",0,8,1,0,0,2,0,0,0,0,1,2,0,2,0,1,1,1
"122","chromosome_10_407255",16,234,1,1,14,36,16,10,5,11,2,19,63,1,1,5,6,10
"123","chromosome_10_408014",4,58,2,0,2,3,25,0,3,15,0,14,2,0,0,8,0,0
"124","chromosome_10_409039",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"125","chromosome_10_409645",0,7,0,0,0,1,2,10,0,1,0,0,0,1,0,2,0,0
"126","chromosome_10_409652",0,18,5,0,0,0,3,0,0,0,0,0,6,1,0,0,1,0
"127","chromosome_10_409800",32,328,16,7,3,60,82,6,35,83,1,42,6,10,0,3,4,13
"128","chromosome_10_409984",9,19,2,0,1,1,7,4,0,4,0,3,14,0,1,2,0,0
"129","chromosome_10_410000",9,19,2,0,1,1,7,4,0,4,0,3,11,0,1,2,0,0
"130","chromosome_10_410803",3,345,23,1,28,31,99,31,20,62,5,89,36,9,4,23,9,11
"131","chromosome_10_411408",0,8,1,0,1,0,2,0,0,0,0,1,0,0,0,0,2,0
"132","chromosome_10_411442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"133","chromosome_10_411634",3,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0
"134","chromosome_10_411980",0,5,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0
"135","chromosome_10_412280",2,216,12,1,19,26,61,19,9,43,3,50,19,4,1,11,8,8
"136","chromosome_10_413500",6,7,1,0,0,4,5,2,0,0,0,3,6,0,0,0,3,0
"137","chromosome_10_413512",1,7,3,0,4,0,3,10,19,5,10,5,5,1,2,1,2,3
"138","chromosome_10_414096",4,0,0,0,3,0,0,1,0,3,0,0,1,0,0,0,0,1
"139","chromosome_10_414097",0,18,5,0,0,0,3,0,0,2,0,2,6,1,0,0,3,0
"140","chromosome_10_415373",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"141","chromosome_10_415592",33,954,2,1,22,29,41,21,21,56,4,29,190,0,1,6,16,8
"142","chromosome_10_415634",0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0
"143","chromosome_10_415862",21,259,3,1,14,38,19,15,10,12,2,25,66,1,1,9,10,10
"144","chromosome_10_416223",0,7,3,2,1,1,4,0,2,1,0,1,3,1,3,1,1,0
"145","chromosome_10_416425",3,80,3,0,10,6,9,2,0,15,1,10,17,3,0,6,1,0
"146","chromosome_10_416561",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","chromosome_10_416886",0,1,0,0,0,0,0,7,0,0,1,0,0,0,1,0,0,0
"148","chromosome_10_416958",63,1344,55,5,72,173,633,219,72,199,10,312,325,42,18,50,78,23
"149","chromosome_11_418596",3,19,9,2,10,50,10,3,0,3,4,16,2,0,0,14,2,2
"150","chromosome_11_418637",0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
"151","chromosome_11_418795",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"152","chromosome_11_419262",3,2,2,3,1,0,0,3,0,3,1,1,5,0,4,1,7,5
"153","chromosome_11_419347",0,85,0,0,0,3,5,4,5,11,1,12,5,4,0,2,0,0
"154","chromosome_11_419381",11,452,1,0,18,25,35,12,9,15,0,12,47,2,0,2,11,1
"155","chromosome_11_419903",17,278,32,0,52,76,230,40,31,44,1,166,44,2,0,7,21,10
"156","chromosome_11_420228",55,408,179,0,64,35,283,208,33,493,16,40,1,12,22,15,95,24
"157","chromosome_11_420330",1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"158","chromosome_11_420343",7,25,42,4,3,17,48,8,2,55,3,7,12,8,1,6,3,1
"159","chromosome_11_420620",3,20,9,2,10,50,10,1,0,3,4,16,2,0,0,14,2,2
"160","chromosome_11_420621",84,3848,114,1,264,141,321,72,243,104,9,423,684,40,32,130,57,18
"161","chromosome_11_420710",3,53,4,0,0,3,7,1,3,3,0,5,12,0,0,0,1,0
"162","chromosome_11_420822",3,182,36,0,16,29,28,27,13,57,1,41,33,2,7,17,1,3
"163","chromosome_11_420826",3,182,36,0,16,29,28,27,13,57,1,41,33,2,7,17,1,3
"164","chromosome_11_420991",0,39,0,0,4,4,3,1,1,1,12,0,5,0,0,3,18,0
"165","chromosome_11_421018",0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0
"166","chromosome_11_421022",1,109,0,0,5,0,1,0,0,0,0,0,6,0,0,5,0,0
"167","chromosome_11_421079",0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1,0,0
"168","chromosome_11_421175",3,105,10,0,0,0,60,0,0,4,0,2,10,0,0,0,0,1
"169","chromosome_11_421569",0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
"170","chromosome_11_421573",11,452,1,0,18,25,35,12,9,15,0,12,47,2,0,2,11,1
"171","chromosome_11_421583",0,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0
"172","chromosome_11_421587",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"173","chromosome_11_421644",0,0,0,0,8,5,3,0,0,3,0,12,0,0,0,3,0,0
"174","chromosome_11_422171",1,8,1,3,17,6,3,1,25,3,0,11,0,0,1,0,1,0
"175","chromosome_11_422547",7,0,0,0,14,0,0,0,0,0,3,0,1,1,0,16,0,1
"176","chromosome_11_422794",31,324,16,7,3,60,82,6,33,80,1,42,3,8,0,3,4,13
"177","chromosome_11_423090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"178","chromosome_11_423273",0,0,8,0,0,5,6,15,0,0,0,7,3,1,0,0,0,0
"179","chromosome_11_423614",0,0,0,0,2,0,9,2,10,10,2,9,3,3,0,0,4,0
"180","chromosome_11_423796",0,2,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0
"181","chromosome_11_424027",0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
"182","chromosome_11_424330",0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
"183","chromosome_11_426266",2,32,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"184","chromosome_11_426272",1,56,2,0,0,0,16,6,1,1,0,3,2,0,1,0,0,0
"185","chromosome_11_426332",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"186","chromosome_11_427929",1,25,1,0,0,12,1,12,4,0,0,3,11,1,0,4,1,2
"187","chromosome_11_428399",2,51,1,0,6,10,12,11,0,9,0,9,8,0,0,0,7,1
"188","chromosome_11_428635",1,2,0,0,10,1,133,3,5,0,0,6,36,1,0,3,0,0
"189","chromosome_11_428926",0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0
"190","chromosome_11_430846",1,1,0,0,0,0,0,3,0,4,0,0,0,2,0,1,4,0
"191","chromosome_11_431803",0,8,1,1,2,3,1,2,0,1,0,6,3,0,1,0,0,2
"192","chromosome_11_431858",0,24,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0
"193","chromosome_11_432701",12,18,12,0,8,16,15,25,13,19,5,8,13,20,2,3,8,0
"194","chromosome_11_432741",0,37,3,0,7,0,1,1,0,4,1,6,2,0,0,0,1,0
"195","chromosome_11_433464",0,2,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"196","chromosome_11_433546",39,577,174,2,85,70,119,43,83,371,7,288,107,22,4,120,54,26
"197","chromosome_11_433610",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"198","chromosome_11_433912",9,720,10,0,18,10,83,8,14,21,4,44,94,1,2,2,9,2
"199","chromosome_11_434538",0,39,0,0,1,0,6,0,0,0,0,3,0,0,0,0,0,0
"200","chromosome_11_434923",16,0,27,0,11,19,17,13,5,14,0,8,7,2,0,6,15,1
"201","chromosome_11_434987",0,0,3,0,1,0,1,0,0,6,0,2,0,0,0,3,0,0
"202","chromosome_11_435257",0,6,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0
"203","chromosome_11_435502",3,19,10,2,8,50,10,1,0,3,4,21,2,0,0,14,2,2
"204","chromosome_11_435718",0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,2,0
"205","chromosome_11_436516",21,259,3,1,14,38,19,15,10,12,2,25,66,1,1,9,10,10
"206","chromosome_11_436950",3,0,1,4,1,3,2,0,0,2,7,3,7,4,2,6,9,6
"207","chromosome_11_436955",5,97,20,7,44,12,15,62,121,46,90,17,13,13,23,8,22,8
"208","chromosome_11_438064",23,128,44,5,13,0,15,17,677,56,134,0,20,15,8,21,0,0
"209","chromosome_11_438551",4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"210","chromosome_11_439228",0,8,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,1
"211","chromosome_11_439345",32,7,28,36,26,8,6,49,16,14,21,22,10,19,24,16,40,18
"212","chromosome_11_439398",0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"213","chromosome_11_439485",0,95,6,0,5,4,24,9,7,10,0,31,14,3,1,2,4,4
"214","chromosome_11_439486",3,345,23,1,28,31,99,31,20,62,5,89,36,9,4,23,9,11
"215","chromosome_11_440059",4,108,19,0,1,6,10,0,3,4,0,4,5,2,0,9,1,2
"216","chromosome_11_440237",0,1,0,0,1,3,1,1,3,2,0,3,0,0,0,6,0,0
"217","chromosome_11_440240",0,1,0,0,1,3,1,1,3,2,0,3,0,0,0,6,0,0
"218","chromosome_11_440328",2,10,1,0,7,2,4,2,1,3,0,0,2,0,0,1,0,0
"219","chromosome_11_440350",2,6,0,0,8,3,3,2,1,2,0,1,2,0,1,1,0,0
"220","chromosome_11_440552",0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0
"221","chromosome_11_441571",0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"222","chromosome_11_441573",0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"223","chromosome_11_441729",12,638,52,16,57,62,159,91,25,52,11,133,68,21,8,46,21,17
"224","chromosome_11_442104",0,101,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"225","chromosome_11_442803",11,1101,13,2,21,12,151,40,12,34,1,16,42,3,5,6,27,3
"226","chromosome_11_445279",6,220,22,3,35,0,33,12,12,58,0,34,19,2,0,29,8,43
"227","chromosome_11_445354",25,153,9,0,6,45,25,9,19,21,3,27,18,3,4,4,11,0
"228","chromosome_11_445414",2,10,9,0,15,0,2,3,2,0,2,2,9,1,0,2,4,0
"229","chromosome_11_445554",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
"230","chromosome_11_445577",6,31,0,0,4,5,6,2,1,0,0,6,1,5,0,2,3,8
"231","chromosome_11_445718",0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232","chromosome_11_446022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233","chromosome_11_446029",4,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0
"234","chromosome_11_446313",0,11,3,0,2,0,6,1,0,1,1,2,6,0,0,2,1,0
"235","chromosome_11_446818",0,1,2,0,2,12,1,1,1,1,0,21,6,5,0,1,0,2
"236","chromosome_11_446869",6,358,9,0,68,13,41,47,12,19,12,80,21,4,4,8,5,0
"237","chromosome_11_446886",0,5,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0
"238","chromosome_11_446906",4,36,3,0,2,6,29,2,5,11,0,7,9,0,0,2,5,2
"239","chromosome_11_447748",0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,2,26,0
"240","chromosome_11_450029",2,2,3,0,0,2,1,0,2,1,0,2,0,0,0,0,0,0
"241","chromosome_11_450279",0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0
"242","chromosome_11_450280",0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0
"243","chromosome_11_450536",0,0,1,0,1,0,0,0,0,0,0,0,0,23,1,3,0,1
"244","chromosome_11_451373",0,26,0,0,2,1,3,0,0,0,0,6,0,0,0,0,0,0
"245","chromosome_11_451865",0,0,0,0,0,3,1,1,1,0,0,5,1,0,0,0,0,0
"246","chromosome_11_452035",1,11,0,0,3,0,2,0,2,0,0,1,2,0,0,0,0,0
"247","chromosome_11_452596",1,0,2,2,0,0,0,0,0,5,3,4,0,0,2,3,3,7
"248","chromosome_11_452996",1,3,0,0,18,0,97,4,3,6,0,39,118,1,0,2,0,0
"249","chromosome_11_453925",6,1,7,7,9,10,4,3,9,6,5,1,47,15,3,2,10,14
"250","chromosome_11_453933",6,1,7,7,9,10,4,3,9,6,5,1,47,15,3,2,10,14
"251","chromosome_11_454524",2,0,1,0,0,0,0,0,1,0,0,0,6,0,0,3,0,0
"252","chromosome_11_454798",0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0
"253","chromosome_11_454818",5,110,3,0,0,0,15,1,2,3,0,14,2,1,2,2,3,0
"254","chromosome_11_454867",0,37,0,0,1,6,2,2,0,0,0,1,14,0,0,0,2,0
"255","chromosome_11_455049",8,177,14,1,11,9,41,20,8,5,3,54,31,4,2,2,13,1
"256","chromosome_11_455096",1,1,0,0,0,0,0,3,0,8,0,0,0,0,0,1,4,0
"257","chromosome_11_455972",0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"258","chromosome_11_456359",0,1,0,0,0,5,0,0,4,3,0,0,0,3,0,0,2,0
"259","chromosome_11_456360",0,1,0,0,0,5,0,0,4,3,0,0,0,3,0,0,2,0
"260","chromosome_11_457952",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"261","chromosome_11_458155",0,11,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0
"262","chromosome_11_458211",0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0
"263","chromosome_11_458422",9,720,10,0,18,10,83,8,14,21,4,44,94,1,2,2,9,2
"264","chromosome_11_458428",0,2,0,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0
"265","chromosome_11_458625",3,3,0,0,0,0,1,3,3,7,0,0,6,0,0,0,0,2
"266","chromosome_11_458670",0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267","chromosome_11_459118",0,184,0,1,0,1,5,0,0,0,4,2,0,0,0,0,17,3
"268","chromosome_11_459413",0,28,7,0,0,3,12,0,7,2,1,3,8,1,0,1,8,0
"269","chromosome_11_459885",0,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0
"270","chromosome_11_459888",0,3,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0
"271","chromosome_11_460482",0,0,3,0,0,3,0,0,1,6,0,0,2,0,0,0,0,1
"272","chromosome_11_460988",0,36,8,0,0,3,19,0,8,1,1,3,10,2,0,1,15,0
"273","chromosome_11_461051",0,106,6,0,10,4,20,6,11,24,2,16,13,2,0,0,2,0
"274","chromosome_11_461064",0,3,0,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0
"275","chromosome_11_461965",1,28,2,0,0,0,3,3,0,1,0,0,0,2,0,0,0,3
"276","chromosome_11_461966",1,28,2,0,0,0,3,3,0,1,0,0,0,2,0,0,0,3
"277","chromosome_11_462653",0,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"278","chromosome_11_462874",1,3,0,0,0,0,8,0,0,2,0,1,0,0,0,0,0,0
"279","chromosome_11_463484",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"280","chromosome_11_463487",0,0,0,0,0,17,40,111,5,4,0,3,0,5,0,0,2,0
