Id,Date,Delta T [min],Device,Channel,Phase [°],Amplitude [µV],Reference Amplitude [µV],User Signal Intensity,Signal LED Current,Reference LED Current,Battery [V]
9258758,19/12/20 12:29:02,0.707,Devices!A2:F2,6,23.297,46569,0,391390.2905,26.3,44.0,#N/A
9258767,19/12/20 12:29:03,0.724,Devices!A2:F2,6,23.304,46572,0,391388.8374,26.3,44.0,#N/A
9258775,19/12/20 12:29:04,0.740,Devices!A2:F2,6,23.292,46572,0,391380.4414,26.3,44.0,#N/A
9258788,19/12/20 12:29:05,0.757,Devices!A2:F2,6,23.301,46569,0,391384.1753,26.3,44.0,#N/A
9258790,19/12/20 12:29:06,0.773,Devices!A2:F2,6,23.299,46570,0,391374.8452,26.3,44.0,#N/A
9258799,19/12/20 12:29:07,0.790,Devices!A2:F2,6,23.303,46564,0,391381.713,26.3,44.0,#N/A
9258808,19/12/20 12:29:08,0.807,Devices!A2:F2,6,23.297,46563,0,391383.2508,26.3,44.0,#N/A
9258820,19/12/20 12:29:09,0.824,Devices!A2:F2,6,23.304,46568,0,391382.6336,26.3,44.0,#N/A
9258827,19/12/20 12:29:10,0.841,Devices!A2:F2,6,23.295,46563,0,391382.1487,26.3,44.0,#N/A
9258829,19/12/20 12:29:11,0.857,Devices!A2:F2,6,23.302,46560,0,391378.9178,26.3,44.0,#N/A
9258839,19/12/20 12:29:12,0.873,Devices!A2:F2,6,23.296,46557,0,391379.6875,26.3,44.0,#N/A
9258847,19/12/20 12:29:13,0.890,Devices!A2:F2,6,23.296,46562,0,391369.5287,26.3,44.0,#N/A
9258860,19/12/20 12:29:14,0.907,Devices!A2:F2,6,23.304,46559,0,391380.9885,26.3,44.0,#N/A
9258868,19/12/20 12:29:15,0.924,Devices!A2:F2,6,23.302,46557,0,391367.1418,26.3,44.0,#N/A
9258872,19/12/20 12:29:16,0.940,Devices!A2:F2,6,23.308,46558,0,391364.4409,26.3,44.0,#N/A
9258880,19/12/20 12:29:17,0.957,Devices!A2:F2,6,23.296,46556,0,391358.6225,26.3,44.0,#N/A
9258892,19/12/20 12:29:18,0.974,Devices!A2:F2,6,23.303,46557,0,391377.8698,26.3,44.0,#N/A
9258899,19/12/20 12:29:19,0.990,Devices!A2:F2,6,23.299,46552,0,391356.7044,26.3,44.0,#N/A
9258907,19/12/20 12:29:20,1.007,Devices!A2:F2,6,23.298,46551,0,391370.381,26.3,44.0,#N/A
9258912,19/12/20 12:29:21,1.023,Devices!A2:F2,6,23.305,46545,0,391358.8898,26.3,44.0,#N/A
9258922,19/12/20 12:29:22,1.040,Devices!A2:F2,6,23.302,46546,0,391335.6313,26.3,44.0,#N/A
9258932,19/12/20 12:29:23,1.057,Devices!A2:F2,6,23.303,46553,0,391352.4739,26.3,44.0,#N/A
9258939,19/12/20 12:29:24,1.074,Devices!A2:F2,6,23.3,46552,0,391354.0617,26.3,44.0,#N/A
9258945,19/12/20 12:29:25,1.090,Devices!A2:F2,6,23.299,46544,0,391338.4615,26.3,44.0,#N/A
9258956,19/12/20 12:29:26,1.107,Devices!A2:F2,6,23.296,46551,0,391330.8835,26.3,44.0,#N/A
9258964,19/12/20 12:29:27,1.124,Devices!A2:F2,6,23.304,46545,0,391336.0611,26.3,44.0,#N/A
9258972,19/12/20 12:29:28,1.140,Devices!A2:F2,6,23.304,46543,0,391340.0476,26.3,44.0,#N/A
9258980,19/12/20 12:29:29,1.157,Devices!A2:F2,6,23.302,46541,0,391337.6657,26.3,44.0,#N/A
9258987,19/12/20 12:29:30,1.173,Devices!A2:F2,6,23.301,46540,0,391329.7609,26.3,44.0,#N/A
9258996,19/12/20 12:29:31,1.190,Devices!A2:F2,6,23.301,46535,0,391331.7637,26.3,44.0,#N/A
9259004,19/12/20 12:29:32,1.207,Devices!A2:F2,6,23.303,46542,0,391327.2539,26.3,44.0,#N/A
9259012,19/12/20 12:29:33,1.224,Devices!A2:F2,6,23.304,46544,0,391320.0012,26.3,44.0,#N/A
9259013,19/12/20 12:29:34,1.240,Devices!A2:F2,6,23.31,46538,0,391305.4376,26.3,44.0,#N/A
9259022,19/12/20 12:29:35,1.257,Devices!A2:F2,6,23.305,46537,0,391334.0604,26.3,44.0,#N/A
9259029,19/12/20 12:29:36,1.274,Devices!A2:F2,6,23.305,46532,0,391313.608,26.3,44.0,#N/A
9259038,19/12/20 12:29:37,1.291,Devices!A2:F2,6,23.304,46537,0,391314.2409,26.3,44.0,#N/A
9259046,19/12/20 12:29:38,1.307,Devices!A2:F2,6,23.301,46537,0,391307.7526,26.3,44.0,#N/A
9259055,19/12/20 12:29:39,1.323,Devices!A2:F2,6,23.302,46534,0,391316.6497,26.3,44.0,#N/A
9259063,19/12/20 12:29:40,1.340,Devices!A2:F2,6,23.303,46534,0,391311.4652,26.3,44.0,#N/A
9259071,19/12/20 12:29:41,1.357,Devices!A2:F2,6,23.305,46528,0,391296.1704,26.3,44.0,#N/A
9259080,19/12/20 12:29:42,1.374,Devices!A2:F2,6,23.3,46529,0,391300.1753,26.3,44.0,#N/A
9259085,19/12/20 12:29:43,1.390,Devices!A2:F2,6,23.307,46530,0,391299.1865,26.3,44.0,#N/A
9259095,19/12/20 12:29:44,1.407,Devices!A2:F2,6,23.298,46526,0,391305.8193,26.3,44.0,#N/A
9259102,19/12/20 12:29:45,1.424,Devices!A2:F2,6,23.309,46531,0,391297.6447,26.3,44.0,#N/A
9259112,19/12/20 12:29:46,1.440,Devices!A2:F2,6,23.301,46522,0,391292.7467,26.3,44.0,#N/A
9259124,19/12/20 12:29:47,1.457,Devices!A2:F2,6,23.302,46525,0,391283.2394,26.3,44.0,#N/A
9259126,19/12/20 12:29:48,1.473,Devices!A2:F2,6,23.308,46527,0,391294.8217,26.3,44.0,#N/A
9259133,19/12/20 12:29:49,1.490,Devices!A2:F2,6,23.298,46519,0,391282.4213,26.3,44.0,#N/A
9259142,19/12/20 12:29:50,1.507,Devices!A2:F2,6,23.304,46521,0,391296.0455,26.3,44.0,#N/A
9259151,19/12/20 12:29:51,1.524,Devices!A2:F2,6,23.308,46518,0,391290.347,26.3,44.0,#N/A
9259164,19/12/20 12:29:52,1.541,Devices!A2:F2,6,23.304,46531,0,391275.821,26.3,44.0,#N/A
9259168,19/12/20 12:29:53,1.557,Devices!A2:F2,6,23.314,46517,0,391279.6472,26.3,44.0,#N/A
9259175,19/12/20 12:29:54,1.574,Devices!A2:F2,6,23.294,46523,0,391286.9192,26.3,44.0,#N/A
9259183,19/12/20 12:29:55,1.590,Devices!A2:F2,6,23.302,46515,0,391274.7254,26.3,44.0,#N/A
9259195,19/12/20 12:29:56,1.607,Devices!A2:F2,6,23.306,46515,0,391274.9514,26.3,44.0,#N/A
9259200,19/12/20 12:29:57,1.623,Devices!A2:F2,6,23.309,46519,0,391265.559,26.3,44.0,#N/A
9259207,19/12/20 12:29:58,1.640,Devices!A2:F2,6,23.307,46518,0,391263.4043,26.3,44.0,#N/A
9259214,19/12/20 12:29:59,1.657,Devices!A2:F2,6,23.315,46515,0,391263.3177,26.3,44.0,#N/A
9259223,19/12/20 12:30:00,1.673,Devices!A2:F2,6,23.304,46513,0,391264.8457,26.3,44.0,#N/A
9259231,19/12/20 12:30:01,1.690,Devices!A2:F2,6,23.307,46512,0,391263.4579,26.3,44.0,#N/A
9259238,19/12/20 12:30:02,1.707,Devices!A2:F2,6,23.314,46512,0,391272.5293,26.3,44.0,#N/A
9259246,19/12/20 12:30:03,1.724,Devices!A2:F2,6,23.307,46513,0,391259.8243,26.3,44.0,#N/A
9259255,19/12/20 12:30:04,1.741,Devices!A2:F2,6,23.303,46510,0,391268.1249,26.3,44.0,#N/A
9259264,19/12/20 12:30:05,1.757,Devices!A2:F2,6,23.305,46513,0,391251.9387,26.3,44.0,#N/A
9259272,19/12/20 12:30:06,1.774,Devices!A2:F2,6,23.301,46515,0,391269.1022,26.3,44.0,#N/A
9259281,19/12/20 12:30:07,1.790,Devices!A2:F2,6,23.302,46507,0,391270.4354,26.3,44.0,#N/A
9259286,19/12/20 12:30:08,1.807,Devices!A2:F2,6,23.306,46510,0,391250.9324,26.3,44.0,#N/A
9259294,19/12/20 12:30:09,1.823,Devices!A2:F2,6,23.312,46507,0,391272.7085,26.3,44.0,#N/A
9259303,19/12/20 12:30:10,1.840,Devices!A2:F2,6,23.302,46513,0,391255.8349,26.3,44.0,#N/A
9259312,19/12/20 12:30:11,1.857,Devices!A2:F2,6,23.307,46503,0,391254.8865,26.3,44.0,#N/A
9259319,19/12/20 12:30:12,1.874,Devices!A2:F2,6,23.306,46511,0,391254.9207,26.3,44.0,#N/A
9259327,19/12/20 12:30:13,1.890,Devices!A2:F2,6,23.316,46508,0,391249.0253,26.3,44.0,#N/A
9259335,19/12/20 12:30:14,1.907,Devices!A2:F2,6,23.307,46509,0,391258.6479,26.3,44.0,#N/A
9259343,19/12/20 12:30:15,1.924,Devices!A2:F2,6,23.303,46503,0,391243.6331,26.3,44.0,#N/A
9259351,19/12/20 12:30:16,1.941,Devices!A2:F2,6,23.311,46509,0,391250.1372,26.3,44.0,#N/A
9259359,19/12/20 12:30:17,1.957,Devices!A2:F2,6,23.308,46503,0,391250.2576,26.3,44.0,#N/A
9259367,19/12/20 12:30:18,1.974,Devices!A2:F2,6,23.31,46501,0,391240.5521,26.3,44.0,#N/A
9259376,19/12/20 12:30:19,1.990,Devices!A2:F2,6,23.304,46496,0,391233.47,26.3,44.0,#N/A
9259384,19/12/20 12:30:20,2.007,Devices!A2:F2,6,23.309,46496,0,391221.1764,26.3,44.0,#N/A
9259391,19/12/20 12:30:21,2.023,Devices!A2:F2,6,23.308,46495,0,391214.15,26.3,44.0,#N/A
9259399,19/12/20 12:30:22,2.040,Devices!A2:F2,6,23.311,46497,0,391227.7842,26.3,44.0,#N/A
9259407,19/12/20 12:30:23,2.057,Devices!A2:F2,6,23.308,46497,0,391211.9827,26.3,44.0,#N/A
9259414,19/12/20 12:30:24,2.074,Devices!A2:F2,6,23.313,46499,0,391215.5173,26.3,44.0,#N/A
9259422,19/12/20 12:30:25,2.090,Devices!A2:F2,6,23.311,46492,0,391204.9055,26.3,44.0,#N/A
9259430,19/12/20 12:30:26,2.107,Devices!A2:F2,6,23.307,46492,0,391217.6109,26.3,44.0,#N/A
9259439,19/12/20 12:30:27,2.124,Devices!A2:F2,6,23.303,46489,0,391223.058,26.3,44.0,#N/A
9259447,19/12/20 12:30:28,2.141,Devices!A2:F2,6,23.306,46492,0,391219.043,26.3,44.0,#N/A
9259454,19/12/20 12:30:29,2.157,Devices!A2:F2,6,23.307,46489,0,391209.4357,26.3,44.0,#N/A
9259462,19/12/20 12:30:30,2.173,Devices!A2:F2,6,23.311,46490,0,391214.6512,26.3,44.0,#N/A
9259471,19/12/20 12:30:31,2.190,Devices!A2:F2,6,23.314,46494,0,391216.4384,26.3,44.0,#N/A
9259479,19/12/20 12:30:32,2.207,Devices!A2:F2,6,23.314,46485,0,391229.9222,26.3,44.0,#N/A
9259485,19/12/20 12:30:33,2.223,Devices!A2:F2,6,23.309,46482,0,391211.2111,26.3,44.0,#N/A
9259495,19/12/20 12:30:34,2.240,Devices!A2:F2,6,23.309,46493,0,391215.537,26.3,44.0,#N/A
9259502,19/12/20 12:30:35,2.257,Devices!A2:F2,6,23.306,46487,0,391205.9903,26.3,44.0,#N/A
9259510,19/12/20 12:30:36,2.274,Devices!A2:F2,6,23.314,46487,0,391205.561,26.3,44.0,#N/A
9259518,19/12/20 12:30:37,2.291,Devices!A2:F2,6,23.32,46487,0,391206.4589,26.3,44.0,#N/A
9259526,19/12/20 12:30:38,2.307,Devices!A2:F2,6,23.306,46485,0,391198.6835,26.3,44.0,#N/A
9259535,19/12/20 12:30:39,2.324,Devices!A2:F2,6,23.313,46485,0,391202.9538,26.3,44.0,#N/A
9259542,19/12/20 12:30:40,2.340,Devices!A2:F2,6,23.314,46479,0,391186.0303,26.3,44.0,#N/A
9259551,19/12/20 12:30:41,2.357,Devices!A2:F2,6,23.307,46486,0,391183.8762,26.3,44.0,#N/A
9259559,19/12/20 12:30:42,2.373,Devices!A2:F2,6,23.309,46482,0,391197.353,26.3,44.0,#N/A
9259570,19/12/20 12:30:43,2.390,Devices!A2:F2,6,23.309,46483,0,391172.5422,26.3,44.0,#N/A
9259576,19/12/20 12:30:44,2.407,Devices!A2:F2,6,23.315,46483,0,391196.0485,26.3,44.0,#N/A
9259585,19/12/20 12:30:45,2.424,Devices!A2:F2,6,23.313,46475,0,391184.4753,26.3,44.0,#N/A
9259595,19/12/20 12:30:46,2.441,Devices!A2:F2,6,23.31,46475,0,391189.2154,26.3,44.0,#N/A
9259600,19/12/20 12:30:47,2.457,Devices!A2:F2,6,23.316,46472,0,391179.9496,26.3,44.0,#N/A
9259610,19/12/20 12:30:48,2.474,Devices!A2:F2,6,23.307,46483,0,391184.3019,26.3,44.0,#N/A
9259616,19/12/20 12:30:49,2.490,Devices!A2:F2,6,23.314,46472,0,391189.8325,26.3,44.0,#N/A
9259624,19/12/20 12:30:50,2.507,Devices!A2:F2,6,23.304,46475,0,391188.4982,26.3,44.0,#N/A
9259630,19/12/20 12:30:51,2.523,Devices!A2:F2,6,23.317,46475,0,391181.986,26.3,44.0,#N/A
9259640,19/12/20 12:30:52,2.540,Devices!A2:F2,6,23.305,46473,0,391180.6954,26.3,44.0,#N/A
9259649,19/12/20 12:30:53,2.557,Devices!A2:F2,6,23.313,46472,0,391176.8022,26.3,44.0,#N/A
9259657,19/12/20 12:30:54,2.574,Devices!A2:F2,6,23.31,46470,0,391173.8543,26.3,44.0,#N/A
9259663,19/12/20 12:30:55,2.590,Devices!A2:F2,6,23.311,46479,0,391174.763,26.3,44.0,#N/A
9259673,19/12/20 12:30:56,2.607,Devices!A2:F2,6,23.31,46473,0,391177.1447,26.3,44.0,#N/A
9259684,19/12/20 12:30:57,2.624,Devices!A2:F2,6,23.313,46468,0,391174.9134,26.3,44.0,#N/A
9259692,19/12/20 12:30:58,2.641,Devices!A2:F2,6,23.316,46472,0,391172.6891,26.3,44.0,#N/A
9259695,19/12/20 12:30:59,2.657,Devices!A2:F2,6,23.303,46470,0,391161.5675,26.3,44.0,#N/A
9259703,19/12/20 12:31:00,2.673,Devices!A2:F2,6,23.312,46472,0,391172.2688,26.3,44.0,#N/A
9259712,19/12/20 12:31:01,2.690,Devices!A2:F2,6,23.304,46467,0,391151.5535,26.3,44.0,#N/A
9259720,19/12/20 12:31:02,2.707,Devices!A2:F2,6,23.309,46471,0,391157.9255,26.3,44.0,#N/A
9259726,19/12/20 12:31:03,2.723,Devices!A2:F2,6,23.314,46468,0,391148.3011,26.3,44.0,#N/A
9259736,19/12/20 12:31:04,2.740,Devices!A2:F2,6,23.313,46467,0,391147.0363,26.3,44.0,#N/A
9259744,19/12/20 12:31:05,2.757,Devices!A2:F2,6,23.308,46470,0,391154.016,26.3,44.0,#N/A
9259753,19/12/20 12:31:06,2.774,Devices!A2:F2,6,23.309,46468,0,391161.3048,26.3,44.0,#N/A
9259760,19/12/20 12:31:07,2.791,Devices!A2:F2,6,23.312,46464,0,391151.7758,26.3,44.0,#N/A
9259768,19/12/20 12:31:08,2.807,Devices!A2:F2,6,23.309,46462,0,391149.9728,26.3,44.0,#N/A
9259777,19/12/20 12:31:09,2.824,Devices!A2:F2,6,23.314,46467,0,391133.0348,26.3,44.0,#N/A
9259784,19/12/20 12:31:10,2.840,Devices!A2:F2,6,23.312,46464,0,391151.5383,26.3,44.0,#N/A
9259794,19/12/20 12:31:11,2.857,Devices!A2:F2,6,23.31,46464,0,391137.1689,26.3,44.0,#N/A
9259798,19/12/20 12:31:12,2.873,Devices!A2:F2,6,23.311,46462,0,391131.3567,26.3,44.0,#N/A
9259809,19/12/20 12:31:13,2.890,Devices!A2:F2,6,23.314,46455,0,391130.5239,26.3,44.0,#N/A
9259819,19/12/20 12:31:14,2.907,Devices!A2:F2,6,23.313,46463,0,391140.3253,26.3,44.0,#N/A
9259826,19/12/20 12:31:15,2.924,Devices!A2:F2,6,23.307,46460,0,391136.1315,26.3,44.0,#N/A
9259834,19/12/20 12:31:16,2.941,Devices!A2:F2,6,23.317,46460,0,391134.3227,26.3,44.0,#N/A
9259839,19/12/20 12:31:17,2.957,Devices!A2:F2,6,23.304,46460,0,391123.0507,26.3,44.0,#N/A
9259848,19/12/20 12:31:18,2.973,Devices!A2:F2,6,23.317,46456,0,391137.0388,26.3,44.0,#N/A
9259857,19/12/20 12:31:19,2.990,Devices!A2:F2,6,23.315,46459,0,391127.2994,26.3,44.0,#N/A
9259865,19/12/20 12:31:20,3.007,Devices!A2:F2,6,23.308,46453,0,391127.4802,26.3,44.0,#N/A
9259870,19/12/20 12:31:21,3.023,Devices!A2:F2,6,23.324,46461,0,391130.454,26.3,44.0,#N/A
9259883,19/12/20 12:31:22,3.040,Devices!A2:F2,6,23.314,46452,0,391114.8196,26.3,44.0,#N/A
9259891,19/12/20 12:31:23,3.057,Devices!A2:F2,6,23.312,46450,0,391117.0167,26.3,44.0,#N/A
9259897,19/12/20 12:31:24,3.074,Devices!A2:F2,6,23.308,46455,0,391108.8666,26.3,44.0,#N/A
9259905,19/12/20 12:31:25,3.090,Devices!A2:F2,6,23.315,46450,0,391106.3529,26.3,44.0,#N/A
9259915,19/12/20 12:31:26,3.107,Devices!A2:F2,6,23.313,46454,0,391113.4101,26.3,44.0,#N/A
9259922,19/12/20 12:31:27,3.124,Devices!A2:F2,6,23.311,46453,0,391124.8541,26.3,44.0,#N/A
9259931,19/12/20 12:31:28,3.140,Devices!A2:F2,6,23.316,46451,0,391111.4456,26.3,44.0,#N/A
9259937,19/12/20 12:31:29,3.157,Devices!A2:F2,6,23.314,46450,0,391106.2618,26.3,44.0,#N/A
9259946,19/12/20 12:31:30,3.173,Devices!A2:F2,6,23.317,46451,0,391091.3835,26.3,44.0,#N/A
9259953,19/12/20 12:31:31,3.190,Devices!A2:F2,6,23.31,46448,0,391100.8806,26.3,44.0,#N/A
9259961,19/12/20 12:31:32,3.207,Devices!A2:F2,6,23.311,46446,0,391090.0211,26.3,44.0,#N/A
9259969,19/12/20 12:31:33,3.224,Devices!A2:F2,6,23.308,46449,0,391095.3508,26.3,44.0,#N/A
9259978,19/12/20 12:31:34,3.240,Devices!A2:F2,6,23.318,46448,0,391081.6416,26.3,44.0,#N/A
9259985,19/12/20 12:31:35,3.257,Devices!A2:F2,6,23.315,46452,0,391099.1604,26.3,44.0,#N/A
9259995,19/12/20 12:31:36,3.274,Devices!A2:F2,6,23.316,46451,0,391105.616,26.3,44.0,#N/A
9260002,19/12/20 12:31:37,3.291,Devices!A2:F2,6,23.314,46446,0,391078.6367,26.3,44.0,#N/A
9260010,19/12/20 12:31:38,3.307,Devices!A2:F2,6,23.323,46450,0,391088.4344,26.3,44.0,#N/A
9260020,19/12/20 12:31:39,3.323,Devices!A2:F2,6,23.315,46448,0,391088.6097,26.3,44.0,#N/A
9260027,19/12/20 12:31:40,3.340,Devices!A2:F2,6,23.314,46448,0,391084.8095,26.3,44.0,#N/A
9260034,19/12/20 12:31:41,3.357,Devices!A2:F2,6,23.313,46450,0,391066.764,26.3,44.0,#N/A
9260044,19/12/20 12:31:42,3.374,Devices!A2:F2,6,23.322,46448,0,391070.8535,26.3,44.0,#N/A
9260050,19/12/20 12:31:43,3.390,Devices!A2:F2,6,23.315,46445,0,391075.6005,26.3,44.0,#N/A
9260057,19/12/20 12:31:44,3.407,Devices!A2:F2,6,23.32,46443,0,391068.1252,26.3,44.0,#N/A
9260066,19/12/20 12:31:45,3.424,Devices!A2:F2,6,23.314,46444,0,391072.653,26.3,44.0,#N/A
9260074,19/12/20 12:31:46,3.441,Devices!A2:F2,6,23.311,46442,0,391072.2298,26.3,44.0,#N/A
9260083,19/12/20 12:31:47,3.457,Devices!A2:F2,6,23.317,46437,0,391062.3703,26.3,44.0,#N/A
9260090,19/12/20 12:31:48,3.474,Devices!A2:F2,6,23.315,46443,0,391053.272,26.3,44.0,#N/A
9260098,19/12/20 12:31:49,3.490,Devices!A2:F2,6,23.317,46446,0,391055.6495,26.3,44.0,#N/A
9260108,19/12/20 12:31:50,3.507,Devices!A2:F2,6,23.32,46445,0,391060.396,26.3,44.0,#N/A
9260112,19/12/20 12:31:51,3.523,Devices!A2:F2,6,23.315,46442,0,391062.9013,26.3,44.0,#N/A
9260123,19/12/20 12:31:52,3.540,Devices!A2:F2,6,23.31,46440,0,391058.7018,26.3,44.0,#N/A
9260132,19/12/20 12:31:53,3.557,Devices!A2:F2,6,23.314,46441,0,391059.8222,26.3,44.0,#N/A
9260139,19/12/20 12:31:54,3.574,Devices!A2:F2,6,23.316,46442,0,391058.7074,26.3,44.0,#N/A
9260144,19/12/20 12:31:55,3.590,Devices!A2:F2,6,23.318,46443,0,391048.8202,26.3,44.0,#N/A
9260153,19/12/20 12:31:56,3.607,Devices!A2:F2,6,23.314,46433,0,391053.8592,26.3,44.0,#N/A
9260163,19/12/20 12:31:57,3.624,Devices!A2:F2,6,23.311,46443,0,391055.116,26.3,44.0,#N/A
9260171,19/12/20 12:31:58,3.640,Devices!A2:F2,6,23.317,46441,0,391059.0891,26.3,44.0,#N/A
9260180,19/12/20 12:31:59,3.657,Devices!A2:F2,6,23.321,46443,0,391044.3554,26.3,44.0,#N/A
9260186,19/12/20 12:32:00,3.673,Devices!A2:F2,6,23.323,46443,0,391050.9423,26.3,44.0,#N/A
9260193,19/12/20 12:32:01,3.690,Devices!A2:F2,6,23.318,46439,0,391053.1233,26.3,44.0,#N/A
9260203,19/12/20 12:32:02,3.707,Devices!A2:F2,6,23.319,46437,0,391049.1696,26.3,44.0,#N/A
9260212,19/12/20 12:32:03,3.724,Devices!A2:F2,6,23.319,46431,0,391047.1203,26.3,44.0,#N/A
9260220,19/12/20 12:32:04,3.740,Devices!A2:F2,6,23.319,46434,0,391039.5404,26.3,44.0,#N/A
9260227,19/12/20 12:32:05,3.757,Devices!A2:F2,6,23.314,46434,0,391042.9814,26.3,44.0,#N/A
9260229,19/12/20 12:32:06,3.774,Devices!A2:F2,6,23.318,46435,0,391045.1493,26.3,44.0,#N/A
9260244,19/12/20 12:32:07,3.791,Devices!A2:F2,6,23.314,46436,0,391045.5927,26.3,44.0,#N/A
9260248,19/12/20 12:32:08,3.807,Devices!A2:F2,6,23.319,46440,0,391045.1165,26.3,44.0,#N/A
9260255,19/12/20 12:32:09,3.823,Devices!A2:F2,6,23.31,46435,0,391045.843,26.3,44.0,#N/A
9260267,19/12/20 12:32:10,3.840,Devices!A2:F2,6,23.314,46432,0,391035.8845,26.3,44.0,#N/A
