YYYY	MM	DD	hh	WD	WSP	D GST	WVHT	DPD	APD	MWD	BAR	ATMP	WTMP	DEWP	VIS	TIDE
2004	12	28	9	999	4.8	9.7	99	99	99	999	1033.5	-11	3.3	999	99	99
2004	12	28	10	999	4.5	8.1	99	99	99	999	1033.8	-10.8	3.7	999	99	99
2004	12	28	11	999	4	6.7	99	99	99	999	1033.9	-10.1	3.7	999	99	99
2004	12	28	12	999	4	6.3	99	99	99	999	1034.2	-9.2	3.7	999	99	99
2004	12	28	13	999	0.7	6.5	99	99	99	999	1034.7	-6.2	3.4	999	99	99
2004	12	28	14	999	3.7	8	99	99	99	999	1035	-4.9	3.3	999	99	99
2004	12	28	15	999	4.5	6.5	99	99	99	999	1034.8	-4	3.4	999	99	99
2004	12	28	16	999	3.5	5.4	99	99	99	999	1034.2	-2.2	4	999	99	99
2004	12	28	17	246	1.1	5.7	99	99	99	999	1033.2	-2.5	3.5	999	99	99
2004	12	28	18	279	2.8	5.1	99	99	99	999	1032.4	-1.5	3.6	999	99	99
2004	12	28	21	250	5.3	6.9	99	99	99	999	1030.2	-1.9	3.4	999	99	99
2004	12	28	23	261	5.5	9.8	99	99	99	999	1029.5	-1.3	3.2	999	99	99
2004	12	29	0	268	4.5	8.6	99	99	99	999	1028.8	-1.2	3	999	99	99
2004	12	29	1	256	5.6	8	99	99	99	999	1028	-0.8	3.2	999	99	99
2004	12	29	2	255	8.1	10.8	99	99	99	999	1026.9	-0.9	3.5	999	99	99
2004	12	29	3	260	7.5	11.2	99	99	99	999	1026.5	-0.3	3.3	999	99	99
2004	12	29	6	254	10.4	14.7	99	99	99	999	1022.8	1.5	3.7	999	99	99
2004	12	29	9	257	9.3	13.8	99	99	99	999	1020.7	2	3.6	999	99	99
2004	12	29	10	258	8.7	13.1	99	99	99	999	1020.2	2.1	3.6	999	99	99
2004	12	29	11	259	8.9	14.7	99	99	99	999	1020.3	2.1	3.6	999	99	99
2004	12	29	12	254	6.8	12.5	99	99	99	999	1020.4	1.9	3.6	999	99	99
2004	12	29	13	259	7	9.9	99	99	99	999	1020.6	2	3.6	999	99	99
2004	12	29	14	262	6.9	9.7	99	99	99	999	1020.8	2.1	3.6	999	99	99
2004	12	29	15	268	5.3	9.8	99	99	99	999	1021.5	2.4	3.7	999	99	99
2004	12	29	16	268	4.2	6.6	99	99	99	999	1021.1	3	3.3	999	99	99
2004	12	29	17	273	3.5	5.4	99	99	99	999	1020.5	3.5	3.4	999	99	99
2004	12	29	18	251	3.3	5.6	99	99	99	999	1020.4	5.1	3.5	999	99	99
2004	12	29	19	266	1.7	4.1	99	99	99	999	1020.4	6.7	3.6	999	99	99
2004	12	29	20	289	3	4.4	99	99	99	999	1020.6	6.7	3.6	999	99	99
2004	12	29	21	319	2.7	4.9	99	99	99	999	1021.4	5.3	4.4	999	99	99
2004	12	29	22	310	2.2	3.5	99	99	99	999	1022.4	4.7	4.6	999	99	99
2004	12	29	23	297	2	3.4	99	99	99	999	1023.5	4.6	4.8	999	99	99
2004	12	30	0	291	2.6	3.3	99	99	99	999	1024.1	4.3	4.7	999	99	99
2004	12	30	1	299	2	4	99	99	99	999	1024.8	4.1	4.8	999	99	99
2004	12	30	2	308	1.3	2.6	99	99	99	999	1025.5	3.9	4.7	999	99	99
2004	12	30	3	319	0	2	99	99	99	999	1026	3.7	4.9	999	99	99
2004	12	30	4	79	0	99	99	99	99	999	1026.4	3.3	5	999	99	99
2004	12	30	5	74	0	99	99	99	99	999	1026.4	3.2	5.6	999	99	99
2004	12	30	6	321	0	99	99	99	99	999	1027.1	3.2	5.6	999	99	99
2004	12	30	7	55	0.8	3.5	99	99	99	999	1027.2	3	5.7	999	99	99
2004	12	30	8	53	0.1	2.5	99	99	99	999	1027.7	3	5.8	999	99	99
2004	12	30	9	111	0.4	1.5	99	99	99	999	1027.7	2.8	5.7	999	99	99
2004	12	30	10	352	0.2	1.3	99	99	99	999	1028.8	2.7	5.6	999	99	99
2004	12	30	11	57	0	1.4	99	99	99	999	1029.4	2.5	5.6	999	99	99
2004	12	30	12	51	3.1	3.8	99	99	99	999	1030.7	2.4	5.5	999	99	99
2004	12	30	13	30	2.3	4.6	99	99	99	999	1031.7	2.3	5.3	999	99	99
2004	12	30	14	24	2.7	4.2	99	99	99	999	1032.4	2.4	5	999	99	99
2004	12	30	15	26	3.1	4.7	99	99	99	999	1033.2	2.7	5.8	999	99	99
2004	12	30	16	16	2.5	4.1	99	99	99	999	1032.9	3.8	5.6	999	99	99
2004	12	30	17	30	2.4	5	99	99	99	999	1032.5	4	6.1	999	99	99
2004	12	30	18	14	2.9	4.2	99	99	99	999	1032.8	4.9	6.1	999	99	99
2004	12	30	19	12	3.1	3.9	99	99	99	999	1033	5.4	6	999	99	99
2004	12	30	20	23	1.3	3.8	99	99	99	999	1033.3	5.6	6	999	99	99
2004	12	30	21	8	0	2.2	99	99	99	999	1034	4.8	6	999	99	99
2004	12	30	22	126	0	2.9	99	99	99	999	1034.2	3.3	5.9	999	99	99
2004	12	30	23	118	0	99	99	99	99	999	1035	2.4	5.8	999	99	99
2004	12	31	0	126	0	1.3	99	99	99	999	1035.6	1.9	5.7	999	99	99
2004	12	31	1	114	0.2	1.9	99	99	99	999	1035.7	1.2	5.6	999	99	99
2004	12	31	2	139	0.8	2.5	99	99	99	999	1035.4	1.4	5.4	999	99	99
2004	12	31	3	131	1	1.6	99	99	99	999	1035.6	1.4	5.4	999	99	99
2004	12	31	4	164	0.9	2.9	99	99	99	999	1035.4	3.1	5.1	999	99	99
2004	12	31	5	168	2.2	3.8	99	99	99	999	1034.9	4.4	5	999	99	99
2004	12	31	6	186	3.9	6	99	99	99	999	1034.5	5.1	4.9	999	99	99
2004	12	31	7	205	4.1	7.1	99	99	99	999	1035	5.4	5	999	99	99
2004	12	31	8	204	3.7	4.6	99	99	99	999	1034.5	5.5	5.1	999	99	99
2004	12	31	9	183	4.2	6.9	99	99	99	999	1033.7	5.5	4.9	999	99	99
2004	12	31	10	185	5.1	6.1	99	99	99	999	1033.1	5.9	5.1	999	99	99
2004	12	31	11	187	5.2	6.7	99	99	99	999	1033	6.1	5.1	999	99	99
2004	12	31	12	187	5.7	6.8	99	99	99	999	1033	6.3	5.2	999	99	99
2004	12	31	13	188	7	8.7	99	99	99	999	1032.6	6.4	5	999	99	99
2004	12	31	14	185	6.6	7.9	99	99	99	999	1032.5	6.8	5	999	99	99
2004	12	31	15	188	6.4	8.9	99	99	99	999	1031.9	7.1	5	999	99	99
2004	12	31	16	191	7.1	9.7	99	99	99	999	1030.9	7.5	5.1	999	99	99
2004	12	31	17	206	6.3	8.2	99	99	99	999	1029.9	8.2	5.2	999	99	99
2004	12	31	18	206	6.7	9.2	99	99	99	999	1028.6	8.5	5.3	999	99	99
2004	12	31	19	215	6.8	9.8	99	99	99	999	1027.8	8.5	5.3	999	99	99
2004	12	31	20	213	5.5	7.3	99	99	99	999	1027.2	8.1	5.3	999	99	99
2004	12	31	21	207	4.8	5.8	99	99	99	999	1026.6	8.3	5.4	999	99	99
2004	12	31	22	219	3.3	4.4	99	99	99	999	1026.3	7.6	5.4	999	99	99
2004	12	31	23	230	3.8	5.2	99	99	99	999	1025.9	7.6	5.4	999	99	99
