YYYY	MM	DD	hh	WD	WSP	D GST	WVHT	DPD	APD	MWD	BAR	ATMP	WTMP	DEWP	VIS	TIDE
2004	11	30	2	999	2.3	3.8	99	99	99	999	1025	6.4	9.6	999	99	99
2004	11	30	3	999	2.1	3.6	99	99	99	999	1024.7	5.5	9.5	999	99	99
2004	11	30	4	999	2.5	4.3	99	99	99	999	1025	5.3	9.1	999	99	99
2004	11	30	5	999	3.8	5.2	99	99	99	999	1024.5	4.8	8.9	999	99	99
2004	11	30	6	999	3.6	4.7	99	99	99	999	1024.5	4.4	9.8	999	99	99
2004	11	30	7	999	3.4	5.1	99	99	99	999	1024.8	4.2	9.7	999	99	99
2004	11	30	8	999	2.4	4.5	99	99	99	999	1024.4	4	9.6	999	99	99
2004	11	30	9	999	3.6	5.2	99	99	99	999	1025.1	3.6	9.5	999	99	99
2004	11	30	10	999	4.2	6.3	99	99	99	999	1025.5	3.3	9.5	999	99	99
2004	11	30	11	999	2.6	5.6	99	99	99	999	1025.8	3.3	9.4	999	99	99
2004	11	30	12	999	1.1	4	99	99	99	999	1026.5	3.5	9.3	999	99	99
2004	11	30	13	999	2.8	4.9	99	99	99	999	1026.4	3.7	9.3	999	99	99
2004	11	30	14	999	0	99	99	99	99	999	1026.4	5.9	9.1	999	99	99
2004	11	30	15	999	0	99	99	99	99	999	1026.4	8.2	9.2	999	99	99
2004	11	30	16	999	2.2	3.3	99	99	99	999	1026	7.1	9	999	99	99
2004	11	30	17	999	3.9	4.9	99	99	99	999	1025.2	8	8.9	999	99	99
2004	11	30	18	999	3	4.6	99	99	99	999	1024.2	8.3	9.1	999	99	99
2004	11	30	19	999	3	4.1	99	99	99	999	1024.1	8.6	9.1	999	99	99
2004	11	30	20	999	2.3	3.1	99	99	99	999	1024	8.6	9.3	999	99	99
2004	11	30	21	999	2.3	2.9	99	99	99	999	1023.8	8.5	9.1	999	99	99
2004	11	30	22	999	3.4	4.1	99	99	99	999	1024.2	8.4	9.2	999	99	99
2004	11	30	23	999	1.3	2.7	99	99	99	999	1024.2	8.1	9.2	999	99	99
2004	12	1	0	999	1.7	3.6	99	99	99	999	1024	8.1	9.1	999	99	99
2004	12	1	1	999	1	2.2	99	99	99	999	1023.7	8.1	9.2	999	99	99
2004	12	1	2	999	0	99	99	99	99	999	1023.7	7.8	9.2	999	99	99
2004	12	1	3	999	3.1	3.7	99	99	99	999	1023	8.4	9.2	999	99	99
2004	12	1	4	999	4.6	6.4	99	99	99	999	1022.6	9	9	999	99	99
2004	12	1	5	999	4.5	5.8	99	99	99	999	1022.1	9.1	9	999	99	99
2004	12	1	6	999	5.9	7.6	99	99	99	999	1020	9.1	9	999	99	99
2004	12	1	7	999	5.3	6.5	99	99	99	999	1017.9	9	9	999	99	99
2004	12	1	8	999	4.5	6.6	99	99	99	999	1017.8	9.4	9.1	999	99	99
2004	12	1	9	999	5.7	7	99	99	99	999	1016.4	9.6	9.1	999	99	99
2004	12	1	10	999	6.7	8.4	99	99	99	999	1015.5	10	9.1	999	99	99
2004	12	1	11	999	7.5	10.2	99	99	99	999	1013	10.4	9	999	99	99
2004	12	1	12	999	7.1	11	99	99	99	999	1011.4	10.5	9	999	99	99
2004	12	1	13	999	8.4	11.3	99	99	99	999	1009.2	10.8	9	999	99	99
2004	12	1	14	999	11	15.5	99	99	99	999	1006.3	11.6	9.1	999	99	99
2004	12	1	15	999	12	16.5	99	99	99	999	1002.8	12.5	9.1	999	99	99
2004	12	1	16	999	11.4	17.8	99	99	99	999	1001.6	12.5	9.3	999	99	99
2004	12	1	17	999	14.8	18.3	99	99	99	999	997.7	12.8	9.3	999	99	99
2004	12	1	18	999	13.4	20.3	99	99	99	999	994.8	13.2	9.4	999	99	99
2004	12	1	19	999	11.5	21.6	99	99	99	999	994.1	13.2	9.4	999	99	99
2004	12	1	20	999	11.4	15.5	99	99	99	999	995.5	12.8	9.6	999	99	99
2004	12	1	21	999	7.3	10.4	99	99	99	999	996.6	11.3	9.7	999	99	99
2004	12	1	22	999	9	15	99	99	99	999	997.3	11.3	9.6	999	99	99
2004	12	1	23	999	7.9	11.8	99	99	99	999	999.1	10.4	9.6	999	99	99
2004	12	2	0	999	6.4	12.7	99	99	99	999	1000.9	9.9	9.4	999	99	99
2004	12	2	1	999	12.4	16.9	99	99	99	999	1002.8	9.3	9.5	999	99	99
2004	12	2	2	999	8.8	15.3	99	99	99	999	1004.6	8.5	9.4	999	99	99
2004	12	2	3	999	12.2	16.6	99	99	99	999	1006.3	8.1	9.3	999	99	99
2004	12	2	4	999	11	16.5	99	99	99	999	1007.9	7.7	9.2	999	99	99
2004	12	2	5	999	7.5	10.9	99	99	99	999	1009.5	999	999	999	99	99
2004	12	2	6	999	8.2	14.2	99	99	99	999	1010.7	6.5	9.1	999	99	99
2004	12	2	7	999	4.9	10.2	99	99	99	999	1011.9	6.1	9.1	999	99	99
2004	12	2	8	999	5.7	9.8	99	99	99	999	1012.8	6.1	9	999	99	99
2004	12	2	9	999	5.5	8.5	99	99	99	999	1013.4	6.3	8.9	999	99	99
2004	12	2	10	999	5.2	7.4	99	99	99	999	1014.1	5.1	8.9	999	99	99
2004	12	2	11	999	5.6	6.7	99	99	99	999	1014.9	4.6	8.9	999	99	99
2004	12	2	12	999	4.5	6.3	99	99	99	999	1015.3	4.6	8.8	999	99	99
2004	12	2	13	999	4	6	99	99	99	999	1016	5.7	8.6	999	99	99
2004	12	2	14	999	5.9	7.7	99	99	99	999	1016.4	6.7	8.5	999	99	99
2004	12	2	15	999	6.7	9.5	99	99	99	999	1017	7.7	8.5	999	99	99
2004	12	2	16	999	5.2	6.7	99	99	99	999	1016.4	8.4	8.4	999	99	99
2004	12	2	17	999	4.8	9.7	99	99	99	999	1015.8	8.3	8.3	999	99	99
2004	12	2	18	999	4.6	8	99	99	99	999	1015.3	8.8	8.7	999	99	99
2004	12	2	19	999	3.9	7.4	99	99	99	999	1015.4	8.4	8.6	999	99	99
2004	12	2	20	999	4.3	5.5	99	99	99	999	1015.4	8.6	8.6	999	99	99
2004	12	2	21	999	2.8	5.9	99	99	99	999	1015.5	7.5	8.8	999	99	99
2004	12	2	22	999	3.1	3.9	99	99	99	999	1015.5	6.8	8.7	999	99	99
2004	12	2	23	999	3.4	5.3	99	99	99	999	1015.8	6.2	8.7	999	99	99
2004	12	3	0	999	3.6	4.7	99	99	99	999	1016	5.9	8.7	999	99	99
2004	12	3	1	999	0.2	2.7	99	99	99	999	1015.5	5.4	8.7	999	99	99
2004	12	3	2	999	1.1	3.2	99	99	99	999	1015.3	5.1	8.9	999	99	99
2004	12	3	3	999	1.2	2.9	99	99	99	999	1015.1	5	8.9	999	99	99
2004	12	3	4	999	3.1	4.1	99	99	99	999	1014.7	4.9	8.7	999	99	99
2004	12	3	5	999	1.9	4.2	99	99	99	999	1013.8	5.3	8.3	999	99	99
2004	12	3	6	999	0.1	3.1	99	99	99	999	1012.8	4.7	8.2	999	99	99
2004	12	3	7	999	0	99	99	99	99	999	1012.2	3.1	8.3	999	99	99
2004	12	3	8	999	0	1.2	99	99	99	999	1011.6	2.2	8.8	999	99	99
2004	12	3	9	999	0	99	99	99	99	999	1010.7	1.6	9.1	999	99	99
2004	12	3	10	999	0	99	99	99	99	999	1010.2	1.6	9.1	999	99	99
2004	12	3	11	999	0	99	99	99	99	999	1009.6	2	9.1	999	99	99
2004	12	3	12	999	0	99	99	99	99	999	1009.1	3.2	9.1	999	99	99
2004	12	3	13	999	0	1.3	99	99	99	999	1008.1	4.4	9.1	999	99	99
2004	12	3	14	999	1.5	6.4	99	99	99	999	1009.2	3.2	9.1	999	99	99
2004	12	3	15	999	0.2	6.9	99	99	99	999	1008.3	3.3	9	999	99	99
2004	12	3	16	999	1.1	3.3	99	99	99	999	1007.2	4.9	9.1	999	99	99
2004	12	3	17	999	4.6	7.1	99	99	99	999	1006.1	8.1	9	999	99	99
2004	12	3	18	999	5.4	7.1	99	99	99	999	1005.7	8.8	8.7	999	99	99
2004	12	3	19	999	6.2	9.4	99	99	99	999	1005.9	8.3	8.7	999	99	99
2004	12	3	20	999	4.9	10.4	99	99	99	999	1007.1	8.1	9.2	999	99	99
2004	12	3	21	999	6.6	10.3	99	99	99	999	1008.3	6.9	9	999	99	99
2004	12	3	22	999	7.9	10.2	99	99	99	999	1009.9	6	8.8	999	99	99
2004	12	3	23	999	3.9	5.6	99	99	99	999	1011	4.7	8.8	999	99	99
2004	12	4	0	999	4.3	6.5	99	99	99	999	1011.9	4.3	8.6	999	99	99
2004	12	4	1	999	4.7	9.4	99	99	99	999	1013	4	8.8	999	99	99
2004	12	4	2	999	5.3	8.6	99	99	99	999	1014	3.5	8.7	999	99	99
2004	12	4	3	999	5	7.5	99	99	99	999	1014.5	2.7	8.7	999	99	99
2004	12	4	5	999	5.2	8.3	99	99	99	999	1015.2	1.1	8.4	999	99	99
2004	12	4	6	999	3.3	4.5	99	99	99	999	1015.7	0.9	7.9	999	99	99
2004	12	4	7	999	3.6	6	99	99	99	999	1016.3	0.5	7.7	999	99	99
2004	12	4	8	999	4.1	6.9	99	99	99	999	1016.6	0.1	8.2	999	99	99
2004	12	4	9	999	3.1	4.9	99	99	99	999	1016.7	-0.2	8.1	999	99	99
2004	12	4	10	999	4.2	5.3	99	99	99	999	1016.9	-0.5	8	999	99	99
2004	12	4	11	999	3.9	4.8	99	99	99	999	1017.1	-0.8	7.7	999	99	99
2004	12	4	12	999	3	4.5	99	99	99	999	1017.4	-0.8	7.6	999	99	99
2004	12	4	13	999	3.7	4.4	99	99	99	999	1018.5	0.5	7.6	999	99	99
2004	12	4	14	999	1.4	3.9	99	99	99	999	1018.9	2.3	7.5	999	99	99
2004	12	4	15	999	2.3	3.5	99	99	99	999	1019.4	4.1	7.7	999	99	99
2004	12	4	16	999	0.4	4	99	99	99	999	1018.7	4.4	7.8	999	99	99
2004	12	4	17	999	5.1	5.8	99	99	99	999	1018.1	2.3	7.7	999	99	99
2004	12	4	18	999	5.2	6.6	99	99	99	999	1017.4	2.6	7.5	999	99	99
2004	12	4	19	999	5.2	6.4	99	99	99	999	1016.8	3.2	7.4	999	99	99
2004	12	4	20	999	4.9	7.6	99	99	99	999	1016.5	3.6	7.6	999	99	99
2004	12	4	21	999	4	5.8	99	99	99	999	1016.5	3	7.4	999	99	99
2004	12	4	22	999	4.1	5	99	99	99	999	1016.3	2.8	7.5	999	99	99
2004	12	4	23	999	4.1	6.2	99	99	99	999	1016.2	3.4	7.5	999	99	99
2004	12	5	1	999	6.2	10.4	99	99	99	999	1015.3	4.4	7.6	999	99	99
2004	12	5	2	999	6.2	8.8	99	99	99	999	1015.2	5.1	7.3	999	99	99
2004	12	5	3	999	7.4	10.8	99	99	99	999	1014.5	6.1	7.3	999	99	99
2004	12	5	4	999	7.2	11.8	99	99	99	999	1014.4	6.6	7.3	999	99	99
2004	12	5	5	999	8.1	11.7	99	99	99	999	1013.9	6.8	7.2	999	99	99
2004	12	5	6	999	6.6	10.8	99	99	99	999	1013.4	7.3	7.2	999	99	99
2004	12	5	9	999	4.7	10	99	99	99	999	1013.7	7.5	6.9	999	99	99
2004	12	5	10	999	3.8	5.4	99	99	99	999	1014.2	6.9	6.9	999	99	99
2004	12	5	13	999	5.1	7.2	99	99	99	999	1015.7	7.2	6.9	999	99	99
2004	12	5	14	999	3.4	9	99	99	99	999	1016.3	9.2	7	999	99	99
2004	12	5	15	999	3.8	7	99	99	99	999	1016.8	10.6	7.4	999	99	99
2004	12	5	17	999	4.5	10.1	99	99	99	999	1016.3	11.1	7.3	999	99	99
2004	12	5	18	999	6.8	9.7	99	99	99	999	1016.2	11.7	8.2	999	99	99
2004	12	5	19	999	6.7	9.8	99	99	99	999	1016.8	12	7.9	999	99	99
2004	12	5	20	999	5.1	8.5	99	99	99	999	1018.3	11.4	7.4	999	99	99
2004	12	5	21	999	5.4	10.9	99	99	99	999	1020.2	9.4	7.6	999	99	99
2004	12	5	22	999	2.3	7.4	99	99	99	999	1021.8	8	7.9	999	99	99
2004	12	5	23	999	6.2	8.5	99	99	99	999	1023.4	7.2	8	999	99	99
2004	12	6	0	999	5	7.4	99	99	99	999	1024.4	6	8.1	999	99	99
2004	12	6	1	999	2.5	7.1	99	99	99	999	1025.3	5.1	8.2	999	99	99
2004	12	6	2	999	4.4	7.8	99	99	99	999	1026.2	4.4	8.1	999	99	99
2004	12	6	3	999	2.7	5.4	99	99	99	999	1026.9	3.7	8	999	99	99
2004	12	6	5	999	4.7	7.6	99	99	99	999	1028	2.2	8	999	99	99
2004	12	6	7	999	3.5	4.7	99	99	99	999	1029.3	0.1	9.4	999	99	99
2004	12	6	8	999	2.9	6.1	99	99	99	999	1029.5	-0.6	9.7	999	99	99
2004	12	6	9	999	3.9	5.6	99	99	99	999	1030	-0.7	9.7	999	99	99
2004	12	6	10	999	4	6.5	99	99	99	999	1030.4	-1.1	9.7	999	99	99
2004	12	6	11	999	3	4.8	99	99	99	999	1030.7	-1.9	9.3	999	99	99
2004	12	6	12	999	3.1	5.4	99	99	99	999	1031.3	-2	9	999	99	99
2004	12	6	13	999	5.1	6.5	99	99	99	999	1030.6	-1.7	9	999	99	99
2004	12	6	15	999	4.4	6	99	99	99	999	1031.6	-0.9	8.4	999	99	99
2004	12	6	16	999	3.8	5.6	99	99	99	999	1030.9	-0.5	8.4	999	99	99
2004	12	6	17	999	4	6	99	99	99	999	1029.8	0	7.9	999	99	99
2004	12	6	18	999	3.8	6.7	99	99	99	999	1028.7	0.6	7.9	999	99	99
2004	12	6	19	999	4.9	6.9	99	99	99	999	1028.6	0.7	7.5	999	99	99
2004	12	6	21	999	3.4	5.2	99	99	99	999	1027.3	0.1	8	999	99	99
2004	12	6	22	999	3.8	6	99	99	99	999	1027.8	0.3	9.2	999	99	99
2004	12	7	0	999	4.7	6.1	99	99	99	999	1027.2	0.5	8.4	999	99	99
2004	12	7	1	999	4.3	5.9	99	99	99	999	1026.9	1.3	8.5	999	99	99
2004	12	7	2	999	3.1	5.3	99	99	99	999	1026.7	1.2	8.3	999	99	99
2004	12	7	3	999	2.6	4.8	99	99	99	999	1026.4	1.1	8	999	99	99
2004	12	7	4	999	3.2	4.5	99	99	99	999	1026.5	1.7	7.8	999	99	99
2004	12	7	5	999	3	4.2	99	99	99	999	1026	1.8	7.5	999	99	99
2004	12	7	6	999	3.9	5.2	99	99	99	999	1025.5	2	7.2	999	99	99
2004	12	7	7	999	4.8	5.9	99	99	99	999	1025.3	2.3	7.5	999	99	99
2004	12	7	8	999	2.3	5.9	99	99	99	999	1025	2.5	9.2	999	99	99
2004	12	7	9	999	2.9	4.9	99	99	99	999	1024.5	2.9	9.2	999	99	99
2004	12	7	10	999	3.2	5	99	99	99	999	1024.4	3.3	9.6	999	99	99
2004	12	7	11	999	3.3	4.2	99	99	99	999	1024.1	3.8	9.3	999	99	99
2004	12	7	12	999	3.4	5.1	99	99	99	999	1024.2	4.2	8.9	999	99	99
2004	12	7	13	999	4.4	5.5	99	99	99	999	1023.7	4.1	8.8	999	99	99
2004	12	7	14	999	3.4	6.8	99	99	99	999	1023.3	4.5	8.7	999	99	99
2004	12	7	15	999	3.6	6.3	99	99	99	999	1023.4	4.9	8.7	999	99	99
2004	12	7	16	999	3.3	6.5	99	99	99	999	1022.5	5.2	8.6	999	99	99
2004	12	7	17	999	2.1	5	99	99	99	999	1020.9	5.5	8.4	999	99	99
2004	12	7	18	999	3.3	6	99	99	99	999	1019.3	6.1	8.2	999	99	99
2004	12	7	19	999	3.3	7	99	99	99	999	1017.4	6.3	8.1	999	99	99
2004	12	7	20	999	5.8	9.7	99	99	99	999	1015.7	6.7	8	999	99	99
2004	12	7	21	999	6.1	9.8	99	99	99	999	1014.4	7.4	8.5	999	99	99
2004	12	7	22	999	6.4	9.6	99	99	99	999	1013.1	8.6	9.2	999	99	99
2004	12	7	23	999	6.8	10.2	99	99	99	999	1011.5	9	9.1	999	99	99
2004	12	8	0	999	6.3	9.9	99	99	99	999	1009.8	9.8	9.1	999	99	99
2004	12	8	1	999	5.1	6.9	99	99	99	999	1008.8	10.5	9.1	999	99	99
2004	12	8	5	999	4.9	5.8	99	99	99	999	1005.2	7.3	8.5	999	99	99
2004	12	8	6	999	4.7	6.6	99	99	99	999	1004.7	6.5	8.6	999	99	99
2004	12	8	7	999	4.6	7	99	99	99	999	1004.9	6.1	8.4	999	99	99
2004	12	8	8	999	3.7	5.9	99	99	99	999	1005	5.3	9.1	999	99	99
2004	12	8	9	999	2.6	5.2	99	99	99	999	1005.9	5.3	9.1	999	99	99
2004	12	8	10	999	2.6	4.2	99	99	99	999	1005.6	5.6	9.1	999	99	99
2004	12	8	11	999	0.4	3.2	99	99	99	999	1005.8	5.8	9.2	999	99	99
2004	12	8	12	999	4.6	6.4	99	99	99	999	1006.4	7.8	9.3	999	99	99
2004	12	8	13	999	2.7	6.8	99	99	99	999	1007	8.5	9.4	999	99	99
2004	12	8	16	999	5.5	8	99	99	99	999	1009	13.2	9.1	999	99	99
2004	12	8	17	999	6.7	11.2	99	99	99	999	1009.5	13.7	9.1	999	99	99
2004	12	8	18	999	10.5	15.4	99	99	99	999	1010.4	13.1	9	999	99	99
2004	12	8	19	999	9.8	16.4	99	99	99	999	1011	14.2	9	999	99	99
2004	12	8	20	999	7.6	15	99	99	99	999	1011.8	14	9	999	99	99
2004	12	8	21	999	5.8	10.4	99	99	99	999	1013.2	12.7	8.8	999	99	99
2004	12	8	22	999	5.5	8.5	99	99	99	999	1014.7	11	8.9	999	99	99
2004	12	8	23	999	5.2	8.1	99	99	99	999	1016.2	10	9	999	99	99
2004	12	9	0	999	3.5	9.6	99	99	99	999	1017.7	9.1	9	999	99	99
2004	12	9	1	999	8.4	12	99	99	99	999	1017.8	8.8	8.9	999	99	99
2004	12	9	2	999	5.4	10.8	99	99	99	999	1018.5	8	8.9	999	99	99
2004	12	9	3	999	5	9.6	99	99	99	999	1019.4	7.6	8.9	999	99	99
2004	12	9	4	999	4.5	10.2	99	99	99	999	1019.8	7.2	8.5	999	99	99
2004	12	9	5	999	6.1	9	99	99	99	999	1019.7	6.6	8.4	999	99	99
2004	12	9	6	999	3.7	7.6	99	99	99	999	1020	6.1	8.3	999	99	99
2004	12	9	7	999	1.7	3.7	99	99	99	999	1021.1	5.6	8.3	999	99	99
2004	12	9	8	999	1.8	4.3	99	99	99	999	1021.6	5.3	8.4	999	99	99
2004	12	9	9	999	2.6	4.9	99	99	99	999	1021.5	5	8.2	999	99	99
2004	12	9	10	999	2.2	5.3	99	99	99	999	1022.6	4.4	9.1	999	99	99
2004	12	9	11	999	0	4.4	99	99	99	999	1023.1	4	8.8	999	99	99
2004	12	9	12	999	0.2	4.1	99	99	99	999	1023.2	3.9	9	999	99	99
2004	12	9	13	999	0.3	2.1	99	99	99	999	1023.1	4.1	8.9	999	99	99
2004	12	9	14	999	1.7	3.5	99	99	99	999	1023.3	4.8	8.9	999	99	99
2004	12	9	15	999	2	4.7	99	99	99	999	1023.7	5.9	8.7	999	99	99
2004	12	9	16	999	3	6.8	99	99	99	999	1023.2	5.9	8.7	999	99	99
2004	12	9	17	999	1.3	3.4	99	99	99	999	1023.2	7.3	8.5	999	99	99
2004	12	9	18	999	0	3.4	99	99	99	999	1022.6	7.4	8.5	999	99	99
2004	12	9	19	999	1	4.1	99	99	99	999	1022.5	6.3	8.4	999	99	99
2004	12	9	20	999	3.1	4.1	99	99	99	999	1022.6	6.1	8.3	999	99	99
2004	12	9	21	999	0.8	4.4	99	99	99	999	1022.5	6.1	8.3	999	99	99
2004	12	9	22	999	2.4	5.3	99	99	99	999	1022.7	6.4	8.2	999	99	99
2004	12	9	23	999	3.8	6.4	99	99	99	999	1021.6	6.5	8.9	999	99	99
2004	12	10	0	999	2.3	5.3	99	99	99	999	1020.2	6.6	8.8	999	99	99
2004	12	10	1	999	3.8	5.8	99	99	99	999	1019.4	6.3	8.9	999	99	99
2004	12	10	2	999	3.1	5	99	99	99	999	1019.2	6.8	8.9	999	99	99
2004	12	10	3	999	2.9	5.8	99	99	99	999	1018.2	6.6	8.7	999	99	99
2004	12	10	4	999	1.8	5.3	99	99	99	999	1018.5	5.7	8.6	999	99	99
2004	12	10	5	999	4.1	6.5	99	99	99	999	1018.3	5.5	8.6	999	99	99
2004	12	10	6	999	3.6	5.2	99	99	99	999	1018.1	5.1	8.5	999	99	99
2004	12	10	7	999	3.6	6	99	99	99	999	1017.2	5.3	8.2	999	99	99
2004	12	10	8	999	4.7	7.6	99	99	99	999	1015.6	5.7	8.3	999	99	99
2004	12	10	9	999	4	6.6	99	99	99	999	1014.5	5.7	8.5	999	99	99
2004	12	10	10	999	3.7	7.1	99	99	99	999	1013.4	5.5	8.7	999	99	99
2004	12	10	11	999	3.4	5	99	99	99	999	1013.6	5.3	8.8	999	99	99
2004	12	10	12	999	3.3	6.5	99	99	99	999	1013.7	5.3	8.6	999	99	99
2004	12	10	14	999	4.4	8.5	99	99	99	999	1012.6	6	8.8	999	99	99
2004	12	10	15	999	3.9	7.4	99	99	99	999	1012.4	6	8.7	999	99	99
2004	12	10	16	999	3.7	7.1	99	99	99	999	1011.6	6.3	8.7	999	99	99
2004	12	10	17	999	4.1	8.8	99	99	99	999	1009.1	6.6	8.7	999	99	99
2004	12	10	19	999	3.8	7.7	99	99	99	999	1008.2	7	8.7	999	99	99
2004	12	10	20	999	4.4	7.1	99	99	99	999	1007.1	6.9	8.7	999	99	99
2004	12	10	21	999	4.6	7.8	99	99	99	999	1005.9	999	999	999	99	99
2004	12	10	22	999	4.4	8.2	99	99	99	999	1005.6	7	8.7	999	99	99
2004	12	10	23	999	4.2	7.4	99	99	99	999	1005.2	7.2	8.6	999	99	99
2004	12	11	0	999	4.4	7.1	99	99	99	999	1004.1	7.4	8.5	999	99	99
2004	12	11	1	999	2.9	5.8	99	99	99	999	1003	7.6	8.4	999	99	99
2004	12	11	2	999	2.6	3.9	99	99	99	999	1001.7	7.9	8.7	999	99	99
2004	12	11	3	999	2.3	5.7	99	99	99	999	999.8	8.2	8.7	999	99	99
2004	12	11	4	999	3.5	5.8	99	99	99	999	999.1	8.2	8.7	999	99	99
2004	12	11	5	999	3.6	5.7	99	99	99	999	997.1	999	999	999	99	99
2004	12	11	6	999	3.9	6	99	99	99	999	995.9	8.1	8.7	999	99	99
2004	12	11	7	999	3.6	5.2	99	99	99	999	995.7	7.8	8.7	999	99	99
2004	12	11	8	999	2.2	4.2	99	99	99	999	995.2	999	999	999	99	99
2004	12	11	9	999	0.4	4.5	99	99	99	999	996.2	7.8	8.6	999	99	99
2004	12	11	10	999	0.1	4.5	99	99	99	999	995.7	7.7	8.6	999	99	99
2004	12	11	11	999	2	3	99	99	99	999	995.9	999	999	999	99	99
2004	12	11	12	999	0	3.3	99	99	99	999	996.6	7.6	8.7	999	99	99
2004	12	11	13	999	0	99	99	99	99	999	996.3	7.9	8.6	999	99	99
2004	12	11	14	999	0	99	99	99	99	999	996.7	999	999	999	99	99
2004	12	11	15	999	4.4	5.2	99	99	99	999	996.8	9.8	8.6	999	99	99
2004	12	11	16	999	4.6	6.2	99	99	99	999	996.2	999	999	999	99	99
2004	12	11	17	999	5.1	7	99	99	99	999	995.5	10.3	8.6	999	99	99
2004	12	11	18	999	4.2	7.2	99	99	99	999	994.8	9.9	8.6	999	99	99
2004	12	11	19	999	3.4	5.6	99	99	99	999	993.7	9.9	8.7	999	99	99
2004	12	11	20	999	4.5	6.1	99	99	99	999	994.8	9.5	8.8	999	99	99
2004	12	11	21	999	5	6.2	99	99	99	999	995.3	9.4	8.7	999	99	99
2004	12	11	22	999	3.8	6.7	99	99	99	999	995.4	9.2	8.7	999	99	99
2004	12	11	23	999	4.3	6.8	99	99	99	999	996	9	8.7	999	99	99
2004	12	12	1	999	2.8	3.8	99	99	99	999	996.3	9.1	8.8	999	99	99
2004	12	12	2	999	3.3	4.1	99	99	99	999	996.6	9.1	8.7	999	99	99
2004	12	12	3	999	4.4	6.5	99	99	99	999	996.6	9.2	8.6	999	99	99
2004	12	12	4	999	4.8	6.2	99	99	99	999	997.2	9.2	8.7	999	99	99
2004	12	12	5	999	4.2	7.5	99	99	99	999	996.9	8.8	8.7	999	99	99
2004	12	12	6	999	6.5	8.4	99	99	99	999	997.7	8.3	8.7	999	99	99
2004	12	12	7	999	5.8	9	99	99	99	999	997.9	7.9	8.6	999	99	99
2004	12	12	8	999	5.3	7.5	99	99	99	999	997.9	7.2	8.5	999	99	99
2004	12	12	9	999	5.9	7.2	99	99	99	999	998	6.9	8.4	999	99	99
2004	12	12	10	999	4.7	7.9	99	99	99	999	998.8	5.8	8.4	999	99	99
2004	12	12	11	999	5	9.2	99	99	99	999	999.8	4.2	8.4	999	99	99
2004	12	12	12	999	3.8	6.6	99	99	99	999	1000.7	4.4	8.6	999	99	99
2004	12	12	13	999	4.7	6.5	99	99	99	999	1001.8	4.5	8.4	999	99	99
2004	12	12	14	999	5.3	7.7	99	99	99	999	1002.5	4.4	8.3	999	99	99
2004	12	12	15	999	5.3	7.5	99	99	99	999	1002.7	4.9	8.6	999	99	99
2004	12	12	16	999	6.7	9.1	99	99	99	999	1002.5	5.2	8.6	999	99	99
2004	12	12	17	999	5.3	7.3	99	99	99	999	1002.2	5.5	8.6	999	99	99
2004	12	12	18	999	5.3	9.4	99	99	99	999	1002.4	5.4	8.6	999	99	99
2004	12	12	19	999	6.6	10.7	99	99	99	999	1003	5.6	8.6	999	99	99
2004	12	12	20	999	7	10.3	99	99	99	999	1003.6	5.7	8.6	999	99	99
2004	12	12	21	999	4.7	8.8	99	99	99	999	1004	5.1	8.5	999	99	99
2004	12	12	22	999	3.7	6	99	99	99	999	1004.6	4.9	8.5	999	99	99
2004	12	12	23	999	2.8	5	99	99	99	999	1005.1	4.5	8.3	999	99	99
2004	12	13	0	999	3.6	5.5	99	99	99	999	1005.6	4.3	8.1	999	99	99
2004	12	13	1	999	2.8	4.3	99	99	99	999	1005.7	4.5	8	999	99	99
2004	12	13	2	999	3.3	6.2	99	99	99	999	1005.5	4.6	8	999	99	99
2004	12	13	3	999	2.4	4.6	99	99	99	999	1005.3	4.9	8.4	999	99	99
2004	12	13	4	999	3.7	6.7	99	99	99	999	1004.8	5.9	8.4	999	99	99
2004	12	13	5	999	6.5	9.1	99	99	99	999	1004.4	6.3	8.5	999	99	99
2004	12	13	6	999	6.1	8.9	99	99	99	999	1003.9	6.3	8.4	999	99	99
2004	12	13	7	999	5.2	8.5	99	99	99	999	1003.5	7	8.2	999	99	99
2004	12	13	8	999	0.7	1.6	99	99	99	999	1002.3	7	8.2	999	99	99
2004	12	13	9	999	6.2	13.5	99	99	99	999	1002.3	6.9	8	999	99	99
2004	12	13	10	999	3.5	6.7	99	99	99	999	1001.5	7	8	999	99	99
2004	12	13	11	999	4.8	6.8	99	99	99	999	1001.5	7.5	8.1	999	99	99
2004	12	13	12	999	4.6	6.3	99	99	99	999	1001.3	8	8.1	999	99	99
2004	12	13	13	999	4.7	7.2	99	99	99	999	1001.4	7.9	8.4	999	99	99
2004	12	13	14	999	4.1	6.7	99	99	99	999	1001.3	7.8	8.1	999	99	99
2004	12	13	15	999	4.5	7.5	99	99	99	999	1001.2	8.1	7.9	999	99	99
2004	12	13	16	999	4.7	7.6	99	99	99	999	1000.2	8.4	8.2	999	99	99
2004	12	13	17	999	5.2	8.3	99	99	99	999	1000.1	7.1	8.4	999	99	99
2004	12	13	18	999	4.5	8.2	99	99	99	999	1000	6.1	8.4	999	99	99
2004	12	13	19	999	4	7.2	99	99	99	999	1000	6.3	8.4	999	99	99
2004	12	13	20	999	3.8	6	99	99	99	999	1000.2	6.1	8.4	999	99	99
