"","colony_id","Light_Value","Run","Treatment","micromol.cm2.s","micromol.cm2.h","Date"
"32","AST-1145","334",26,"Ambient",0.000150444842521321,0.541601433076757,2021-07-22
"33","AST-1146","0",8,"Heat",2.18249146831362e-05,0.0785696928592902,2021-03-04
"34","AST-1146","368",8,"Heat",8.29638436429727e-05,0.298669837114702,2021-03-04
"35","AST-1147","0",3,"Acclimatization",-8.74468541102976e-06,-0.0314808674797072,2021-02-04
"36","AST-1147","350",3,"Acclimatization",5.67099044606161e-05,0.204155656058218,2021-02-04
"37","AST-1148","0",13,"Heat",-1.35355046877459e-05,-0.0487278168758851,2021-04-29
"38","AST-1148","337",13,"Heat",7.40306149965867e-05,0.266510213987712,2021-04-29
"39","AST-1152","0",20,"Heat",6.42043640514292e-05,0.231135710585145,2021-05-27
"40","AST-1152","355",20,"Heat",-5.71119169718957e-05,-0.205602901098825,2021-05-27
"41","AST-1159","0",30,"Ambient",-4.383222100685e-05,-0.15779599562466,2021-08-19
"42","AST-1159","358",30,"Ambient",0.000167952422515641,0.604628721056308,2021-08-19
"43","AST-1167","0",25,"Ambient",-5.794897058409e-05,-0.208616294102724,2021-07-22
"44","AST-1167","334",25,"Ambient",0.000200648208330852,0.722333549991068,2021-07-22
"45","AST-1174","0",18,"Ambient",-8.04758097732727e-05,-0.289712915183782,2021-05-27
"46","AST-1174","355",18,"Ambient",-3.41487882783795e-05,-0.122935637802166,2021-05-27
"47","AST-1182","0",10,"Ambient",-2.71669175184145e-05,-0.0978009030662921,2021-04-01
"48","AST-1182","320",10,"Ambient",-1.76242952123149e-05,-0.0634474627643337,2021-04-01
"49","AST-1184","0",12,"Heat",-1.72274177076474e-05,-0.0620187037475307,2021-04-01
"50","AST-1184","320",12,"Heat",-4.91236861135886e-05,-0.176845270008919,2021-04-01
"51","AST-1185","0",8,"Heat",4.26871535850514e-05,0.153673752906185,2021-03-04
"52","AST-1185","368",8,"Heat",4.85930102465967e-05,0.174934836887748,2021-03-04
"53","AST-1189","0",26,"Ambient",-3.36324653605508e-05,-0.121076875297983,2021-07-22
"54","AST-1189","334",26,"Ambient",0.000151137384737008,0.544094585053229,2021-07-22
"55","AST-1194","0",18,"Ambient",-8.25999851245869e-05,-0.297359946448513,2021-05-27
"56","AST-1194","355",18,"Ambient",0.000131428027687995,0.473140899676783,2021-05-27
"57","AST-1228","0",13,"Heat",-2.53109520361381e-05,-0.0911194273300973,2021-04-29
"58","AST-1228","337",13,"Heat",7.73553854752095e-05,0.278479387710754,2021-04-29
"59","AST-1233","0",2,"Acclimatization",1.47605608420073e-05,0.0531380190312262,2021-02-04
"60","AST-1233","350",2,"Acclimatization",7.27492304005769e-05,0.261897229442077,2021-02-04
"61","AST-1249","0",14,"Heat",-0.00015010275533662,-0.540369919211832,2021-04-29
"62","AST-1249","337",14,"Heat",-0.000120882684666591,-0.435177664799727,2021-04-29
"63","AST-1255","0",25,"Ambient",-9.51699859208452e-05,-0.342611949315043,2021-07-22
"64","AST-1255","334",25,"Ambient",0.000226464484530522,0.815272144309878,2021-07-22
"65","AST-1273","0",12,"Heat",1.94879737614999e-06,0.00701567055413997,2021-04-01
"66","AST-1273","320",12,"Heat",-3.16655632869685e-05,-0.113996027833087,2021-04-01
"67","AST-1288","0",10,"Ambient",3.19618838916823e-06,0.0115062782010056,2021-04-01
"68","AST-1288","320",10,"Ambient",0.000114579330318131,0.412485589145273,2021-04-01
"69","AST-1290","0",25,"Ambient",-9.8878981674771e-05,-0.355964334029176,2021-07-22
"70","AST-1290","334",25,"Ambient",0.000342555117849047,1.23319842425657,2021-07-22
"71","AST-1325","0",8,"Heat",-1.01881574762948e-05,-0.0366773669146613,2021-03-04
"72","AST-1325","368",8,"Heat",-2.11604410007591e-06,-0.00761775876027328,2021-03-04
"73","AST-1332","0",7,"Heat",1.62118294132314e-05,0.058362585887633,2021-03-04
"74","AST-1332","368",7,"Heat",6.02110645237004e-05,0.216759832285321,2021-03-04
"75","AST-1337","0",9,"Ambient",-2.73680353366356e-05,-0.098524927211888,2021-04-01
"76","AST-1337","320",9,"Ambient",-8.95431958677906e-06,-0.0322355505124046,2021-04-01
"77","AST-1343","0",18,"Ambient",-0.000160272908034188,-0.576982468923077,2021-05-27
"78","AST-1343","355",18,"Ambient",0.000123417142548678,0.444301713175241,2021-05-27
"79","AST-1345","0",3,"Acclimatization",2.83270270646595e-05,0.101977297432774,2021-02-04
"80","AST-1345","350",3,"Acclimatization",0.000107103830871721,0.385573791138194,2021-02-04
"81","AST-1412","0",21,"Ambient",-7.96275893280731e-06,-0.0286659321581063,2021-06-24
"82","AST-1412","361",21,"Ambient",8.43385310347028e-05,0.30361871172493,2021-06-24
"83","AST-1416","0",23,"Heat",-2.279032764604e-05,-0.082045179525744,2021-06-24
"84","AST-1416","361",23,"Heat",9.2310663119486e-05,0.33231838723015,2021-06-24
"85","AST-1423","0",2,"Acclimatization",-1.46262435076871e-05,-0.0526544766276735,2021-02-04
"86","AST-1423","350",2,"Acclimatization",8.49599633456735e-05,0.305855868044425,2021-02-04
"87","AST-1432","0",16,"Ambient",4.67518787076113e-07,0.00168306763347401,2021-04-29
"88","AST-1432","337",16,"Ambient",6.54280834845982e-05,0.235541100544554,2021-04-29
"89","AST-1434","0",15,"Ambient",-9.89434028068347e-06,-0.0356196250104605,2021-04-29
"90","AST-1434","337",15,"Ambient",2.02578977634971e-05,0.0729284319485894,2021-04-29
"91","AST-1443","0",15,"Ambient",-1.74728556765797e-05,-0.0629022804356867,2021-04-29
"92","AST-1443","337",15,"Ambient",9.68032893440456e-05,0.348491841638564,2021-04-29
"93","AST-1457","0",5,"Ambient",7.21578782047564e-05,0.259768361537123,2021-03-04
"94","AST-1457","368",5,"Ambient",7.00043212375147e-05,0.252015556455053,2021-03-04
"95","AST-1458","0",21,"Ambient",-2.51015380149086e-05,-0.0903655368536709,2021-06-24
"96","AST-1458","361",21,"Ambient",0.000168696473877381,0.607307305958573,2021-06-24
"97","AST-1473","0",11,"Heat",1.58130352527031e-05,0.0569269269097311,2021-04-01
"98","AST-1473","320",11,"Heat",0.00013125912381675,0.472532845740299,2021-04-01
"99","AST-1474","0",18,"Ambient",-0.000119589879951156,-0.430523567824161,2021-05-27
"100","AST-1474","355",18,"Ambient",0.000266124711885813,0.958048962788928,2021-05-27
"101","AST-1486","0",31,"Heat",-7.59545355393345e-05,-0.273436327941604,2021-08-19
"102","AST-1486","358",31,"Heat",0.000198391407660972,0.714209067579499,2021-08-19
"103","AST-1496","0",11,"Heat",8.07266188048798e-06,0.0290615827697567,2021-04-01
"104","AST-1496","320",11,"Heat",-7.4896513342667e-05,-0.269627448033601,2021-04-01
"105","AST-1497","0",6,"Ambient",2.65002456805115e-05,0.0954008844498413,2021-03-04
"106","AST-1497","368",6,"Ambient",8.73668914318471e-05,0.31452080915465,2021-03-04
"107","AST-1498","0",23,"Heat",-2.64469407593693e-05,-0.0952089867337293,2021-06-24
"108","AST-1498","361",23,"Heat",0.000129511969928958,0.466243091744248,2021-06-24
"109","AST-1499","0",19,"Heat",4.78837202075707e-05,0.172381392747254,2021-05-27
"110","AST-1499","355",19,"Heat",0.000108601920586088,0.390966914109917,2021-05-27
"111","AST-1540","0",27,"Heat",-2.63762579439528e-05,-0.09495452859823,2021-07-22
"112","AST-1540","334",27,"Heat",0.000126306180390601,0.454702249406162,2021-07-22
"113","AST-1560","0",30,"Ambient",-3.51860936070773e-05,-0.126669936985478,2021-08-19
"114","AST-1560","358",30,"Ambient",0.000210665808867288,0.758396911922237,2021-08-19
"115","AST-1562","0",24,"Heat",-5.9266315699806e-05,-0.213358736519302,2021-06-24
"116","AST-1562","361",24,"Heat",0.000232403487550317,0.836652555181141,2021-06-24
"117","AST-1567","0",3,"Acclimatization",-1.46850509204787e-05,-0.0528661833137234,2021-02-04
"118","AST-1567","350",3,"Acclimatization",1.20390030953798e-05,0.0433404111433671,2021-02-04
"119","AST-1568","0",17,"Ambient",2.59445843007602e-05,0.0934005034827367,2021-05-27
"120","AST-1568","355",17,"Ambient",0.00023293544354839,0.838567596774202,2021-05-27
"121","AST-1578","0",24,"Heat",-1.16170953962982e-05,-0.0418215434266737,2021-06-24
"122","AST-1578","361",24,"Heat",0.000178752457280144,0.643508846208518,2021-06-24
"123","AST-1585","0",1,"Acclimatization",-2.41047015260367e-06,-0.00867769254937321,2021-02-04
"124","AST-1585","350",1,"Acclimatization",-7.48829892261037e-06,-0.0269578761213973,2021-02-04
"125","AST-1593","0",3,"Acclimatization",3.65145665175568e-05,0.131452439463204,2021-02-04
"126","AST-1593","350",3,"Acclimatization",9.40701279160358e-05,0.338652460497729,2021-02-04
"127","AST-1617","0",22,"Ambient",-5.49207486401125e-06,-0.0197714695104405,2021-06-24
"128","AST-1617","361",22,"Ambient",4.3804569128546e-05,0.157696448862766,2021-06-24
"129","AST-1618","0",2,"Acclimatization",1.2362885095837e-05,0.0445063863450132,2021-02-04
"130","AST-1618","350",2,"Acclimatization",5.29574108800078e-05,0.190646679168028,2021-02-04
"131","AST-1630","0",7,"Heat",-2.63896378280684e-05,-0.0950026961810463,2021-03-04
"132","AST-1630","368",7,"Heat",3.88364068889781e-05,0.139811064800321,2021-03-04
"133","AST-1647","0",31,"Heat",-6.97276431748816e-05,-0.251019515429574,2021-08-19
"134","AST-1647","358",31,"Heat",0.000152446742428302,0.548808272741888,2021-08-19
"135","AST-1649","0",7,"Heat",-1.32513138467409e-05,-0.0477047298482672,2021-03-04
"136","AST-1649","368",7,"Heat",4.80682195495352e-05,0.173045590378327,2021-03-04
"137","AST-1689","0",14,"Heat",-0.000129131254481923,-0.464872516134924,2021-04-29
"138","AST-1689","337",14,"Heat",-0.000138300113388853,-0.49788040819987,2021-04-29
"139","AST-1692","0",21,"Ambient",-2.86327705208826e-06,-0.0103077973875177,2021-06-24
"140","AST-1692","361",21,"Ambient",6.06398782539625e-05,0.218303561714265,2021-06-24
"141","AST-1694","0",19,"Heat",-6.26305710075491e-05,-0.225470055627177,2021-05-27
"142","AST-1694","355",19,"Heat",4.99079193242922e-05,0.179668509567452,2021-05-27
"143","AST-1696","0",6,"Ambient",2.53358827719209e-05,0.0912091779789154,2021-03-04
"144","AST-1696","368",6,"Ambient",7.65797448207248e-05,0.275687081354609,2021-03-04
"145","AST-1698","0",28,"Heat",-1.99177676039245e-05,-0.0717039633741283,2021-07-22
"146","AST-1698","334",28,"Heat",8.35723443316619e-05,0.300860439593983,2021-07-22
"147","AST-1719","0",16,"Ambient",3.38086113987322e-05,0.121711001035436,2021-04-29
"148","AST-1719","337",16,"Ambient",0.000115414624060164,0.415492646616592,2021-04-29
"149","AST-1722","0",1,"Acclimatization",-4.52095608169558e-05,-0.162754418941041,2021-02-04
"150","AST-1722","350",1,"Acclimatization",1.61323717957983e-05,0.0580765384648739,2021-02-04
"151","AST-1735","0",11,"Heat",-1.80288863751769e-05,-0.0649039909506367,2021-04-01
"152","AST-1735","320",11,"Heat",0.000266247513562064,0.958491048823429,2021-04-01
"153","AST-1739","358",29,"Ambient",0.00018004220300403,0.648151930814509,2021-08-19
"154","AST-1739","0",29,"Ambient",-0.000105352196127402,-0.379267906058648,2021-08-19
"155","AST-1739","358",29,"Ambient",0.00018004220300403,0.648151930814509,2021-08-19
"156","AST-1742","0",28,"Heat",-2.05609523155885e-05,-0.0740194283361184,2021-07-22
"157","AST-1742","334",28,"Heat",0.000157213711651428,0.565969361945141,2021-07-22
"158","AST-1748","0",26,"Ambient",-0.000108137658428755,-0.389295570343516,2021-07-22
"159","AST-1748","334",26,"Ambient",0.000183819309370263,0.661749513732946,2021-07-22
"160","AST-1754","0",20,"Heat",0.000102675543248737,0.369631955695454,2021-05-27
"161","AST-1754","355",20,"Heat",0.000629918807981529,2.26770770873351,2021-05-27
"162","AST-1761","0",12,"Heat",1.33479405817607e-05,0.0480525860943385,2021-04-01
"163","AST-1761","320",12,"Heat",9.08300073335378e-05,0.326988026400736,2021-04-01
"164","AST-1777","0",7,"Heat",4.68760757937585e-06,0.016875387285753,2021-03-04
"165","AST-1777","368",7,"Heat",7.66843200599578e-05,0.276063552215848,2021-03-04
"166","AST-1826","0",19,"Heat",-8.45289394131594e-06,-0.0304304181887374,2021-05-27
"167","AST-1826","355",19,"Heat",0.000427113184592011,1.53760746453124,2021-05-27
"168","AST-2000","0",22,"Ambient",-2.99271619191611e-05,-0.10773778290898,2021-06-24
"169","AST-2000","361",22,"Ambient",0.000206059264934493,0.741813353764174,2021-06-24
"170","AST-2003","0",1,"Acclimatization",-1.82228485132584e-05,-0.0656022546477301,2021-02-04
"171","AST-2003","350",1,"Acclimatization",0.000155114874277295,0.558413547398263,2021-02-04
"172","AST-2007","0",32,"Heat",-6.43033562758481e-05,-0.231492082593053,2021-08-19
"173","AST-2007","358",32,"Heat",0.000389045156708885,1.40056256415199,2021-08-19
"174","AST-2016","0",15,"Ambient",-1.71626340984602e-05,-0.0617854827544567,2021-04-29
"175","AST-2016","337",15,"Ambient",3.74127303856775e-05,0.134685829388439,2021-04-29
"176","AST-2020","0",9,"Ambient",-1.61976347604046e-05,-0.0583114851374565,2021-04-01
"177","AST-2020","320",9,"Ambient",1.49741626208591e-05,0.0539069854350927,2021-04-01
"178","AST-2044","0",27,"Heat",-2.08020383283159e-05,-0.0748873379819371,2021-07-22
"179","AST-2044","334",27,"Heat",0.000176871446872035,0.636737208739326,2021-07-22
"180","AST-2060","0",17,"Ambient",9.22472738821619e-06,0.0332090185975783,2021-05-27
"181","AST-2060","355",17,"Ambient",0.000219229304347822,0.78922549565216,2021-05-27
"182","AST-2079","0",28,"Heat",-5.35777092178238e-05,-0.192879753184166,2021-07-22
"183","AST-2079","334",28,"Heat",0.000210557612054982,0.758007403397936,2021-07-22
"184","AST-2165","0",11,"Heat",2.83318309102448e-05,0.101994591276881,2021-04-01
"185","AST-2165","320",11,"Heat",5.89609816119474e-05,0.212259533803011,2021-04-01
"186","AST-2168","0",26,"Ambient",-3.52790687782809e-05,-0.127004647601811,2021-07-22
"187","AST-2168","334",26,"Ambient",0.000123292582022066,0.443853295279439,2021-07-22
"188","AST-2197","0",2,"Acclimatization",2.50296480368308e-05,0.0901067329325909,2021-02-04
"189","AST-2197","350",2,"Acclimatization",7.93765537228643e-05,0.285755593402311,2021-02-04
"190","AST-2198","0",4,"Acclimatization",-8.53305108820881e-06,-0.0307189839175517,2021-02-04
"191","AST-2198","350",4,"Acclimatization",9.05752211222542e-05,0.326070796040115,2021-02-04
"192","AST-2208","0",25,"Ambient",-4.06549128451371e-05,-0.146357686242493,2021-07-22
"193","AST-2208","334",25,"Ambient",0.000119346227395609,0.429646418624192,2021-07-22
"194","AST-2209","0",6,"Ambient",-4.19328814041549e-06,-0.0150958373054958,2021-03-04
"195","AST-2209","368",6,"Ambient",6.17488915234183e-05,0.222296009484306,2021-03-04
"196","AST-2211","0",32,"Heat",-2.64404610979695e-05,-0.0951856599526902,2021-08-19
"197","AST-2211","358",32,"Heat",0.000125155142599768,0.450558513359164,2021-08-19
"198","AST-2301","0",8,"Heat",5.19675162403999e-06,0.018708305846544,2021-03-04
"199","AST-2301","368",8,"Heat",4.75479934836503e-05,0.171172776541141,2021-03-04
"200","AST-2302","358",29,"Ambient",0.000216848349204136,0.78065405713489,2021-08-19
"201","AST-2302","0",29,"Ambient",-2.48943103025677e-05,-0.0896195170892438,2021-08-19
"202","AST-2302","358",29,"Ambient",0.000216848349204136,0.78065405713489,2021-08-19
"203","AST-2360","0",21,"Ambient",-2.02738245910655e-05,-0.0729857685278358,2021-06-24
"204","AST-2360","361",21,"Ambient",5.61898664992527e-05,0.20228351939731,2021-06-24
"205","AST-2375","0",22,"Ambient",-3.15956067006477e-05,-0.113744184122332,2021-06-24
"206","AST-2375","361",22,"Ambient",9.19748529984516e-05,0.331109470794426,2021-06-24
"207","AST-2378","0",5,"Ambient",-5.45607809421494e-07,-0.00196418811391738,2021-03-04
"208","AST-2378","368",5,"Ambient",9.12530787694368e-05,0.328511083569972,2021-03-04
"209","AST-2398","0",3,"Acclimatization",2.96818646156903e-05,0.106854712616485,2021-02-04
"210","AST-2398","350",3,"Acclimatization",4.9663638108125e-05,0.17878909718925,2021-02-04
"211","AST-2403","0",10,"Ambient",-2.76664072862485e-05,-0.0995990662304944,2021-04-01
"212","AST-2403","320",10,"Ambient",-2.87405777089759e-06,-0.0103466079752313,2021-04-01
"213","AST-2404","0",24,"Heat",-6.15750667942415e-05,-0.221670240459269,2021-06-24
"214","AST-2404","361",24,"Heat",0.000387396076327759,1.39462587477993,2021-06-24
"215","AST-2412","0",24,"Heat",-4.98771119401862e-05,-0.17955760298467,2021-06-24
"216","AST-2412","361",24,"Heat",0.0002371049586502,0.853577851140718,2021-06-24
"217","AST-2512","0",23,"Heat",-1.47720863332973e-05,-0.0531795107998702,2021-06-24
"218","AST-2512","361",23,"Heat",8.5870920013537e-05,0.309135312048733,2021-06-24
"219","AST-2520","0",5,"Ambient",-7.75266578474173e-05,-0.279095968250702,2021-03-04
"220","AST-2520","368",5,"Ambient",7.12379861832426e-05,0.256456750259673,2021-03-04
"221","AST-2521","0",20,"Heat",0.000168963431959661,0.608268355054779,2021-05-27
"222","AST-2521","355",20,"Heat",0.000192774858327984,0.693989489980744,2021-05-27
"223","AST-2523","358",29,"Ambient",0.000174743485548428,0.629076547974342,2021-08-19
"224","AST-2523","0",29,"Ambient",-1.8373072105642e-05,-0.0661430595803112,2021-08-19
"225","AST-2523","358",29,"Ambient",0.000174743485548428,0.629076547974342,2021-08-19
"226","AST-2533","0",1,"Acclimatization",1.1219597607858e-05,0.0403905513882888,2021-02-04
"227","AST-2533","350",1,"Acclimatization",6.32029065531099e-05,0.227530463591196,2021-02-04
"228","AST-2538","0",10,"Ambient",-2.57231247339582e-05,-0.0926032490422494,2021-04-01
"229","AST-2538","320",10,"Ambient",-8.25936929462639e-06,-0.029733729460655,2021-04-01
"230","AST-2539","0",9,"Ambient",-3.35050291741687e-05,-0.120618105027007,2021-04-01
"231","AST-2539","320",9,"Ambient",6.36011629228815e-05,0.228964186522373,2021-04-01
"232","AST-2541","0",12,"Heat",-2.05412301499454e-05,-0.0739484285398033,2021-04-01
"233","AST-2541","320",12,"Heat",9.82191513473069e-05,0.353588944850305,2021-04-01
"234","AST-2561","0",13,"Heat",-3.32510324365275e-05,-0.119703716771499,2021-04-29
"235","AST-2561","337",13,"Heat",4.92022155288566e-05,0.177127975903884,2021-04-29
"236","AST-2563","0",23,"Heat",-0.000133476410021514,-0.48051507607745,2021-06-24
"237","AST-2563","361",23,"Heat",0.000443536422031304,1.5967311193127,2021-06-24
"238","AST-2669","0",19,"Heat",3.45275005211518e-05,0.124299001876147,2021-05-27
"239","AST-2669","355",19,"Heat",0.000125185194910366,0.450666701677318,2021-05-27
"240","AST-2728","0",20,"Heat",6.84490963342987e-05,0.246416746803475,2021-05-27
"241","AST-2728","355",20,"Heat",0.00063108046563924,2.27188967630126,2021-05-27
"242","AST-2729","0",32,"Heat",-4.82592371657041e-05,-0.173733253796535,2021-08-19
"243","AST-2729","358",32,"Heat",0.000183800028635417,0.6616801030875,2021-08-19
"244","AST-2731","0",14,"Heat",-0.000117482903162704,-0.422938451385735,2021-04-29
"245","AST-2731","337",14,"Heat",-6.04036486218214e-05,-0.217453135038557,2021-04-29
"246","AST-2755","0",31,"Heat",-1.79171589188079e-05,-0.0645017721077084,2021-08-19
"247","AST-2755","358",31,"Heat",0.000129646594620615,0.466727740634214,2021-08-19
"248","AST-2859","0",2,"Acclimatization",4.07034921716457e-06,0.0146532571817925,2021-02-04
"249","AST-2859","350",2,"Acclimatization",5.30943830404442e-05,0.191139778945599,2021-02-04
"250","AST-2867","0",16,"Ambient",1.81296454896478e-05,0.0652667237627319,2021-04-29
"251","AST-2867","337",16,"Ambient",0.000186105413533855,0.669979488721878,2021-04-29
"252","AST-2870","0",27,"Heat",-1.9798159384532e-05,-0.071273373784315,2021-07-22
"253","AST-2870","334",27,"Heat",0.000155203712149241,0.558733363737269,2021-07-22
"254","AST-2873","0",1,"Acclimatization",-1.50433116657942e-05,-0.0541559219968593,2021-02-04
"255","AST-2873","350",1,"Acclimatization",3.19349555278564e-05,0.114965839900283,2021-02-04
"256","AST-2880","0",17,"Ambient",-3.50068465195256e-05,-0.126024647470292,2021-05-27
"257","AST-2880","355",17,"Ambient",0.000239842987012992,0.863434753246773,2021-05-27
"258","AST-3002","358",29,"Ambient",0.000238254560810028,0.857716418916101,2021-08-19
"259","AST-3002","0",29,"Ambient",-0.000110205324080143,-0.396739166688515,2021-08-19
"260","AST-3002","358",29,"Ambient",0.000238254560810028,0.857716418916101,2021-08-19
