#miRNA	read_count	precursor	total	seq	seq(norm)
chromosome_13_69186	68.00	chromosome_13_69186	68.00	68.00	938.93
chromosome_13_69188	4.00	chromosome_13_69188	4.00	4.00	55.23
chromosome_13_69401	21.00	chromosome_13_69401	21.00	21.00	289.96
chromosome_13_70152	41.00	chromosome_13_70152	41.00	41.00	566.12
chromosome_13_70187	10.00	chromosome_13_70187	10.00	10.00	138.08
chromosome_13_70478	2.00	chromosome_13_70478	2.00	2.00	27.62
chromosome_13_70559	10.00	chromosome_13_70559	10.00	10.00	138.08
chromosome_13_70720	44.00	chromosome_13_70720	44.00	44.00	607.54
chromosome_13_71056	27.00	chromosome_13_71056	27.00	27.00	372.81
chromosome_13_71400	7.00	chromosome_13_71400	7.00	7.00	96.65
chromosome_13_71546	372.00	chromosome_13_71546	372.00	372.00	5136.49
chromosome_14_101288	20.00	chromosome_14_101288	20.00	20.00	276.16
chromosome_14_107259	8.00	chromosome_14_107259	8.00	8.00	110.46
chromosome_14_107271	85.00	chromosome_14_107271	85.00	85.00	1173.66
chromosome_14_107273	85.00	chromosome_14_107273	85.00	85.00	1173.66
chromosome_14_107348	26.00	chromosome_14_107348	26.00	26.00	359.00
chromosome_14_107798	4.00	chromosome_14_107798	4.00	4.00	55.23
chromosome_14_108078	25.00	chromosome_14_108078	25.00	25.00	345.19
chromosome_14_108433	29.00	chromosome_14_108433	29.00	29.00	400.43
chromosome_14_108605	6.00	chromosome_14_108605	6.00	6.00	82.85
chromosome_14_108611	2710.00	chromosome_14_108611	2710.00	2710.00	37419.05
chromosome_14_108613	2710.00	chromosome_14_108613	2710.00	2710.00	37419.05
chromosome_14_108998	30.00	chromosome_14_108998	30.00	30.00	414.23
chromosome_14_72473	8.00	chromosome_14_72473	8.00	8.00	110.46
chromosome_14_72515	16.00	chromosome_14_72515	16.00	16.00	220.92
chromosome_14_72517	16.00	chromosome_14_72517	16.00	16.00	220.92
chromosome_14_73226	3883.00	chromosome_14_73226	3883.00	3883.00	53615.56
chromosome_14_73296	10.00	chromosome_14_73296	10.00	10.00	138.08
chromosome_14_73322	240.00	chromosome_14_73322	240.00	240.00	3313.86
chromosome_14_74493	9.00	chromosome_14_74493	9.00	9.00	124.27
chromosome_14_74501	45.00	chromosome_14_74501	45.00	45.00	621.35
chromosome_14_87115	23.00	chromosome_14_87115	23.00	23.00	317.58
chromosome_14_88704	5.00	chromosome_14_88704	5.00	5.00	69.04
chromosome_14_88752	5.00	chromosome_14_88752	5.00	5.00	69.04
chromosome_14_88801	6.00	chromosome_14_88801	6.00	6.00	82.85
chromosome_14_88811	94.00	chromosome_14_88811	94.00	94.00	1297.93
chromosome_14_88813	94.00	chromosome_14_88813	94.00	94.00	1297.93
chromosome_14_88890	28.00	chromosome_14_88890	28.00	28.00	386.62
chromosome_14_89190	10.00	chromosome_14_89190	10.00	10.00	138.08
chromosome_14_89298	17.00	chromosome_14_89298	17.00	17.00	234.73
chromosome_14_89335	17.00	chromosome_14_89335	17.00	17.00	234.73
chromosome_14_89532	5.00	chromosome_14_89532	5.00	5.00	69.04
chromosome_14_89625	25.00	chromosome_14_89625	25.00	25.00	345.19
chromosome_14_89797	17.00	chromosome_14_89797	17.00	17.00	234.73
chromosome_14_89798	17.00	chromosome_14_89798	17.00	17.00	234.73
chromosome_14_90179	2450.00	chromosome_14_90179	2450.00	2450.00	33829.03
chromosome_14_90455	4.00	chromosome_14_90455	4.00	4.00	55.23
chromosome_14_90541	109.00	chromosome_14_90541	109.00	109.00	1505.05
chromosome_14_90979	67.00	chromosome_14_90979	67.00	67.00	925.12
chromosome_14_90989	12.00	chromosome_14_90989	12.00	12.00	165.69
chromosome_14_91570	11.00	chromosome_14_91570	11.00	11.00	151.89
chromosome_14_91697	26.00	chromosome_14_91697	26.00	26.00	359.00
chromosome_14_91823	20.00	chromosome_14_91823	20.00	20.00	276.16
chromosome_14_93026	16.00	chromosome_14_93026	16.00	16.00	220.92
chromosome_1_1120	17.00	chromosome_1_1120	17.00	17.00	234.73
chromosome_1_1306	16.00	chromosome_1_1306	16.00	16.00	220.92
chromosome_1_1442	12.00	chromosome_1_1442	12.00	12.00	165.69
chromosome_1_1579	2529.00	chromosome_1_1579	2529.00	2529.00	34919.85
chromosome_1_2029	49.00	chromosome_1_2029	49.00	49.00	676.58
chromosome_1_2077	6.00	chromosome_1_2077	6.00	6.00	82.85
chromosome_1_216	22.00	chromosome_1_216	22.00	22.00	303.77
chromosome_1_2160	18.00	chromosome_1_2160	18.00	18.00	248.54
chromosome_1_2733	53.00	chromosome_1_2733	53.00	53.00	731.81
chromosome_1_2786	17.00	chromosome_1_2786	17.00	17.00	234.73
chromosome_1_2986	16.00	chromosome_1_2986	16.00	16.00	220.92
chromosome_1_326	19.00	chromosome_1_326	19.00	19.00	262.35
chromosome_1_457	6.00	chromosome_1_457	6.00	6.00	82.85
chromosome_1_543	24.00	chromosome_1_543	24.00	24.00	331.39
chromosome_1_7	2742.00	chromosome_1_7	2742.00	2742.00	37860.90
chromosome_1_784	1.00	chromosome_1_784	1.00	1.00	13.81
chromosome_2_3663	6.00	chromosome_2_3663	6.00	6.00	82.85
chromosome_2_3806	157.00	chromosome_2_3806	157.00	157.00	2167.82
chromosome_2_4017	280.00	chromosome_2_4017	280.00	280.00	3866.18
chromosome_2_4261	2.00	chromosome_2_4261	2.00	2.00	27.62
chromosome_2_4922	9.00	chromosome_2_4922	9.00	9.00	124.27
chromosome_2_4981	9.00	chromosome_2_4981	9.00	9.00	124.27
chromosome_2_5007	7.00	chromosome_2_5007	7.00	7.00	96.65
chromosome_2_5012	3.00	chromosome_2_5012	3.00	3.00	41.42
chromosome_2_5227	2.00	chromosome_2_5227	2.00	2.00	27.62
chromosome_2_5850	149.00	chromosome_2_5850	149.00	149.00	2057.36
chromosome_2_6103	244.00	chromosome_2_6103	244.00	244.00	3369.10
chromosome_2_6754	7.00	chromosome_2_6754	7.00	7.00	96.65
chromosome_2_7193	79.00	chromosome_2_7193	79.00	79.00	1090.81
chromosome_3_10097	6.00	chromosome_3_10097	6.00	6.00	82.85
chromosome_3_10749	24.00	chromosome_3_10749	24.00	24.00	331.39
chromosome_3_7632	1653.00	chromosome_3_7632	1653.00	1653.00	22824.24
chromosome_3_7672	29.00	chromosome_3_7672	29.00	29.00	400.43
chromosome_3_7918	1.00	chromosome_3_7918	1.00	1.00	13.81
chromosome_3_8020	1.00	chromosome_3_8020	1.00	1.00	13.81
chromosome_3_8854	11.00	chromosome_3_8854	11.00	11.00	151.89
chromosome_3_9277	4.00	chromosome_3_9277	4.00	4.00	55.23
chromosome_3_9496	1514.00	chromosome_3_9496	1514.00	1514.00	20904.96
chromosome_3_9528	6.00	chromosome_3_9528	6.00	6.00	82.85
chromosome_3_9538	36.00	chromosome_3_9538	36.00	36.00	497.08
chromosome_3_9559	7.00	chromosome_3_9559	7.00	7.00	96.65
chromosome_3_9924	4.00	chromosome_3_9924	4.00	4.00	55.23
chromosome_4_11169	865.00	chromosome_4_11169	865.00	865.00	11943.72
chromosome_4_11444	16.00	chromosome_4_11444	16.00	16.00	220.92
chromosome_4_11861	17.00	chromosome_4_11861	17.00	17.00	234.73
chromosome_4_12328	18.00	chromosome_4_12328	18.00	18.00	248.54
chromosome_4_12720	5.00	chromosome_4_12720	5.00	5.00	69.04
chromosome_4_12786	32.00	chromosome_4_12786	32.00	32.00	441.85
chromosome_4_12842	485.00	chromosome_4_12842	485.00	485.00	6696.77
chromosome_4_12843	25.00	chromosome_4_12843	25.00	25.00	345.19
chromosome_4_12853	482.00	chromosome_4_12853	482.00	482.00	6655.34
chromosome_4_12863	485.00	chromosome_4_12863	485.00	485.00	6696.77
chromosome_4_12872	485.00	chromosome_4_12872	485.00	485.00	6696.77
chromosome_4_12873	25.00	chromosome_4_12873	25.00	25.00	345.19
chromosome_4_12883	482.00	chromosome_4_12883	482.00	482.00	6655.34
chromosome_4_12894	284.00	chromosome_4_12894	284.00	284.00	3921.41
chromosome_4_12905	46.00	chromosome_4_12905	46.00	46.00	635.16
chromosome_4_13439	8.00	chromosome_4_13439	8.00	8.00	110.46
chromosome_4_13569	799.00	chromosome_4_13569	799.00	799.00	11032.41
chromosome_4_13864	16.00	chromosome_4_13864	16.00	16.00	220.92
chromosome_4_14275	17.00	chromosome_4_14275	17.00	17.00	234.73
chromosome_4_14729	8.00	chromosome_4_14729	8.00	8.00	110.46
chromosome_4_14758	16.00	chromosome_4_14758	16.00	16.00	220.92
chromosome_4_15141	31.00	chromosome_4_15141	31.00	31.00	428.04
chromosome_4_15152	3.00	chromosome_4_15152	3.00	3.00	41.42
chromosome_4_15154	3.00	chromosome_4_15154	3.00	3.00	41.42
chromosome_4_15207	746.00	chromosome_4_15207	746.00	746.00	10300.60
chromosome_4_15211	521.00	chromosome_4_15211	521.00	521.00	7193.85
chromosome_4_15239	746.00	chromosome_4_15239	746.00	746.00	10300.60
chromosome_4_15243	521.00	chromosome_4_15243	521.00	521.00	7193.85
chromosome_4_15254	266.00	chromosome_4_15254	266.00	266.00	3672.87
chromosome_4_15267	40.00	chromosome_4_15267	40.00	40.00	552.31
chromosome_4_15809	9.00	chromosome_4_15809	9.00	9.00	124.27
chromosome_4_15820	26.00	chromosome_4_15820	26.00	26.00	359.00
chromosome_5_16308	2.00	chromosome_5_16308	2.00	2.00	27.62
chromosome_5_16512	16.00	chromosome_5_16512	16.00	16.00	220.92
chromosome_5_16563	1145.00	chromosome_5_16563	1145.00	1145.00	15809.89
chromosome_5_16768	82.00	chromosome_5_16768	82.00	82.00	1132.24
chromosome_5_16991	453.00	chromosome_5_16991	453.00	453.00	6254.92
chromosome_5_16993	453.00	chromosome_5_16993	453.00	453.00	6254.92
chromosome_5_16995	257.00	chromosome_5_16995	257.00	257.00	3548.60
chromosome_5_17770	53.00	chromosome_5_17770	53.00	53.00	731.81
chromosome_5_17782	23.00	chromosome_5_17782	23.00	23.00	317.58
chromosome_5_17977	108.00	chromosome_5_17977	108.00	108.00	1491.24
chromosome_5_18965	32.00	chromosome_5_18965	32.00	32.00	441.85
chromosome_5_19070	41.00	chromosome_5_19070	41.00	41.00	566.12
chromosome_5_19080	7.00	chromosome_5_19080	7.00	7.00	96.65
chromosome_5_19212	87.00	chromosome_5_19212	87.00	87.00	1201.28
chromosome_5_19214	2.00	chromosome_5_19214	2.00	2.00	27.62
chromosome_5_19341	11.00	chromosome_5_19341	11.00	11.00	151.89
chromosome_5_19394	5.00	chromosome_5_19394	5.00	5.00	69.04
chromosome_5_19449	508.00	chromosome_5_19449	508.00	508.00	7014.35
chromosome_5_19451	508.00	chromosome_5_19451	508.00	508.00	7014.35
chromosome_5_19453	281.00	chromosome_5_19453	281.00	281.00	3879.98
chromosome_5_20250	43.00	chromosome_5_20250	43.00	43.00	593.73
chromosome_5_20258	20.00	chromosome_5_20258	20.00	20.00	276.16
chromosome_5_20262	22.00	chromosome_5_20262	22.00	22.00	303.77
chromosome_5_20362	13.00	chromosome_5_20362	13.00	13.00	179.50
chromosome_5_20477	97.00	chromosome_5_20477	97.00	97.00	1339.35
chromosome_6_20796	144.00	chromosome_6_20796	144.00	144.00	1988.32
chromosome_6_21024	214.00	chromosome_6_21024	214.00	214.00	2954.86
chromosome_6_21093	1.00	chromosome_6_21093	1.00	1.00	13.81
chromosome_6_21172	192.00	chromosome_6_21172	192.00	192.00	2651.09
chromosome_6_21173	22.00	chromosome_6_21173	22.00	22.00	303.77
chromosome_6_21216	3.00	chromosome_6_21216	3.00	3.00	41.42
chromosome_6_21427	14.00	chromosome_6_21427	14.00	14.00	193.31
chromosome_6_21529	12.00	chromosome_6_21529	12.00	12.00	165.69
chromosome_6_21537	347.00	chromosome_6_21537	347.00	347.00	4791.30
chromosome_6_21550	122.00	chromosome_6_21550	122.00	122.00	1684.55
chromosome_6_21582	65.00	chromosome_6_21582	65.00	65.00	897.50
chromosome_6_21586	65.00	chromosome_6_21586	65.00	65.00	897.50
chromosome_6_21649	27.00	chromosome_6_21649	27.00	27.00	372.81
chromosome_6_21685	3.00	chromosome_6_21685	3.00	3.00	41.42
chromosome_6_21729	7.00	chromosome_6_21729	7.00	7.00	96.65
chromosome_6_22689	30.00	chromosome_6_22689	30.00	30.00	414.23
chromosome_6_22810	30.00	chromosome_6_22810	30.00	30.00	414.23
chromosome_6_23574	131.00	chromosome_6_23574	131.00	131.00	1808.82
chromosome_6_23832	230.00	chromosome_6_23832	230.00	230.00	3175.79
chromosome_6_23860	4.00	chromosome_6_23860	4.00	4.00	55.23
chromosome_6_23986	176.00	chromosome_6_23986	176.00	176.00	2430.17
chromosome_6_23987	18.00	chromosome_6_23987	18.00	18.00	248.54
chromosome_6_24347	306.00	chromosome_6_24347	306.00	306.00	4225.18
chromosome_6_24359	131.00	chromosome_6_24359	131.00	131.00	1808.82
chromosome_6_24384	70.00	chromosome_6_24384	70.00	70.00	966.54
chromosome_6_24390	70.00	chromosome_6_24390	70.00	70.00	966.54
chromosome_6_24453	22.00	chromosome_6_24453	22.00	22.00	303.77
chromosome_6_25479	31.00	chromosome_6_25479	31.00	31.00	428.04
chromosome_6_25600	28.00	chromosome_6_25600	28.00	28.00	386.62
chromosome_7_26471	8.00	chromosome_7_26471	8.00	8.00	110.46
chromosome_7_26490	33.00	chromosome_7_26490	33.00	33.00	455.66
chromosome_7_27209	17.00	chromosome_7_27209	17.00	17.00	234.73
chromosome_7_27286	7.00	chromosome_7_27286	7.00	7.00	96.65
chromosome_7_27568	26.00	chromosome_7_27568	26.00	26.00	359.00
chromosome_7_28192	25.00	chromosome_7_28192	25.00	25.00	345.19
chromosome_7_28265	8096.00	chromosome_7_28265	8096.00	8096.00	111787.69
chromosome_7_28292	7.00	chromosome_7_28292	7.00	7.00	96.65
chromosome_7_28583	5.00	chromosome_7_28583	5.00	5.00	69.04
chromosome_7_28609	5.00	chromosome_7_28609	5.00	5.00	69.04
chromosome_7_28825	9.00	chromosome_7_28825	9.00	9.00	124.27
chromosome_7_28949	167.00	chromosome_7_28949	167.00	167.00	2305.90
chromosome_7_29147	24.00	chromosome_7_29147	24.00	24.00	331.39
chromosome_7_29202	8.00	chromosome_7_29202	8.00	8.00	110.46
chromosome_7_29299	9.00	chromosome_7_29299	9.00	9.00	124.27
chromosome_7_29311	8.00	chromosome_7_29311	8.00	8.00	110.46
chromosome_7_29437	154.00	chromosome_7_29437	154.00	154.00	2126.40
chromosome_7_29944	9.00	chromosome_7_29944	9.00	9.00	124.27
chromosome_7_30700	7.00	chromosome_7_30700	7.00	7.00	96.65
chromosome_7_30929	8981.00	chromosome_7_30929	8981.00	8981.00	124007.57
chromosome_7_30952	8.00	chromosome_7_30952	8.00	8.00	110.46
chromosome_7_31030	32.00	chromosome_7_31030	32.00	32.00	441.85
chromosome_7_31245	23.00	chromosome_7_31245	23.00	23.00	317.58
chromosome_7_31253	4.00	chromosome_7_31253	4.00	4.00	55.23
chromosome_7_31308	4.00	chromosome_7_31308	4.00	4.00	55.23
chromosome_7_31536	29.00	chromosome_7_31536	29.00	29.00	400.43
chromosome_7_31627	184.00	chromosome_7_31627	184.00	184.00	2540.63
chromosome_8_31697	95.00	chromosome_8_31697	95.00	95.00	1311.74
chromosome_8_32371	9.00	chromosome_8_32371	9.00	9.00	124.27
chromosome_8_32700	15.00	chromosome_8_32700	15.00	15.00	207.12
chromosome_8_34545	23.00	chromosome_8_34545	23.00	23.00	317.58
chromosome_8_34830	12.00	chromosome_8_34830	12.00	12.00	165.69
chromosome_8_34859	18.00	chromosome_8_34859	18.00	18.00	248.54
chromosome_8_34895	15.00	chromosome_8_34895	15.00	15.00	207.12
chromosome_8_37124	1.00	chromosome_8_37124	1.00	1.00	13.81
chromosome_9_37379	2763.00	chromosome_9_37379	2763.00	2763.00	38150.86
chromosome_9_37449	7.00	chromosome_9_37449	7.00	7.00	96.65
chromosome_9_37506	12.00	chromosome_9_37506	12.00	12.00	165.69
chromosome_9_37511	26.00	chromosome_9_37511	26.00	26.00	359.00
chromosome_9_37574	55.00	chromosome_9_37574	55.00	55.00	759.43
chromosome_9_38273	13.00	chromosome_9_38273	13.00	13.00	179.50
chromosome_9_39443	8.00	chromosome_9_39443	8.00	8.00	110.46
chromosome_9_39646	25.00	chromosome_9_39646	25.00	25.00	345.19
chromosome_9_40154	3.00	chromosome_9_40154	3.00	3.00	41.42
chromosome_9_40167	3.00	chromosome_9_40167	3.00	3.00	41.42
chromosome_9_40305	3052.00	chromosome_9_40305	3052.00	3052.00	42141.31
chromosome_9_40368	6.00	chromosome_9_40368	6.00	6.00	82.85
chromosome_9_40414	12.00	chromosome_9_40414	12.00	12.00	165.69
chromosome_9_40415	80.00	chromosome_9_40415	80.00	80.00	1104.62
chromosome_9_40417	80.00	chromosome_9_40417	80.00	80.00	1104.62
chromosome_9_40478	48.00	chromosome_9_40478	48.00	48.00	662.77
chromosome_9_41311	4.00	chromosome_9_41311	4.00	4.00	55.23
chromosome_9_42371	7.00	chromosome_9_42371	7.00	7.00	96.65
chromosome_9_42514	12.00	chromosome_9_42514	12.00	12.00	165.69
chromosome_9_42964	49.00	chromosome_9_42964	49.00	49.00	676.58
chromosome_9_43038	18.00	chromosome_9_43038	18.00	18.00	248.54
